Year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
1982,Minnesota,3.1,8.31,3.35,8.98,3.35,8.98,96.5,3.1,3.1,8.31,3.1,8.31,
1982,Mississippi,0,0,3.35,8.98,3.35,8.98,96.5,...,0,0,0,0,
1982,Missouri,0,0,3.35,8.98,3.35,8.98,96.5,...,0,0,0,0,
1982,Montana,2,5.36,3.35,8.98,3.35,8.98,96.5,2,2,5.36,2,5.36,
1982,Nebraska,1.6,4.29,3.35,8.98,3.35,8.98,96.5,1.6,1.6,4.29,1.6,4.29,
1982,Nevada,2.75,7.37,3.35,8.98,3.35,8.98,96.5,2.75,2.75,7.37,2.75,7.37,
1982,New Hampshire,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1982,New Jersey,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1982,New Mexico,2.9,7.77,3.35,8.98,3.35,8.98,96.5,2.9,2.9,7.77,2.9,7.77,
1982,New York,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1982,North Carolina,2.9,7.77,3.35,8.98,3.35,8.98,96.5,2.9,2.9,7.77,2.9,7.77,
1982,North Dakota,2.8,7.51,3.35,8.98,3.35,8.98,96.5,2.80 - 3.10,2.8,7.51,3.1,8.31,
1982,Ohio,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
1982,Oklahoma,3.1,8.31,3.35,8.98,3.35,8.98,96.5,3.1,3.1,8.31,3.1,8.31,
1982,Oregon,3.1,8.31,3.35,8.98,3.35,8.98,96.5,3.1,3.1,8.31,3.1,8.31,
1982,Pennsylvania,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1982,Puerto Rico,1.2,3.22,3.35,8.98,3.35,8.98,96.5,1.20 - 3.10,1.2,3.22,3.1,8.31,
1982,Rhode Island,2.9,7.77,3.35,8.98,3.35,8.98,96.5,2.9,2.9,7.77,2.9,7.77,
1982,South Carolina,0,0,3.35,8.98,3.35,8.98,96.5,...,0,0,0,0,
1982,South Dakota,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
1982,Tennessee,0,0,3.35,8.98,3.35,8.98,96.5,...,0,0,0,0,
1982,Texas,1.4,3.75,3.35,8.98,3.35,8.98,96.5,1.4,1.4,3.75,1.4,3.75,
1982,U.S. Virgin Islands,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1982,Utah,2.5,6.7,3.35,8.98,3.35,8.98,96.5,2.50 - 2.75(b),2.5,6.7,2.75,7.37,(b)
1982,Vermont,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1982,Virginia,2.65,7.1,3.35,8.98,3.35,8.98,96.5,2.65,2.65,7.1,2.65,7.1,
1982,Washington,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
1982,West Virginia,2.75,7.37,3.35,8.98,3.35,8.98,96.5,2.75,2.75,7.37,2.75,7.37,
1982,Wisconsin,3.25,8.71,3.35,8.98,3.35,8.98,96.5,3.25,3.25,8.71,3.25,8.71,
1982,Wyoming,1.6,4.29,3.35,8.98,3.35,8.98,96.5,1.6,1.6,4.29,1.6,4.29,
1983,Alabama,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Alaska,3.85,10,3.35,8.7,3.85,10,99.6,3.85,3.85,10,3.85,10,
1983,Arizona,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Arkansas,2.7,7.01,3.35,8.7,3.35,8.7,99.6,2.7,2.7,7.01,2.7,7.01,
1983,California,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Colorado,1.9,4.93,3.35,8.7,3.35,8.7,99.6,1.9,1.9,4.93,1.9,4.93,
1983,Connecticut,3.37,8.75,3.35,8.7,3.37,8.75,99.6,3.37,3.37,8.75,3.37,8.75,
1983,Delaware,2,5.19,3.35,8.7,3.35,8.7,99.6,2,2,5.19,2,5.19,
1983,District of Columbia,2.5,6.49,3.35,8.7,3.35,8.7,99.6,2.50 - 3.75,2.5,6.49,3.75,9.74,
1983,Florida,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Georgia,1.25,3.25,3.35,8.7,3.35,8.7,99.6,1.25,1.25,3.25,1.25,3.25,
1983,Guam,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Hawaii,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
1983,Idaho,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
1983,Illinois,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
1983,Indiana,2,5.19,3.35,8.7,3.35,8.7,99.6,2,2,5.19,2,5.19,
1983,Iowa,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Kansas,1.6,4.16,3.35,8.7,3.35,8.7,99.6,1.6,1.6,4.16,1.6,4.16,
1983,Kentucky,2.15,5.58,3.35,8.7,3.35,8.7,99.6,2.15,2.15,5.58,2.15,5.58,
1983,Louisiana,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Maine,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Maryland,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Massachusetts,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Michigan,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Minnesota,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
1983,Mississippi,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Missouri,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Montana,2,5.19,3.35,8.7,3.35,8.7,99.6,2,2,5.19,2,5.19,
1983,Nebraska,1.6,4.16,3.35,8.7,3.35,8.7,99.6,1.6,1.6,4.16,1.6,4.16,
1983,Nevada,2.75,7.14,3.35,8.7,3.35,8.7,99.6,2.75,2.75,7.14,2.75,7.14,
1983,New Hampshire,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,New Jersey,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,New Mexico,2.9,7.53,3.35,8.7,3.35,8.7,99.6,2.9,2.9,7.53,2.9,7.53,
1983,New York,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,North Carolina,2.9,7.53,3.35,8.7,3.35,8.7,99.6,2.9,2.9,7.53,2.9,7.53,
1983,North Dakota,2.8,7.27,3.35,8.7,3.35,8.7,99.6,2.80 - 3.10,2.8,7.27,3.1,8.05,
1983,Ohio,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
1983,Oklahoma,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
1983,Oregon,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
1983,Pennsylvania,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Puerto Rico,1.2,3.12,3.35,8.7,3.35,8.7,99.6,1.20 - 3.10,1.2,3.12,3.1,8.05,
1983,Rhode Island,2.9,7.53,3.35,8.7,3.35,8.7,99.6,2.9,2.9,7.53,2.9,7.53,
1983,South Carolina,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,South Dakota,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
1983,Tennessee,0,0,3.35,8.7,3.35,8.7,99.6,...,0,0,0,0,
1983,Texas,1.4,3.64,3.35,8.7,3.35,8.7,99.6,1.4,1.4,3.64,1.4,3.64,
1983,U.S. Virgin Islands,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Utah,2.5,6.49,3.35,8.7,3.35,8.7,99.6,2.50 - 2.75(b),2.5,6.49,2.75,7.14,(b)
1983,Vermont,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1983,Virginia,2.65,6.88,3.35,8.7,3.35,8.7,99.6,2.65,2.65,6.88,2.65,6.88,
1983,Washington,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
1983,West Virginia,2.75,7.14,3.35,8.7,3.35,8.7,99.6,2.75,2.75,7.14,2.75,7.14,
1983,Wisconsin,3.25,8.44,3.35,8.7,3.35,8.7,99.6,3.25,3.25,8.44,3.25,8.44,
1983,Wyoming,1.6,4.16,3.35,8.7,3.35,8.7,99.6,1.6,1.6,4.16,1.6,4.16,
1984,Alabama,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Alaska,3.85,9.58,3.35,8.34,3.85,9.58,103.9,3.85,3.85,9.58,3.85,9.58,
1984,Arizona,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Arkansas,2.7,6.72,3.35,8.34,3.35,8.34,103.9,2.7,2.7,6.72,2.7,6.72,
1984,California,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Colorado,1.9,4.73,3.35,8.34,3.35,8.34,103.9,1.9,1.9,4.73,1.9,4.73,
1984,Connecticut,3.37,8.39,3.35,8.34,3.37,8.39,103.9,3.37,3.37,8.39,3.37,8.39,
1984,Delaware,2,4.98,3.35,8.34,3.35,8.34,103.9,2,2,4.98,2,4.98,
1984,District of Columbia,2.5,6.22,3.35,8.34,3.35,8.34,103.9,2.50 - 3.75,2.5,6.22,3.75,9.34,
1984,Florida,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Georgia,1.25,3.11,3.35,8.34,3.35,8.34,103.9,1.25,1.25,3.11,1.25,3.11,
1984,Guam,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Hawaii,3.1,7.72,3.35,8.34,3.35,8.34,103.9,3.1,3.1,7.72,3.1,7.72,
1984,Idaho,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
1984,Illinois,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
1984,Indiana,2,4.98,3.35,8.34,3.35,8.34,103.9,2,2,4.98,2,4.98,
1984,Iowa,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Kansas,1.6,3.98,3.35,8.34,3.35,8.34,103.9,1.6,1.6,3.98,1.6,3.98,
1984,Kentucky,2.15,5.35,3.35,8.34,3.35,8.34,103.9,2.15,2.15,5.35,2.15,5.35,
1984,Louisiana,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Maine,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Maryland,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Massachusetts,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Michigan,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Minnesota,3.1,7.72,3.35,8.34,3.35,8.34,103.9,3.1,3.1,7.72,3.1,7.72,
1984,Mississippi,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Missouri,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Montana,2,4.98,3.35,8.34,3.35,8.34,103.9,2,2,4.98,2,4.98,
1984,Nebraska,1.6,3.98,3.35,8.34,3.35,8.34,103.9,1.6,1.6,3.98,1.6,3.98,
1984,Nevada,2.75,6.85,3.35,8.34,3.35,8.34,103.9,2.75,2.75,6.85,2.75,6.85,
1984,New Hampshire,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,New Jersey,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,New Mexico,2.9,7.22,3.35,8.34,3.35,8.34,103.9,2.9,2.9,7.22,2.9,7.22,
1984,New York,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,North Carolina,2.9,7.22,3.35,8.34,3.35,8.34,103.9,2.9,2.9,7.22,2.9,7.22,
1984,North Dakota,2.8,6.97,3.35,8.34,3.35,8.34,103.9,2.80 - 3.10,2.8,6.97,3.1,7.72,
1984,Ohio,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
1984,Oklahoma,3.1,7.72,3.35,8.34,3.35,8.34,103.9,3.1,3.1,7.72,3.1,7.72,
1984,Oregon,3.1,7.72,3.35,8.34,3.35,8.34,103.9,3.1,3.1,7.72,3.1,7.72,
1984,Pennsylvania,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Puerto Rico,1.2,2.99,3.35,8.34,3.35,8.34,103.9,1.20 - 3.10,1.2,2.99,3.1,7.72,
1984,Rhode Island,2.9,7.22,3.35,8.34,3.35,8.34,103.9,2.9,2.9,7.22,2.9,7.22,
1984,South Carolina,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,South Dakota,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
1984,Tennessee,0,0,3.35,8.34,3.35,8.34,103.9,...,0,0,0,0,
1984,Texas,1.4,3.49,3.35,8.34,3.35,8.34,103.9,1.4,1.4,3.49,1.4,3.49,
1984,U.S. Virgin Islands,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Utah,2.5,6.22,3.35,8.34,3.35,8.34,103.9,2.50 - 2.75(b),2.5,6.22,2.75,6.85,(b)
1984,Vermont,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1984,Virginia,2.65,6.6,3.35,8.34,3.35,8.34,103.9,2.65,2.65,6.6,2.65,6.6,
1984,Washington,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
1984,West Virginia,2.75,6.85,3.35,8.34,3.35,8.34,103.9,2.75,2.75,6.85,2.75,6.85,
1984,Wisconsin,3.25,8.09,3.35,8.34,3.35,8.34,103.9,3.25,3.25,8.09,3.25,8.09,
1984,Wyoming,1.6,3.98,3.35,8.34,3.35,8.34,103.9,1.6,1.6,3.98,1.6,3.98,
1985,Alabama,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Alaska,3.85,9.26,3.35,8.05,3.85,9.26,107.6,3.85,3.85,9.26,3.85,9.26,
1985,Arizona,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Arkansas,2.7,6.49,3.35,8.05,3.35,8.05,107.6,2.7,2.7,6.49,2.7,6.49,
1985,California,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Colorado,1.9,4.57,3.35,8.05,3.35,8.05,107.6,1.9,1.9,4.57,1.9,4.57,
1985,Connecticut,3.37,8.1,3.35,8.05,3.37,8.1,107.6,3.37,3.37,8.1,3.37,8.1,
1985,Delaware,2,4.81,3.35,8.05,3.35,8.05,107.6,2,2,4.81,2,4.81,
1985,District of Columbia,2.5,6.01,3.35,8.05,3.35,8.05,107.6,2.50 - 3.75,2.5,6.01,3.75,9.01,
1985,Florida,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Georgia,1.25,3,3.35,8.05,3.35,8.05,107.6,1.25,1.25,3,1.25,3,
1985,Guam,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Hawaii,3.1,7.45,3.35,8.05,3.35,8.05,107.6,3.1,3.1,7.45,3.1,7.45,
1985,Idaho,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
1985,Illinois,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
1985,Indiana,2,4.81,3.35,8.05,3.35,8.05,107.6,2,2,4.81,2,4.81,
1985,Iowa,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Kansas,1.6,3.85,3.35,8.05,3.35,8.05,107.6,1.6,1.6,3.85,1.6,3.85,
1985,Kentucky,2.15,5.17,3.35,8.05,3.35,8.05,107.6,2.15,2.15,5.17,2.15,5.17,
1985,Louisiana,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Maine,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Maryland,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Massachusetts,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Michigan,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Minnesota,3.1,7.45,3.35,8.05,3.35,8.05,107.6,3.1,3.1,7.45,3.1,7.45,
1985,Mississippi,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Missouri,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Montana,2,4.81,3.35,8.05,3.35,8.05,107.6,2,2,4.81,2,4.81,
1985,Nebraska,1.6,3.85,3.35,8.05,3.35,8.05,107.6,1.6,1.6,3.85,1.6,3.85,
1985,Nevada,2.75,6.61,3.35,8.05,3.35,8.05,107.6,2.75,2.75,6.61,2.75,6.61,
1985,New Hampshire,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,New Jersey,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,New Mexico,2.9,6.97,3.35,8.05,3.35,8.05,107.6,2.9,2.9,6.97,2.9,6.97,
1985,New York,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,North Carolina,2.9,6.97,3.35,8.05,3.35,8.05,107.6,2.9,2.9,6.97,2.9,6.97,
1985,North Dakota,2.8,6.73,3.35,8.05,3.35,8.05,107.6,2.80 - 3.10,2.8,6.73,3.1,7.45,
1985,Ohio,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
1985,Oklahoma,3.1,7.45,3.35,8.05,3.35,8.05,107.6,3.1,3.1,7.45,3.1,7.45,
1985,Oregon,3.1,7.45,3.35,8.05,3.35,8.05,107.6,3.1,3.1,7.45,3.1,7.45,
1985,Pennsylvania,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Puerto Rico,1.2,2.88,3.35,8.05,3.35,8.05,107.6,1.20 - 3.10,1.2,2.88,3.1,7.45,
1985,Rhode Island,2.9,6.97,3.35,8.05,3.35,8.05,107.6,2.9,2.9,6.97,2.9,6.97,
1985,South Carolina,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,South Dakota,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
1985,Tennessee,0,0,3.35,8.05,3.35,8.05,107.6,...,0,0,0,0,
1985,Texas,1.4,3.37,3.35,8.05,3.35,8.05,107.6,1.4,1.4,3.37,1.4,3.37,
1985,U.S. Virgin Islands,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Utah,2.5,6.01,3.35,8.05,3.35,8.05,107.6,2.50 - 2.75(b),2.5,6.01,2.75,6.61,(b)
1985,Vermont,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1985,Virginia,2.65,6.37,3.35,8.05,3.35,8.05,107.6,2.65,2.65,6.37,2.65,6.37,
1985,Washington,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
1985,West Virginia,2.75,6.61,3.35,8.05,3.35,8.05,107.6,2.75,2.75,6.61,2.75,6.61,
1985,Wisconsin,3.25,7.81,3.35,8.05,3.35,8.05,107.6,3.25,3.25,7.81,3.25,7.81,
1985,Wyoming,1.6,3.85,3.35,8.05,3.35,8.05,107.6,1.6,1.6,3.85,1.6,3.85,
1986,Alabama,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Alaska,3.85,9.09,3.35,7.91,3.85,9.09,109.6,3.85,3.85,9.09,3.85,9.09,
1986,Arizona,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Arkansas,2.7,6.37,3.35,7.91,3.35,7.91,109.6,2.7,2.7,6.37,2.7,6.37,
1986,California,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Colorado,1.9,4.48,3.35,7.91,3.35,7.91,109.6,1.9,1.9,4.48,1.9,4.48,
1986,Connecticut,3.37,7.95,3.35,7.91,3.37,7.95,109.6,3.37,3.37,7.95,3.37,7.95,
1986,Delaware,2,4.72,3.35,7.91,3.35,7.91,109.6,2,2,4.72,2,4.72,
1986,District of Columbia,2.5,5.9,3.35,7.91,3.35,7.91,109.6,2.50 - 3.75,2.5,5.9,3.75,8.85,
1986,Florida,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Georgia,1.25,2.95,3.35,7.91,3.35,7.91,109.6,1.25,1.25,2.95,1.25,2.95,
1986,Guam,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Hawaii,3.1,7.32,3.35,7.91,3.35,7.91,109.6,3.1,3.1,7.32,3.1,7.32,
1986,Idaho,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
1986,Illinois,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
1986,Indiana,2,4.72,3.35,7.91,3.35,7.91,109.6,2,2,4.72,2,4.72,
1986,Iowa,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Kansas,1.6,3.78,3.35,7.91,3.35,7.91,109.6,1.6,1.6,3.78,1.6,3.78,
1986,Kentucky,2.15,5.07,3.35,7.91,3.35,7.91,109.6,2.15,2.15,5.07,2.15,5.07,
1986,Louisiana,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Maine,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Maryland,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Massachusetts,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Michigan,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Minnesota,3.1,7.32,3.35,7.91,3.35,7.91,109.6,3.1,3.1,7.32,3.1,7.32,
1986,Mississippi,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Missouri,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Montana,2,4.72,3.35,7.91,3.35,7.91,109.6,2,2,4.72,2,4.72,
1986,Nebraska,1.6,3.78,3.35,7.91,3.35,7.91,109.6,1.6,1.6,3.78,1.6,3.78,
1986,Nevada,2.75,6.49,3.35,7.91,3.35,7.91,109.6,2.75,2.75,6.49,2.75,6.49,
1986,New Hampshire,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,New Jersey,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,New Mexico,2.9,6.84,3.35,7.91,3.35,7.91,109.6,2.9,2.9,6.84,2.9,6.84,
1986,New York,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,North Carolina,2.9,6.84,3.35,7.91,3.35,7.91,109.6,2.9,2.9,6.84,2.9,6.84,
1986,North Dakota,2.8,6.61,3.35,7.91,3.35,7.91,109.6,2.80 - 3.10,2.8,6.61,3.1,7.32,
1986,Ohio,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
1986,Oklahoma,3.1,7.32,3.35,7.91,3.35,7.91,109.6,3.1,3.1,7.32,3.1,7.32,
1986,Oregon,3.1,7.32,3.35,7.91,3.35,7.91,109.6,3.1,3.1,7.32,3.1,7.32,
1986,Pennsylvania,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Puerto Rico,1.2,2.83,3.35,7.91,3.35,7.91,109.6,1.20 - 3.10,1.2,2.83,3.1,7.32,
1986,Rhode Island,2.9,6.84,3.35,7.91,3.35,7.91,109.6,2.9,2.9,6.84,2.9,6.84,
1986,South Carolina,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,South Dakota,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
1986,Tennessee,0,0,3.35,7.91,3.35,7.91,109.6,...,0,0,0,0,
1986,Texas,1.4,3.3,3.35,7.91,3.35,7.91,109.6,1.4,1.4,3.3,1.4,3.3,
1986,U.S. Virgin Islands,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Utah,2.5,5.9,3.35,7.91,3.35,7.91,109.6,2.50 - 2.75(b),2.5,5.9,2.75,6.49,(b)
1986,Vermont,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1986,Virginia,2.65,6.25,3.35,7.91,3.35,7.91,109.6,2.65,2.65,6.25,2.65,6.25,
1986,Washington,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
1986,West Virginia,2.75,6.49,3.35,7.91,3.35,7.91,109.6,2.75,2.75,6.49,2.75,6.49,
1986,Wisconsin,3.25,7.67,3.35,7.91,3.35,7.91,109.6,3.25,3.25,7.67,3.25,7.67,
1986,Wyoming,1.6,3.78,3.35,7.91,3.35,7.91,109.6,1.6,1.6,3.78,1.6,3.78,
1987,Alabama,0,0,3.35,7.63,3.35,7.63,113.6,...,0,0,0,0,
1987,Alaska,3.85,8.77,3.35,7.63,3.85,8.77,113.6,3.85,3.85,8.77,3.85,8.77,
