Date,City,State,Dead,Injured,Total,Description
14-09-2019,LaGrange,Georgia,0,4,4,Four individuals were wounded after an individual opened fire.
14-09-2019,Oakland,California,1,4,5,"An argument escalated between two men outside a Laurel District bar, leading to a man killed and three men and a woman injured."
13-09-2019,Cincinnati,Ohio,0,4,4,A feud between two men led to four people being injured after it escalated in the North Fairmont neighborhood.
11-09-2019,Detroit,Michigan,0,4,4,Four men were wounded in a drive-by shooting in a parking lot.
11-09-2019,Vidalia,Georgia,0,4,4,"Two vehicles were shot at, wounding three adults and a 10-year-old child."
10-09-2019,Baltimore,Maryl,1,3,4,"A man was killed and three other individuals, including a 15-year-old boy, were injured."
08-09-2019,Houston,Texas,0,4,4,Four men were injured during a shoot-out at a convenience store.
08-09-2019,Chicago,Illinois,0,4,4,Four people were injured in a drive-by shooting in Marquette Park.
06-09-2019,Buffalo,New York,0,4,4,Four people were injured in a shooting after a dispute.
06-09-2019,Cleveland,Ohio,1,3,4,"One person was killed and three wounded, after the perpetrator opened fire on a crowd gathered in Kerruish Park."
06-09-2019,Henning,Tennessee,1,3,4,One was killed and three others were injured in a shooting at a nightclub.
04-09-2019,Kansas City,Missouri,0,4,4,Police found four people with gunshot wounds in front of a residence.
02-09-2019,Petersburg,Virginia,0,4,4,Four people were injured in a shooting outside of an apartment complex.
31-08-2019,Charlotte,North Carolina,1,3,4,A man was killed and three others were injured at a University of North Carolina at Charlotte off-campus apartment complex.
31-08-2019,Odessa and Midland,Texas,8,25,33,"Midland–Odessa shooting: Eight people were killed, including the perpetrator, and 25 were wounded when a gunman opened fire on police and civilians after fleeing from a traffic stop."
31-08-2019,Frederick,Maryl,0,4,4,Four people were injured after an argument escalated.
30-08-2019,Baltimore,Maryl,1,3,4,A woman was killed and three others were injured in a possible retaliation to a previous stabbing.
30-08-2019,Mobile,Alabama,0,10,10,"Ten people, ranging in age from 15 to 18, were injured at a high school football game after a fight escalated."
29-08-2019,Baltimore,Maryl,1,3,4,"A 16-year-old boy was killed, while two teen boys – a 14-year-old and 15-year-old – and an adult woman were injured."
26-08-2019,Pembroke Falls,Florida,4,0,4,"A man killed his wife, mother-in-law, and one of his three-year-old twin daughters before committing suicide."
25-08-2019,Hobbs*,New Mexico,3,4,7,"2019 Hobbs, New Mexico party shootingPolice responded to a party due to a shots fired call and found three dead and four wounded."
25-08-2019,Chicago,Illinois,1,3,4,A 17-year-old boy was killed and three adults were wounded after a large group was fired upon.
24-08-2019,Temple,Maryl,0,7,7,Seven people were wounded at a two-year-old's birthday party after a fight escalated.
24-08-2019,Lynn,Massachusetts,1,3,4,A man was killed and three were injured while attending a basketball tournament.
24-08-2019,Coconut Creek,Florida,2,3,5,"Two people were killed and three were injured, including a police officer, in a shooting. A suspect was apprehended."
23-08-2019,St. Louis,Missouri,1,3,4,An eight-year-old girl was killed and three others were wounded in a shooting near Soldan High School.
23-08-2019,Houston,Texas,2,2,4,Two men were killed and a man and woman were injured in a drive-by shooting.
22-08-2019,Columbia,South Carolina,2,2,4,"A man opened fire on patrons at a bar, killing two and wounding two others, after being kicked out."
22-08-2019,Los Angeles,California,0,4,4,"Four people, including a social worker and a security guard were wounded in the Skid Row district."
20-08-2019,Atlanta,Georgia,0,4,4,Four female students from Clark Atlanta University and Spelman College were wounded during a block party.
18-08-2019,Kansas City,Missouri,0,4,4,Four teenagers were wounded after an argument escalated during a gathering in a hotel room.
17-08-2019,Houston,Texas,0,7,7,Seven people were injured in a shooting at a party.
17-08-2019,Kansas City,Missouri,0,4,4,Police responded to a shooting call and discovered four people wounded.
17-08-2019,Newport News,Virginia,1,3,4,"A woman was killed, and responding officers engaged with the suspect causing an officer, bystander and the suspect to be wounded."
15-08-2019,Montgomery,Alabama,2,3,5,Two people were killed and three wounded in a shooting near Alabama State University.
15-08-2019,Philadelphia,Pennsylvania,0,5,5,Four men and a teenage boy were wounded.
14-08-2019,Philadelphia,Pennsylvania,0,6,6,Six Philadelphia Police officers were shot during an eight-hour standoff while attempting to serve a drug warrant.
14-08-2019,New Manchester,West Virginia,1,5,6,A man killed his girlfriend and injured five others and a dog before being wounded by police and arrested.
13-08-2019,Greenwood,Mississippi,0,4,4,Four people were wounded in a shooting.
13-08-2019,Tacoma,Washington,2,3,5,Police responded to calls of shots fired and found a deceased male and three women wounded. One died at the hospital from their injuries.
12-08-2019,Desoto,Texas,2,3,5,"Two men were killed and three injured at an apartment building. The incident was originally reported as a home invasion, although the account was not confirmed."
12-08-2019,New Orleans,Louisiana,1,4,5,"Five people were shot outside a local bar, with one man dying of his injuries at the hospital."
09-08-2019,Sumter,South Carolina,2,3,5,"Two men were killed and three other individuals injured at a local convenience store, in the early morning."
09-08-2019,Alexandria,Louisiana,1,3,4,A woman shot and killed one woman and injured three others after a continuation of an argument escalated.
08-08-2019,Irvington,New Jersey,1,3,4,A gunman wearing body armor killed another man and wounded three responding police officers before being arrested.
07-08-2019,Washington D.C.,Washington D.C.,0,4,4,Four perpetrators wounded four men in a shooting outside of a 7-Eleven store.
07-08-2019,Manson,North Carolina,2,2,4,"Two people were killed and two children—16 and 10-years-old, were wounded after a domestic dispute escalated."
06-08-2019,White Swan,Washington,5,0,5,Five people were killed after the perpetrator opened fire on the Yakama Indian Reservation.
06-08-2019,Chicago,Illinois,0,4,4,Four people were wounded in the Humbdolt neighborhood after an altercation with the suspect.
05-08-2019,Indianapolis,Indiana,0,4,4,Four people were wounded in a shooting near the northwest side of Indianapolis.
31-07-2019,Elkhart,Indiana,3,1,4,"Police responding to shots fired at a senior living complex discovered a wounded woman, and two males and a woman deceased. It is believed one of the deceased males was the shooter."
30-07-2019,Columbus,Ohio,0,5,5,Five people were shot at a party at a home rented through Airbnb.
30-07-2019,Haskell,Oklahoma,0,4,4,"During an attempted home invasion, shots were fired and four people were wounded."
30-07-2019,Southaven,Mississippi,2,2,4,"At a Walmart store, a man killed two people then wounded a police officer before being shot by police and arrested."
30-07-2019,Rosenberg,Texas,3,1,4,"A man shot and killed his ex-girlfriends parents, and wounded her, before committing suicide in a murder–suicide."
28-07-2019,Philadelphia,Pennsylvania,1,5,6,One man was killed and five were injured by an unknown perpetrator as the victims were preparing to shoot a rap video.
28-07-2019,Chippewa Falls,Wisconsin,5,2,7,"A gunman shot six people, four fatally, before killing himself."
28-07-2019,Chicago,Illinois,0,4,4,One woman and three men were wounded in a drive-by shooting outside of a Lawndale gas station.
28-07-2019,Gilroy,California,4,17,21,"Gilroy Garlic Festival shooting: Sixteen people were shot, four fatally, including a gunman and two children, at the Gilroy Garlic Festival."
28-07-2019,Uniontown,Pennsylvania,0,4,4,Four people were wounded on two separate streets in connection with a large party.
28-07-2019,Washington D.C.,Washington D.C.,0,4,4,Four people were shot and injured while standing outside of a bar/nightclub.
27-07-2019,Wichita,Kansas,1,3,4,One man was killed and three were injured after an altercation at an apartment complex. The suspect was later arrested.
27-07-2019,New York City,New York,1,12,13,"Thirteen people were shot, one fatally, at a playground in Brownsville."
25-07-2019,Los Angeles,California,4,2,6,"A man killed four people, including his father and brother, and wounded two more at a total of four different crime scenes across the San Fernando Valley. Two of the wounded later died, bringing the death toll to 4 people."
25-07-2019,Albemarle,North Carolina,3,1,4,"Officers responded to a call at a residence and discovered three deceased victims, and one wounded male, resulting from a double murder–suicide."
