Date,City,State,Dead,Injured,Total,Description
06-04-2020,Valhermoso,Alabama,7,0,7,Shortly before midnight authorities responded to a home fire. Once the fire was extinguished seven adults were discovered dead by gunshot wounds.
04-04-2020,Hialeah,Florida,1,4,5,"A man shot and wounded his ex-girlfriend's relatives before barricading himself with her and their 9-year-old child in the home. During the standoff an officer was wounded along with the ex-girlfriend, while the man was killed by police."
04-04-2020,Lubbock,Texas,2,2,4,Police responding to a shots fired call found an adult male and a teenage female deceased and two seriously wounded individuals.
04-04-2020,Vidor,Texas,0,4,4,"Police officers responding to a shots fired call found four wounded individuals, with the shooter arrested later."
03-04-2020,Tulare,California,1,5,6,One was killed while five others were injured at a mass shooting during a celebration of life. The gunman is still at large.
01-04-2020,Ocala,Florida,1,3,4,One man was killed and three men were injured in a mid morning shooting.
31-03-2020,Macon,Georgia,3,1,4,"A domestic argument escalated when a man shot and killed his child's mother, step-father, and sister before abducting his two-year-old child. The shooter was arrested and the child recovered after an Amber Alert was issued."
30-03-2020,Philadelphia,Pennsylvania,0,5,5,"Five people were wounded at a late night memorial gathering after a man fired into the crowd from half-a-block away. The wounded included a two-year-old, a fourteen-year-old, and an eighteen-year-old."
29-03-2020,Atlanta,Georgia,0,4,4,"Four people were wounded in a late night shooting, with two of the wounded under the age of 18. One of the wounded was also showing signs of the COVID-19 virus."
28-03-2020,Baltimore,Maryl,1,3,4,One man was killed and two others and a teenager wounded in a drive-by shooting by three shooters.
23-03-2020,San Antonio,Texas,0,4,4,"Four people in a car were wounded by shooter in the early morning. Three of the victims had transported themselves to hospitals prior to police arrival. The victim found by officers knew who had shot him, but refused to cooperate with police questions."
22-03-2020,Hanahan,South Carolina,0,4,4,Four people were injured in an early morning shooting.
20-03-2020,St. Louis,Missouri,0,4,4,Three men and a woman were shot and wounded leaving a bar early in the morning. A second woman was injured by the crowd fleeing the scene.
20-03-2020,Norfolk,Virginia,0,4,4,Four people were discovered to be wounded in a shooting after police received a report about a shooting.
18-03-2020,Jacksonville,Florida,1,4,5,Five people were shot by a man wearing all black and potentially a face mask and one individual died at the scene. One of the wounded is a three-year-old child.
17-03-2020,Baltimore,Maryl,0,7,7,Police reported that seven people were injured during a police involved shooting. None of those wounded were police officers.
15-03-2020,Springfield,Missouri,5,2,7,"Springfield, Missouri shooting: A shooter killed four people, including a police officer, and injured two others, including another police officer, before committing suicide at a gas station."
15-03-2020,Moncure,North Carolina,7,0,7,Seven adult members of the same family were killed in an apparent murder suicide and were discovered after reports of shots fired.
14-03-2020,Saginaw,Michigan,2,2,4,Police responding to a shooting found three women and one man injured. Two women later were declared deceased.
14-03-2020,Albuquerque,New Mexico,1,3,4,"Reportedly a group of young men burst into a home and started shooting early in the morning. They wounded a woman, a 16-year-old girl and a 17-year-old girl and killed an adult male."
13-03-2020,Rockford,Illinois,0,4,4,Three men and one woman were wounded after another man opened fire inside of an apartment. The man was later arrested by police.
13-03-2020,New Orleans,Louisiana,0,5,5,"Four men riding in a vehicle shot and wounded five people, including a 15-year-old boy, in a drive by shooting, in the Algiers neighborhood."
11-03-2020,Henderson,Nevada,4,1,5,Henderson shooting: A man shot and killed three people at an apartment complex before being shot dead by police. A fifth person was taken to a hospital with gunshot wounds but the condition of the person was not yet known.
10-03-2020,Clarksville,Tennessee,0,5,5,At least five people were wounded in an early morning shooting at a house party. An argument had broken out and escalated into gun fire.
10-03-2020,Sacramento,California,1,3,4,A nine-year-old girl was killed and two adults and a six-year-old girl were wounded at a Del Paso Heights park. They were part of a family gathering when a gunman drove up and opened fire.
09-03-2020,Little Rock,Arkansas,0,4,4,"Two bystanders including a seventeen-year-old were wounded shortly before midnight at an apartment complex. Two additional wounded were discovered later by police, who stated the shooting occurred after the individuals they had met to purchase guns from, turned on them and opened fire."
09-03-2020,Hensley,Arkansas,1,3,4,"A nineteen-year-old was killed and two nineteen-year-old and an eighteen-year-old were injured, when a car pulled up alongside their vehicle and opened fire on I-530."
09-03-2020,Philadelphia,Pennsylvania,0,6,6,Five men aged eighteen to twenty-six-years-old were found wounded in an east Germantown street shortly before midnight. A sixth man was found wounded in his apartment building from a stray bullet a half-block away.
09-03-2020,Miami,Florida,0,4,4,Four men were wounded in a drive-by shooting shortly before midnight.
08-03-2020,New York City,New York,0,4,4,Four people were wounded after a shooter opened fire on a large crowd watching a basketball game at St. Mary's Park in the Bronx.
07-03-2020,Hoover,Alabama,1,3,4,A suspected shootout occurred inside the Riverchase Galleria in the afternoon. An 8-year-old boy was killed and two adults and a girl were injured.
07-03-2020,Baltimore,Maryl,0,4,4,Four women were injured in a late night shooting in southwest Baltimore.
05-03-2020,Jacksonville,Florida,0,4,4,A man drove up to a street and after exiting the car fired at least 30 shots into a crowd of people wounding four men.
05-03-2020,Chicago,Illinois,0,5,5,Five teenagers - aged 15 through 19 years old - were injured in a drive-by shooting after attending a large gathering.
05-03-2020,Columbus,Ohio,0,4,4,Four people were wounded after an individual opened fire at a house party.
04-03-2020,Louisville,Kentucky,0,4,4,Police responding to calls about a shooting discovered two people wounded and a further two wounded drove themselves to the hospital.
02-03-2020,Grapevine,California,1,5,6,"One person was killed and five others were injured from a shooting on a Greyhound bus heading from Los Angeles to San Francisco. The bus was traversing Tejon Pass on Interstate 5, near Lebec, California, and stopped in Grapevine after the shooting."
02-03-2020,Washington County,Maine,3,1,4,Three people were killed and another was injured in the towns of Machias and Jonesboro. A 63-year-old man has been charged with three counts of murder and one count of attempted murder in the case.
29-02-2020,Brighton,Colorado,0,5,5,"Five people were wounded in a drive by shooting, before the perpetrators fled."
29-02-2020,Kansas City,Missouri,1,4,5,Four people were injured and one person was fatally wounded at a shooting.
26-02-2020,Milwaukee,Wisconsin,6,0,6,"Milwaukee brewery shooting: Five people were killed when a gunman opened fire at the local Molson Coors Beverage Company campus, where he had been employed. Afterwards, the gunman committed suicide."
25-02-2020,Lafayette,Louisiana,0,6,6,Six people were injured in a shooting at a business.
25-02-2020,Chicago,Illinois,1,4,5,"A shooting occurred at a convenience store in the Avalon Park neighborhood where four people were hurt and one person was killed. The four wounded victims were listed in serious-to-critical condition. It was reported that three people, including two men and a woman, exited a vehicle and started firing inside the store. They fled in a white vehicle after the arrival of police."
23-02-2020,Houston,Texas,0,7,7,Seven people were shot at a flea market where a dance event took place with adults and children. A suspect was arrested and charged with assault. None of the injured victims were critically wounded.
23-02-2020,Clarkton,North Carolina,3,1,4,Three people were killed and one person was injured in a shooting. A suspect turned himself in to local authorities and was charged with three counts of murder and one count of attempted murder.
20-02-2020,Orlando,Florida,4,0,4,A man killed his wife and two children before killing himself.
20-02-2020,Caldwell,Idaho,2,3,5,"Two people were fatally shot and three others, including a police officer, were wounded in a shooting at an apartment complex. The suspect was among the dead."
20-02-2020,Greensboro,North Carolina,0,4,4,Four men were sent to a hospital after police said there were wounded in a shooting in the street. No information about the whereabouts of the shooter were known.
19-02-2020,Philadelphia,Pennsylvania,0,4,4,A shooting occurred in the North Side of the city where four people were injured. Two of the victims were listed in critical condition while the two others were listed in stable condition. A suspect was apprehended and arrested by law enforcement.
17-02-2020,Port Gibson,Mississippi,2,2,4,"Four students of Alcorn State University were involved in a shooting off campus, with two being killed and two others injured."
16-02-2020,Pensacola,Florida,1,4,5,One person was killed and four others were injured in a drive-by shooting. The injured victims were transported to the hospital and two of them were listed in serious condition.
16-02-2020,Midland,Texas,1,3,4,A shooting occurred at a bar where one victim was killed and three others were wounded.
16-02-2020,Hartford,Connecticut,1,4,5,One person was killed and four others were wounded in a shooting at a nightclub. The conditions of the injured are unknown.
15-02-2020,Memphis,Tennessee,0,7,7,Seven people were wounded when an unknown shooter opened fire at a street race after an argument escalated. All were brought to the hospital via private vehicles.
15-02-2020,New Orleans,Louisiana,0,4,4,"Four people, two men and two women, were wounded in a shooting blocks away from the city's Mardi Gras Parade route."
14-02-2020,Chicago,Illinois,0,6,6,Three adults and three children were wounded in a shooting at a gathering in an apartment complex in the South Side of the city.
10-02-2020,Seattle,Washington,0,4,4,A seventeen-year-old girl and three others were wounded in an evening shooting in Rainier Valley.
10-02-2020,New Orleans,Louisiana,0,4,4,Four people were wounded in a shooting in the Central Business District. Victims ran away from the original scene causing officers to believe there were more shootings than actual.
09-02-2020,Oakland,California,0,4,4,"Three teenagers, two fifteen-year-olds and a seventeen-year-old, and an adult were wounded in the Brookfield Village neighborhood in East Oakland. Police believe it to be a targeted shooting."
09-02-2020,Albany,Georgia,1,3,4,One man was killed and two other adults and a sixteen-year-old were wounded while playing cards in an early morning drive-by shooting.
09-02-2020,Philadelphia,Pennsylvania,2,2,4,Two seventeen-year-olds were killed and a seventeen and eighteen year old wounded in a shooting in Point Breeze.
08-02-2020,Philadelphia,Pennsylvania,0,4,4,Four women were injured with gun fire in the early morning. A fifth woman was stabbed multiple times.
08-02-2020,Newark,New Jersey,0,5,5,Four adults and a 10-year-old child were wounded after multiple heavily armed shooters opened fire on males in a specific block.
07-02-2020,Paterson,New Jersey,1,4,5,A man was killed and four others injured shortly after midnight on a street corner.
07-02-2020,Somerville,Massachusetts,0,4,4,"A man and three women were wounded in a late night shooting, the next day three suspects were arrested."
07-02-2020,Delano,California,2,3,5,A group of five were shot after a man got out of a vehicle and opened fire. Two girls were killed aged 11 and 12-years-old and three adults were wounded.
06-02-2020,Dallas,Texas,1,3,4,Four people were wounded after two gunman opened fire in a bar. A female victim later died at the hospital.
06-02-2020,Racine,Wisconsin,0,5,5,Three teenagers and two adults aged between 18 and 20-years-old were wounded at a local beach. Officials do not think there is a connection between it and the protests that occurred that night.
06-02-2020,Chicago,Illinois,0,4,4,Four males were wounded while standing on the sidewalk after the shooter approached them and open fire.
05-02-2020,Philadelphia,Pennsylvania,0,4,4,A man and three women were injured in a shooting in the evening.
01-02-2020,New York City,New York,0,4,4,Four people were wounded in a drive-by shooting outside an apartment building in the Sunset Park neighborhood.
31-01-2020,Boynton Beach,Florida,1,3,4,A shooting left one victim dead and the other three injured in the 200 block of Northeast First Court.
31-01-2020,Shreveport,Louisiana,0,4,4,"A shooting occurred at an apartment complex where four teens were injured. All four victims, aged 15–17 years old, suffered non-life-threatening injuries according to first responders."
31-01-2020,Delano,California,1,4,5,One person was killed and four others were injured in a shooting incident that occurred in several locations. One of the injured is in critical condition while the other three are expected to recover. The shooting happened during a memorial gathering for a victim who previously passed away due to a traffic accident.
30-01-2020,Merced,California,0,4,4,Four teenagers were injured in a shooting on public streets. Three of the victims are listed in stable condition while the fourth is in critical condition. Police are interviewing witnesses for their investigation.
27-01-2020,Bridgeport,Connecticut,0,4,4,"Four men were wounded outside the Golden Hill Street Courthouse while sitting in a car, in a drive-by shooting by multiple shooters."
26-01-2020,Newburgh,New York,3,1,4,"Four family members were shot at a home. Three of the victims are dead and the fourth victim, a child, is wounded and is in serious condition. The suspect was apprehended and arrested by the police."
26-01-2020,Hartsville,South Carolina,3,6,9,Three people were fatally shot and four others were injured at a bar.
26-01-2020,Salisbury,North Carolina,0,6,6,"Six people were injured by a shooting shortly after midnight, at a local restaurant. An additional three others were treated for non-gunfire related injuries."
26-01-2020,Cape Girardeau,Missouri,0,5,5,Multiple shots were fired inside a business where five people were wounded in a shooting.
24-01-2020,Lisle,Illinois,2,2,4,A woman killed one person and injured two others before killing herself at a cigar lounge. The victims were Illinois State Troopers.
24-01-2020,Vanceboro,North Carolina,5,0,5,"A man shot and killed his wife and three children, aged between eight months and four years old, along with the family dog. He then killed himself."
22-01-2020,Seattle,Washington,1,7,8,"Eight people were shot, one fatally, outside a McDonald's on Pine Street in Downtown Seattle."
19-01-2020,Kansas City,Missouri,2,15,17,Two people  were killed and fifteen others were injured during a shooting at a nightclub.
19-01-2020,South Houston,Texas,2,2,4,Police discovered two people dead and two injured after responding to a shooting.
19-01-2020,Memphis,Tennessee,1,4,5,One person was killed and four others were injured during a shooting outside a nightclub.
19-01-2020,San Antonio,Texas,2,5,7,Two people were killed and five others injured at a nightclub.
17-01-2020,Grantsville,Utah,4,1,5,"Haynie family shooting: Four people were killed and one was injured after a teenager allegedly fired at his family at their house. He was charged with four counts of aggravated murder, one count of attempted aggravated murder and five counts of illegal discharge of a firearm."
16-01-2020,Chicago,Illinois,0,5,5,Three children between 11 and 16 years old were injured along with two adults after two perpetrators fired into a barber shop in the East Garfield Park neighborhood.
15-01-2020,Des Moines,Iowa,2,2,4,Two people were killed and two injured after a shooting in a home's detached garage.
12-01-2020,Morrisville,Pennsylvania,1,3,4,An eighteen-year-old was killed and three other teenagers were injured after a dispute between two groups escalated.
11-01-2020,Hollywood,South Carolina,0,6,6,Six people were wounded in an early morning shooting at a party in an abandoned house.
11-01-2020,Winston-Salem,North Carolina,1,3,4,A man was killed and three others wounded shortly after midnight. A suspect was arrested shortly after.
11-01-2020,Atlantic City,New Jersey,1,3,4,A man was killed and three wounded near a local bar that was hosting a Halloween party in the early morning.
11-01-2020,Evansville,Indiana,0,4,4,Four people were wounded outside of a bar after an early morning argument escalated in a large crowd. The bar was the scene of a similar shooting in February 2019.
11-01-2020,Rochester,New York,2,2,4,"Two men were killed and two wounded outside an apartment building that was hosting a Halloween party, in the early morning."
11-01-2020,Tucson,Arizona,2,2,4,Two men were killed and two wounded in the desert near Tucson International Airport in the early morning.
11-01-2020,Oklahoma City,Oklahoma,1,3,4,A man was killed and three others injured after someone fired into an event center.
10-01-2020,Detroit,Michigan,0,5,5,Two women and three men were wounded in a shooting shortly before midnight in a rental hall.
08-01-2020,Denver,Colorado,1,4,5,A 16-year-old was killed and three adults and a girl were wounded at a large gathering in the Westwood neighborhood.
08-01-2020,Pointblank,Texas,2,3,5,Two men were killed and two adults and an infant were injured. A man entered a home where a child's birthday party was ongoing and opened fire. Two guests returned fire and were among the injured.
08-01-2020,Chicago,Illinois,1,4,5,"A man was killed and four others, two men and two women, were injured at a backyard BBQ. Responding officers arrested two men fleeing from the scene."
08-01-2020,Montgomery,Alabama,0,4,4,Four men were injured after a shooting at an entrance to I-85 South.
07-01-2020,Oakland,California,0,4,4,Three men and a woman were wounded in their vehicle on Interstate 580.
06-01-2020,St. Louis,Missouri,0,4,4,Four St. Louis police officers were wounded during an altercation with protestors near police headquarters.
02-01-2020,Union Parish,Louisiana,4,0,4,A shooter shot and killed two members of a family and a friend of one of them inside a house. A third fled through a window uninjured and alerted the authorities. The shooter then committed suicide.
02-01-2020,Philadelphia,Mississippi,0,4,4,"Police responded to a street location where multiple shots were fired. They found four victims, aged 18–45 years old, with bullet wounds. Three of the victims were transported by helicopter to a hospital. It is unknown what their conditions are. Police are trying to locate any suspects in the shooting."
01-01-2020,Cleveland,Ohio,0,4,4,An argument in a Downtown Cleveland night club's VIP section led to three people being wounded and a fourth person was shot in the head in the back alley.
01-01-2020,Huntington,West Virginia,0,7,7,"Seven people were wounded inside and out a hookah bar early in the morning, after an argument escalated."
01-01-2020,Trujillo Alto,Puerto Rico,4,1,5,"A family of four, including nine-year-old twin boys, were shot and killed at their home after celebrating New Year's Eve. A 16-year-old boy was seriously injured."
01-01-2020,St. Louis,Missouri,3,1,4,Responding police discovered three people dead and one wounded at an early morning shooting in the Benton Park neighborhood.
29-12-2019,Ceres,California,0,5,5,Five people were shot outside a home after returning from a bar in Modesto where they had been involved in an altercation.
29-12-2019,White Settlement,Texas,3,0,3,"West Freeway Church of Christ shooting: Two people were killed inside the West Freeway Church of Christ by a gunman before he was shot and killed by a member of the security team. The attack was livestreamed, leading to numerous social media posts showing the shooting in progress."
29-12-2019,Buffalo,New York,1,3,4,"After an argument escalated on a front porch, four people were wounded by gunfire, with one man dying later at the hospital."
29-12-2019,Danville,Illinois,0,5,5,Five women aged 18 to 32 years old were injured by gunfire after the home they were in was shot at by an unknown person.
27-12-2019,Houston,Texas,2,7,9,Two people were killed and seven injured in a drive-by shooting at a music video set.
27-12-2019,Kennesaw,Georgia,0,4,4,Officers responding to a call about an individual shot arrived at a house party and found four teenagers injured.
27-12-2019,Modesto,California,1,3,4,Officers responding to a call of suspicious circumstances near an intersection found one man killed and two others and a woman injured.
26-12-2019,St. Petersburg,Florida,0,5,5,"Five people were wounded by gunfire outside a night club, with an additional three injured by the resulting building damage and chaos. The shooting occurred after an altercation escalated out onto the street."
25-12-2019,Richmond,Virginia,1,3,4,"One person was killed and three injured in a shooting outside a bar, after an earlier argument in a restaurant."
25-12-2019,Coralville,Iowa,1,3,4,"Police responding to reports of shots fired discovered four wounded victims, one of which died later at the hospital."
25-12-2019,Oakland,California,0,4,4,Four people wounded by gunfire were discovered by police after responding to a house party.
24-12-2019,High Point,North Carolina,0,6,6,Six people were wounded in a shooting in which the perpetrator was believed to have exited a vehicle and opened fire before leaving in it.
24-12-2019,New Orleans,Louisiana,0,4,4,Shooters wearing ski masks exited a vehicle and wounded four people before fleeing.
22-12-2019,Chicago,Illinois,0,13,13,"Thirteen people were shot at a party that was held to memorialize a victim of an earlier shooting, at least one was a teenager."
22-12-2019,Baltimore,Maryl,0,7,7,"Seven people were wounded in an early morning shooting, including two 17-year-olds."
21-12-2019,Waynesbroro,Mississippi,1,6,7,One person was killed and six injured in an apartment complex after a drive-by shooting.
20-12-2019,Winston-Salem,North Carolina,2,2,4,Two people were killed and a police officer and bystander injured at the local Sanitation Department after a fight escalated.
20-12-2019,Tuskegee,Alabama,2,2,4,Two people were killed and two were injured in a late night double homicide.
19-12-2019,Westerly,Rhode Isl,2,2,4,"A resident at Babcock Village Apartments shot two employees, one fatally, and one resident before killing himself."
18-12-2019,San Antonio,Texas,0,4,4,Four people were shot at the South Park Mall.
17-12-2019,Great Falls,Montana,4,1,5,Three people are killed and one wounded in a shooting at the Emerald City Casino. The suspect was later killed by police at a different location.
15-12-2019,Columbus,Georgia,1,4,5,One man was killed and four others injured at an intersection early in the morning.
14-12-2019,Ivanhoe,California,0,4,4,Four teenagers were wounded in a drive-by shooting at an apartment complex.
12-12-2019,St. Louis,Missouri,1,3,4,One man was killed and three wounded in a business parking lot.
10-12-2019,Baltimore,Maryl,1,3,4,A man was killed and three others injured.
10-12-2019,Chicago,Illinois,5,0,5,Four people were killed and one injured after a neighbor entered their apartment and opened fire. The fifth victim died of her injuries later in hospital.
10-12-2019,Crosby,Texas,0,4,4,Four men were wounded after a brawl near a gas station.
10-12-2019,New York City,New York,4,3,7,Four people were killed and three injured at a social club.
10-12-2019,Eastpointe,Michigan,1,5,6,One person was killed and five injured after an argument escalated in a local bar.
09-12-2019,Albuquerque,New Mexico,4,2,6,"Two adults, a 16-year-old girl, and a 17-year-old boy were killed and two others injured in a mobile home park."
09-12-2019,Albuquerque,New Mexico,1,3,4,One person was killed and three others injured at a local apartment complex.
08-12-2019,Riverside,California,2,2,4,A police officer was killed and two were wounded after a suspect opened fire during a traffic stop. The suspect was killed by police.
08-12-2019,Hickory,North Carolina,3,1,4,"A man shot and killed his estranged wife and a man, then wounded another man before committing suicide."
06-12-2019,Charlotte,North Carolina,1,3,4,An adult male was killed at a party in a rented Airbnb; a teenager and two other adults were injured.
04-12-2019,Carbondale,Illinois,0,4,4,Four people were injured in a shooting outside of a restaurant and bar.
29-11-2019,Amarillo,Texas,0,7,7,Seven people were shot at a nightclub in the early morning.
27-11-2019,New York City,New York,0,5,5,Five people were wounded including two children aged 10 and 15.
25-11-2019,Brownsville,Florida,2,2,4,Two men were killed and two others wounded in a drive-by shooting. One suspect was arrested after the car crashed into a parked police car.
24-11-2019,Los Angeles,California,0,6,6,Six people were wounded at a warehouse party after an argument escalated and the perpetrator opened fire.
24-11-2019,Birmingham,Alabama,1,4,5,One person was killed and four others injured in a drive-by shooting after being made to leave a club following an argument.
24-11-2019,Cottonport,Louisiana,2,2,4,Two people were killed and two others injured in an early morning shooting at a club.
23-11-2019,Tallulah,Louisiana,1,6,7,One person was killed and six injured after an argument at a club escalated and the perpetrator began to fire randomly.
23-11-2019,Los Angeles,California,0,4,4,Four people were wounded at an outdoor party after a fight broke out.
21-11-2019,Long Beach,California,0,5,5,Five people were wounded randomly as a man drove down a road and opened fire on pedestrians.
21-11-2019,Everett,Washington,0,4,4,Four people were wounded in an apartment complex during a large gathering.
20-11-2019,Richmond,California,0,4,4,Four people were wounded in a shooting.
18-11-2019,Newark,New Jersey,1,3,4,One person was killed and three people were injured in two homes on one street.
17-11-2019,Cleveland,Ohio,0,4,4,Four people were wounded outside a home by a drive-by shooting.
17-11-2019,Fresno,California,4,6,10,"2019 Fresno shooting: Ten people were shot, four fatally, at a football watch party."
16-11-2019,San Diego,California,5,1,6,"A man killed his estranged wife and their three children, wounding a fourth child, before killing himself."
14-11-2019,Santa Clarita,California,3,3,6,"Saugus High School shooting: A high school student shot five classmates, two fatally, before shooting himself; he died the next day in the hospital."
11-11-2019,Belle Glade,Florida,0,4,4,Four people were shot randomly along a road.
08-11-2019,Chicago,Illinois,0,6,6,Six people were injured when they were shot by a gunman in a car in Garfield Park.
07-11-2019,Houston,Texas,0,4,4,"Four suspects got into a gunfight, wounding four teenagers in a common area at an apartment complex."
06-11-2019,Savannah,Georgia,2,2,4,Police responded to a scene and discovered two men deceased and two others injured.
06-11-2019,Aurora,Colorado,0,4,4,Four people were wounded in an overnight shooting; the victims were self-transported to the hospital for treatment.
05-11-2019,Paulsboro,New Jersey,0,4,4,"A person began shooting at an event that was originally reported to be a rap concert and subsequently described as a birthday party. Four people were injured by the gunfire, and a fifth person suffered a head injury after falling."
05-11-2019,Chestnuthill Township,Pennsylvania,0,4,4,Four people were wounded in a shooting inside of a residence. The perpetrator was later arrested.
04-11-2019,Baltimore,Maryl,0,4,4,Four men were wounded in a shooting near Druid Hill Park.
04-11-2019,Phoenix,Arizona,3,2,5,"A man killed his wife, two of his daughters, and another man, and injured two people who came to try to help one of the victims. All of the victims were shot, with the exception of one of his daughters who was killed by blunt force trauma."
04-11-2019,Los Angeles,California,1,4,5,One person was killed and four were wounded when suspects fired at them from a car in the Watts neighborhood of Los Angeles.
03-11-2019,Paterson,New Jersey,0,4,4,Four men were wounded in a shooting inside of a local liquor store.
02-11-2019,Livingston,Texas,5,0,5,"A family member heard sounds of gunfire, and upon investigation, found four adults and one toddler deceased."
31-10-2019,Orinda,California,5,4,9,"Orinda shooting: At an overnight Halloween party attended by over 100 people, five people were killed, and four more wounded by gunfire."
29-10-2019,Long Beach,California,3,9,12,Three men were killed and nine injured at a Halloween party at a residential home.
28-10-2019,Baltimore,Maryl,1,3,4,A man was killed and two adults and a 17-year-old were injured in front of a store.
27-10-2019,Lansing,Michigan,1,4,5,One man was killed and four others were injured at a house party.
27-10-2019,Detroit,Michigan,0,4,4,Four men were injured in a random drive by shooting.
27-10-2019,Greenville,Texas,2,10,12,Two men were killed and ten others injured at a large party to celebrate Texas A&M University's homecoming weekend.
26-10-2019,Jersey City,New Jersey,0,4,4,Four people were wounded in a late night shooting.
24-10-2019,Oklahoma City,Oklahoma,2,2,4,Two people were killed and two injured at a home late at night.
22-10-2019,Oklahoma City,Oklahoma,1,3,4,One person was killed and three wounded at an apartment complex late at night.
21-10-2019,Sumter,South Carolina,0,4,4,Four people were shot at random and wounded by a lone gunman.
20-10-2019,Port Arthur,Texas,1,3,4,A woman was killed and three others injured in an early morning shooting.
19-10-2019,El Paso,Texas,1,3,4,One man was killed and two others and a woman were injured in an early morning shooting.
19-10-2019,Duquesne,Pennsylvania,0,4,4,Four people were shot in a drive-by shooting.
15-10-2019,Miami,Oklahoma,2,2,4,A man killed his 11-year-old daughter and wounded her mother and the mother's boyfriend before committing suicide.
15-10-2019,Columbus,Ohio,0,4,4,Three teenagers and an adult male were injured while sitting on a porch.
14-10-2019,San Juan,Puerto Rico,6,0,6,2019 Río Piedras shooting: Six people were killed in a shootout at a housing project.
14-10-2019,Philadelphia,Pennsylvania,3,1,4,A woman killed her two children and her husband before attempting to commit suicide.
13-10-2019,Akron,Ohio,0,4,4,One woman and three men were wounded outside a bar.
13-10-2019,Philadelphia,Pennsylvania,0,6,6,A 14-year-old boy and five men were wounded while standing on the street.
12-10-2019,Jersey City,New Jersey,6,3,9,"2019 Jersey City shooting: Four people were killed, including a police officer, and another three were injured in an ambush style shootout by a man and woman who were killed by police. The suspects were Black Hebrew Israelites members and targeted a kosher grocery store."
12-10-2019,Edinburg,Texas,4,0,4,"Four people were discovered dead in a home, in either by a murder-suicide or a quadruple homicide. A toddler was also in the home, unharmed."
11-10-2019,Kansas City,Missouri,0,4,4,Four people were wounded outside a night club after a disturbance escalated.
11-10-2019,Memphis,Tennessee,1,4,5,A woman was killed and four others were wounded during an early morning shooting at a strip club.
11-10-2019,Little Rock,Arkansas,0,4,4,"An adult male and three children, aged 12 through 13-years-old, were wounded by an unknown perpetrator while filming a rap music video."
10-10-2019,Philadelphia,Pennsylvania,0,5,5,Five men were wounded after a driver was angered over a game of dice.
10-10-2019,Milwaukee,Wisconsin,1,3,4,"A man was killed while another man and two children, ages 10 and 14, were wounded."
10-10-2019,Tampa,Florida,2,2,4,Two people were killed and two wounded at a mobile home.
09-10-2019,Chicago,Illinois,0,4,4,Three young adult males and a 17-year-old boy were injured in the back of a house in the West Town neighborhood.
08-10-2019,Richmond,Virginia,0,4,4,Four people were injured in a shooting.
08-10-2019,San Francisco,California,0,4,4,Four people were injured in an overnight shooting in the parking lot of a McDonald's restaurant.
05-10-2019,St. Louis,Missouri,0,6,6,"A shooting was reported near Farragut Elementary School, where two men were discovered wounded, and an additional four were identified at the hospital."
05-10-2019,Philadelphia,Pennsylvania,0,5,5,A large group of adult men were ambushed by three teenagers who came out of a breezeway and shot and injured five of them.
03-10-2019,Denver,Colorado,1,4,5,"A conflict between two individuals escalated into a shooting; one man was killed, and four others were injured."
03-10-2019,Shreveport,Louisiana,0,4,4,Three children and one adult were wounded in a drive-by shooting.
29-09-2019,Clafin,Kansas,0,4,4,Four people were wounded after an individual fired a shotgun towards a group of people at a house party.
29-09-2019,Beaumont,Texas,4,0,4,Four men were shot and killed at an apartment complex after a disturbance between roommates escalated.
29-09-2019,Round Lake,Illinois,1,3,4,A man was killed and three injured after unknown individuals attempted to crash a house party and began shooting.
29-09-2019,Milwaukee,Wisconsin,0,4,4,Four young women were injured after an individual fired into a home were a house party was being held.
29-09-2019,Jacksonville,Florida,0,4,4,Four people were injured while attending a large party after an individual fired into the air.
27-09-2019,Seaman,Ohio,3,1,4,A man killed his mother then drove to a gas station where he attempted to kidnap a clerk then killed a man and injured the clerk before robbing another gas station and committing suicide.
24-09-2019,Chicago,Illinois,1,3,4,A 17-year-old boy was killed and three adults were injured in the Lower West Side.
23-09-2019,Gary,Indiana,2,2,4,Two men were killed and a woman and man injured in an early morning shooting.
22-09-2019,Independence,Missouri,0,5,5,Five people were wounded at The SPOTT Lifestyle and Swingers Club.
21-09-2019,Lancaster,South Carolina,2,8,10,"Ten people were shot, two fatally, during a bar fight that escalated."
21-09-2019,New Orleans,Louisiana,0,4,4,Four people were wounded after shot were fired into their car.
21-09-2019,South Bend,Indiana,1,3,4,A man was killed and three women injured in an early morning shooting.
21-09-2019,Indianapolis,Indiana,0,6,6,Three adults and three juveniles were injured after a fight escalated.
20-09-2019,New Orleans,Louisiana,1,5,6,"Six people were shot, one fatally, at an intersection in the Mid-City Area."
19-09-2019,Washington D.C.,Washington D.C.,1,5,6,"A man was killed, and four others and a woman injured, in a possible drive-by in the Columbia Heights District."
18-09-2019,Chicago,Illinois,3,1,4,Three men were killed and one injured after an argument about cigarettes escalated outside a West Garfield Park convenience store.
18-09-2019,Los Angeles,California,2,2,4,"A man and woman were killed, and two other women injured, in the Wilmington neighborhood after an individual shot into a crowd of people."
16-09-2019,Cheyenne,Wyoming,2,2,4,"Two adults killed, two juveniles injured in east Cheyenne shooting."
14-09-2019,St. Louis,Missouri,2,2,4,"Responding police officers discovered a car covered in gunshots, and discovered a deceased male and two men and a female injured. One of the injured men later died."
