artistName,Count,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence
The Beach Boys,1,0.39,0.62,-7.81,0.05,0.36,0.07,0.51
a-ha,1,0.57,0.9,-7.64,0.05,0.02,0.09,0.88
Taylor Swift,1,0.77,0.71,-6.47,0.12,0.2,0.13,0.51
Ravyn Lenae,1,0.47,0.52,-7.96,0.03,0.25,0.08,0.46
Udo Jürgens,1,0.41,0.41,-13.87,0.04,0.74,0.26,0.58
RSCL,1,0.67,0.87,-6.52,0.04,0.0,0.24,0.49
Pola Rise,1,0.6,0.42,-11.2,0.1,0.62,0.18,0.43
PinkPantheress,1,0.83,0.62,-8.5,0.14,0.23,0.06,0.81
The Lumineers,1,0.68,0.47,-9.07,0.03,0.79,0.09,0.35
Étienne de Crécy,1,0.82,0.69,-7.96,0.06,0.01,0.31,0.65
The Knife,1,0.66,0.59,-10.2,0.05,0.04,0.1,0.62
The Kinks,1,0.57,0.96,-3.82,0.1,0.1,0.1,0.96
Pip Millett,1,0.87,0.4,-7.87,0.39,0.14,0.07,0.49
The Neighbourhood,1,0.57,0.57,-6.01,0.03,0.0,0.34,0.27
trójkąt ,1,0.65,0.42,-16.17,0.4,0.26,0.6,0.72
The KVB,1,0.47,0.71,-10.4,0.03,0.14,0.17,0.53
Planet Giza,1,0.47,0.27,-13.79,0.04,0.88,0.27,0.37
sunflwr,1,0.86,0.58,-9.95,0.1,0.21,0.08,0.46
slowthai,1,0.4,0.53,-8.99,0.04,0.68,0.16,0.34
The Internet,1,0.45,0.62,-8.21,0.32,0.04,0.24,0.26
Plums,1,0.68,0.7,-5.72,0.03,0.12,0.32,0.97
sara cwalina,1,0.73,0.84,-6.01,0.04,0.05,0.03,0.75
Queens of the Stone Age,1,0.51,0.59,-4.88,0.06,0.04,0.37,0.64
sanah,1,0.69,0.72,-7.93,0.03,0.13,0.58,0.49
Pomme,1,0.45,0.32,-8.41,0.03,0.81,0.16,0.32
The Rolling Stones,1,0.46,0.8,-9.27,0.09,0.05,0.4,0.61
Program Polityczny,1,0.72,0.68,-7.94,0.03,0.25,0.1,0.77
piri,1,0.61,0.76,-7.65,0.06,0.15,0.08,0.82
Pyotr Godunov,1,0.8,0.1,-27.5,0.48,1.0,0.1,0.45
kryptogram,1,0.81,0.75,-6.25,0.05,0.03,0.05,0.85
The Foundations,1,0.64,0.66,-4.73,0.03,0.2,0.31,0.88
Pyotr Ilyich Tchaikovsky,1,0.19,0.12,-18.89,0.04,0.92,0.14,0.04
The Temptations,1,0.57,0.42,-10.74,0.03,0.64,0.1,0.69
Thee Sinseers,1,0.42,0.35,-8.32,0.03,0.64,0.14,0.44
jev.,1,0.57,0.87,-4.92,0.17,0.03,0.11,0.82
deadmau5,1,0.53,0.86,-6.72,0.03,0.01,0.19,0.12
club2020,1,0.76,0.76,-6.88,0.18,0.21,0.24,0.33
TheExorcist,1,0.6,0.55,-18.05,0.11,0.14,0.14,0.36
Richy Mitch & The Coal Miners,1,0.45,0.25,-13.04,0.03,0.9,0.11,0.24
Republika,1,0.73,0.63,-10.85,0.13,0.0,0.06,0.75
Will Smith,1,0.88,0.53,-6.18,0.15,0.03,0.04,0.89
Troye Sivan,1,0.74,0.84,-7.63,0.06,0.0,0.1,0.38
Steve Miller Band,1,0.79,0.54,-13.26,0.04,0.07,0.16,0.96
Stevie Ray Vaughan,1,0.68,0.49,-13.78,0.03,0.09,0.26,0.91
Smolik,1,0.69,0.52,-5.82,0.02,0.62,0.41,0.19
Slick Rick,1,0.93,0.5,-7.48,0.35,0.05,0.09,0.84
Transport Band,1,0.73,0.63,-9.7,0.07,0.55,0.06,0.85
Skrillex,1,0.81,0.84,-7.72,0.06,0.05,0.06,0.06
Tory Lanez,1,0.55,0.79,-5.48,0.03,0.04,0.12,0.67
William Bell,1,0.45,0.2,-18.2,0.04,0.37,0.19,0.72
Willie Hutch,1,0.4,0.36,-9.36,0.03,0.53,0.3,0.72
Wojciech Gassowski,1,0.0,0.73,-7.6,0.0,0.03,0.35,0.0
Skaldowie,1,0.76,0.37,-12.46,0.04,0.83,0.21,0.8
Wolfgang Amadeus Mozart,1,0.16,0.08,-21.38,0.03,0.98,0.13,0.05
Since Charles,1,0.81,0.37,-9.8,0.05,0.07,0.08,0.91
Wayne Shorter,1,0.53,0.45,-11.19,0.03,0.77,0.11,0.49
Warsaw Village Band,1,0.23,0.49,-9.22,0.04,0.01,0.06,0.28
Sokół,1,0.84,0.53,-5.55,0.08,0.04,0.16,0.58
Sonia Zając,1,0.83,0.53,-6.28,0.04,0.11,0.12,0.48
Wabie,1,0.59,0.74,-10.14,0.05,0.01,0.37,0.52
Spencer.,1,0.73,0.37,-20.48,0.25,0.48,0.11,0.05
Stereoclip,1,0.55,0.71,-10.03,0.05,0.28,0.11,0.07
Tęskno,1,0.64,0.61,-10.33,0.04,0.25,0.11,0.23
Vendredi sur Mer,1,0.9,0.4,-9.13,0.07,0.51,0.1,0.72
UNDERGRUNN,1,0.75,0.7,-6.35,0.05,0.03,0.14,0.63
Steppenwolf,1,0.45,0.83,-8.93,0.1,0.29,0.38,0.55
Varius Manx,1,0.33,0.94,-10.55,0.5,0.47,0.98,0.46
Uriah Heep,1,0.5,0.53,-10.1,0.03,0.01,0.08,0.9
Unknown Mortal Orchestra,1,0.77,0.81,-10.01,0.04,0.12,0.12,0.76
Stacey Q,1,0.82,0.51,-7.12,0.03,0.12,0.11,0.65
Stardust,1,0.73,0.66,-7.19,0.34,0.0,0.3,0.36
Stan Getz,1,0.5,0.05,-21.88,0.04,0.97,0.08,0.32
Simple Minds,1,0.66,0.82,-6.61,0.03,0.17,0.06,0.68
SebastiAn,1,0.55,0.64,-7.49,0.08,0.01,0.09,0.21
Thousand,1,0.71,0.6,-9.12,0.05,0.39,0.1,0.68
Stach Bukowski,1,0.69,0.48,-7.56,0.03,0.29,0.48,0.74
Roy Ayers Ubiquity,1,0.52,0.57,-10.33,0.04,0.17,0.17,0.7
Romare,1,0.87,0.34,-8.42,0.05,0.79,0.18,0.12
Young-Holt Unlimited,1,0.67,0.66,-9.2,0.03,0.6,0.06,0.96
Roar,1,0.25,0.44,-8.48,0.04,0.04,0.11,0.39
Righeira,1,0.94,0.73,-9.53,0.05,0.16,0.11,0.86
Ricky Hollywood,1,0.62,0.57,-10.77,0.03,0.05,0.09,0.7
Yusuf / Cat Stevens,1,0.48,0.54,-8.51,0.03,0.34,0.11,0.57
Sean Nicholas Savage,1,0.62,0.36,-10.08,0.04,0.48,0.06,0.48
Tiësto,1,0.63,1.0,-1.7,0.07,0.03,0.13,0.16
Rezerwat,1,0.72,0.5,-11.74,0.03,0.01,0.1,0.6
Talking Heads,1,0.72,0.52,-8.12,0.06,0.07,0.13,0.94
Tierra Whack,1,0.7,0.5,-6.83,0.15,0.69,0.16,0.23
Rex Orange County,1,0.55,0.76,-4.46,0.05,0.65,0.52,0.57
Tamino,1,0.54,0.33,-10.76,0.03,0.61,0.11,0.16
Tom Petty and the Heartbreakers,1,0.46,0.66,-9.06,0.06,0.03,0.33,0.53
Young Leosia,1,0.96,0.7,-6.19,0.17,0.19,0.05,0.84
Ryan Paris,1,0.88,0.74,-9.12,0.04,0.19,0.06,0.96
Rémi Parson,1,0.5,0.87,-4.9,0.06,0.09,0.08,0.45
Sztuka Poza Ramami,1,0.76,0.59,-8.31,0.2,0.31,0.09,0.33
Tom Rosenthal,1,0.39,0.04,-16.92,0.04,0.98,0.1,0.19
Swedish House Mafia,1,0.66,0.74,-5.93,0.04,0.01,0.09,0.04
Supertramp,1,0.53,0.66,-5.89,0.03,0.42,0.07,0.76
X Ambassadors,1,0.53,0.86,-6.0,0.09,0.01,0.23,0.53
Sad Night Dynamite,1,0.84,0.52,-7.23,0.05,0.01,0.16,0.59
Sade,1,0.56,0.16,-16.3,0.03,0.92,0.1,0.13
Wuki,1,0.87,0.76,-4.6,0.12,0.01,0.1,0.6
Wu-Tang Clan,1,0.48,0.55,-10.55,0.37,0.57,0.13,0.58
Saint Motel,1,0.6,0.9,-2.95,0.05,0.06,0.07,0.57
Sandra S,1,0.73,0.95,-4.99,0.06,0.08,0.37,0.85
Suki Waterhouse,1,0.36,0.55,-9.08,0.03,0.08,0.12,0.26
Strach Story ,1,0.88,0.48,-9.33,0.04,0.11,0.05,0.92
The Buttertones,1,0.36,0.87,-6.55,0.05,0.04,0.11,0.53
Limboski,1,0.36,0.34,-6.78,0.03,0.88,0.14,0.18
Pineapples,1,0.79,0.82,-6.53,0.03,0.02,0.07,0.61
Gamblers,1,0.86,0.49,-7.32,0.05,0.0,0.13,0.41
Dinah Washington,1,0.56,0.23,-11.44,0.08,0.8,0.14,0.4
Dillistone,1,0.89,0.5,-8.87,0.05,0.08,0.06,0.33
Devonté Hynes,1,0.77,0.7,-9.23,0.06,0.01,0.09,0.96
Depeche Mode,1,0.66,0.9,-3.54,0.05,0.1,0.04,0.8
Dayglow,1,0.64,0.84,-7.27,0.03,0.13,0.42,0.5
Daryl Hall & John Oates,1,0.72,0.5,-13.08,0.04,0.04,0.08,0.82
Daria ze Śląska,1,0.76,0.53,-10.81,0.05,0.64,0.38,0.49
Danzig,1,0.36,0.76,-9.45,0.06,0.01,0.09,0.34
Daniel Godson,1,0.63,0.53,-11.4,0.03,0.0,0.17,0.23
DJ Ötzi,1,0.54,0.88,-5.01,0.08,0.04,0.33,0.42
Curtis Mayfield,1,0.54,0.97,-5.63,0.09,0.42,0.12,0.93
Cristobal Tapia De Veer,1,0.81,0.36,-19.92,0.08,0.98,0.11,0.61
Creedence Clearwater Revival,1,0.64,0.66,-7.52,0.04,0.2,0.15,0.66
Cream,1,0.64,0.59,-8.2,0.04,0.39,0.38,0.96
Constance Amiot,1,0.84,0.32,-16.66,0.05,0.9,0.11,0.94
Connan Mockasin,1,0.71,0.38,-12.55,0.04,0.72,0.1,0.64
Colin Stetson,1,0.0,0.49,-13.68,0.0,0.2,0.12,0.0
Coi Leray,1,0.79,0.96,-5.59,0.08,0.05,0.09,0.55
Cleo Sol,1,0.43,0.59,-7.55,0.15,0.14,0.11,0.6
Clea Vincent,1,0.8,0.48,-10.76,0.04,0.03,0.08,0.6
Clarence Carter,1,0.78,0.43,-9.1,0.04,0.3,0.02,0.92
Cipher 月光密,1,0.66,0.75,-10.58,0.04,0.05,0.16,0.52
Chubby Checker,1,0.6,0.71,-6.38,0.16,0.1,0.06,0.91
Chris Norman,1,0.76,0.68,-11.52,0.03,0.14,0.34,0.92
Charles Gounod,1,0.13,0.02,-29.76,0.04,0.99,0.06,0.14
Disco Lines,1,0.75,0.76,-6.49,0.04,0.45,0.08,0.31
Doja Cat,1,0.75,0.67,-6.13,0.1,0.23,0.12,0.39
Dominik Dudek,1,0.55,0.82,-5.61,0.03,0.25,0.18,0.88
Erik Satie,1,0.38,0.01,-31.62,0.06,1.0,0.09,0.04
Frankie Valli & The Four Seasons,1,0.59,0.36,-14.66,0.04,0.07,0.17,0.38
Frankie Valli,1,0.58,0.78,-7.05,0.06,0.51,0.08,0.56
Foo Fighters,1,0.43,0.96,-4.04,0.04,0.0,0.03,0.36
Fitz and The Tantrums,1,0.55,0.97,-3.55,0.09,0.04,0.33,0.53
Feid,1,0.74,0.83,-4.04,0.06,0.11,0.35,0.61
Faustyna Maciejczuk,1,0.68,0.63,-9.5,0.03,0.03,0.09,0.41
Father John Misty,1,0.42,0.69,-6.48,0.04,0.1,0.1,0.62
Fabio Viscogliosi,1,0.55,0.36,-8.55,0.03,0.09,0.26,0.6
Etta Jones,1,0.5,0.09,-13.58,0.04,0.97,0.12,0.17
Etienne Balestre,1,0.47,0.04,-24.04,0.06,0.99,0.11,0.09
Estelle,1,0.69,0.73,-2.99,0.38,0.17,0.07,0.52
Erick the Architect,1,0.75,0.61,-8.15,0.4,0.12,0.29,0.56
Domowe Melodie,1,0.72,0.08,-14.33,0.19,0.88,0.49,0.38
Emmit Fenn,1,0.87,0.36,-9.31,0.06,0.17,0.1,0.25
Eliza Rose,1,0.79,0.91,-5.86,0.04,0.02,0.08,0.81
Elephanz,1,0.72,0.72,-3.86,0.02,0.02,0.1,0.76
El Michels Affair,1,0.75,0.38,-8.47,0.03,0.29,0.28,0.45
Eagles,1,0.56,0.57,-12.2,0.03,0.36,0.12,0.58
Durand Jones & The Indications,1,0.84,0.42,-7.24,0.03,0.9,0.09,0.76
Drug Store Romeos,1,0.77,0.39,-8.53,0.03,0.85,0.1,0.56
Drinks On Me,1,0.69,0.71,-5.75,0.16,0.1,0.16,0.3
Dreamer Isioma,1,0.72,0.37,-12.88,0.03,0.37,0.12,0.74
"Dream, Ivory",1,0.58,0.72,-5.18,0.03,0.02,0.07,0.66
Dr. Dre,1,0.92,0.91,-2.43,0.27,0.03,0.09,0.31
Channel Tres,1,0.83,0.54,-8.54,0.09,0.03,0.14,0.48
Catching Flies,1,0.74,0.59,-8.76,0.11,0.05,0.26,0.12
Cass McCombs,1,0.0,0.33,-11.1,0.0,0.89,0.12,0.0
Angus & Julia Stone,1,0.76,0.39,-8.64,0.03,0.24,0.13,0.27
BUNT.,1,0.7,0.75,-8.16,0.08,0.23,0.1,0.15
BAYNK,1,0.61,0.53,-6.83,0.04,0.19,0.15,0.08
Avicii,1,0.57,0.78,-4.06,0.05,0.05,0.09,0.3
Ashnikko,1,0.96,0.4,-8.98,0.08,0.0,0.1,0.56
Arrested Development,1,0.84,0.61,-10.68,0.22,0.01,0.56,0.72
Armand Van Helden,1,0.69,0.86,-2.96,0.04,0.07,0.15,0.96
Ark Woods,1,0.83,0.69,-8.79,0.06,0.17,0.36,0.69
Antonio Vivaldi,1,0.43,0.26,-16.97,0.05,0.96,0.12,0.1
Anton,1,0.66,0.96,-4.28,0.04,0.12,0.35,0.83
Ann Peebles,1,0.57,0.36,-8.39,0.05,0.44,0.08,0.53
Ania Szlagowska,1,0.76,0.45,-10.58,0.13,0.72,0.11,0.38
Amaarae,1,0.89,0.49,-9.72,0.08,0.18,0.23,0.31
Bahamadia,1,0.53,0.6,-10.29,0.39,0.64,0.28,0.91
Almklausi,1,0.64,0.97,-2.58,0.14,0.07,0.37,0.74
Alina Baraz,1,0.6,0.4,-10.49,0.04,0.74,0.1,0.13
Alexis Ffrench,1,0.51,0.13,-22.96,0.04,1.0,0.12,0.34
Alela Diane,1,0.39,0.22,-11.06,0.04,0.88,0.11,0.09
Albert Hammond,1,0.63,0.56,-10.03,0.03,0.12,0.08,0.92
Aerosmith,1,0.39,0.48,-7.58,0.02,0.4,0.31,0.23
Adi Oasis,1,0.68,0.34,-11.19,0.09,0.82,0.17,0.48
Adele,1,0.35,0.55,-6.86,0.03,0.42,0.11,0.08
Aaron Taylor,1,0.66,0.76,-6.54,0.22,0.21,0.06,0.9
A-Trak,1,0.79,0.8,-5.21,0.16,0.13,0.27,0.6
A$AP Mob,1,0.85,0.66,-5.61,0.24,0.52,0.11,0.33
Baby Bash,1,0.66,0.75,-3.04,0.27,0.69,0.08,0.54
Beastie Boys,1,0.73,0.86,-6.12,0.3,0.02,0.25,0.47
Carl Douglas,1,0.62,0.76,-8.7,0.06,0.15,0.16,0.74
Blur,1,0.67,0.79,-6.9,0.07,0.0,0.08,0.92
Camille Saint-Saëns,1,0.22,0.15,-18.17,0.04,0.99,0.09,0.12
CURSEDEVIL,1,0.81,0.96,-3.57,0.03,0.21,0.3,0.49
CLOVES,1,0.49,0.24,-9.08,0.03,0.82,0.15,0.07
Buffalo Springfield,1,0.65,0.52,-10.16,0.05,0.41,0.1,0.82
Budka Suflera,1,0.69,0.47,-8.2,0.03,0.07,0.11,0.36
Bryan Adams,1,0.56,0.81,-6.16,0.03,0.01,0.29,0.64
Bruce Springsteen,1,0.53,0.94,-5.64,0.04,0.01,0.19,0.5
Bruce Channel,1,0.52,0.62,-5.6,0.04,0.36,0.27,0.64
Brenton Wood,1,0.84,0.7,-6.37,0.04,0.8,0.09,0.95
Bombay Bicycle Club,1,0.66,0.59,-6.71,0.03,0.44,0.09,0.71
Bobby Hebb,1,0.71,0.34,-10.99,0.05,0.93,0.39,0.67
Blue Öyster Cult,1,0.37,0.61,-11.22,0.05,0.3,0.2,0.44
Ben E. King,1,0.65,0.31,-9.44,0.04,0.57,0.07,0.6
Blossom Dearie,1,0.57,0.03,-20.58,0.05,0.97,0.12,0.33
Bleu Toucan,1,0.56,0.76,-7.4,0.04,0.26,0.22,0.5
Black Sea Dahu,1,0.44,0.34,-12.87,0.04,0.62,0.11,0.38
Black Eyed Peas,1,0.66,0.63,-8.68,0.18,0.19,0.1,0.26
Billy Joel,1,0.7,0.94,-2.99,0.05,0.08,0.6,0.79
Billy Idol,1,0.53,0.86,-4.95,0.06,0.0,0.35,0.48
Big Thief,1,0.7,0.58,-9.1,0.07,0.45,0.1,0.67
Bicep,1,0.85,0.8,-8.0,0.07,0.02,0.1,0.42
Beyoncé,1,0.49,0.85,-6.44,0.34,0.07,0.79,0.51
Betty Carter,1,0.29,0.2,-12.09,0.04,0.87,0.08,0.21
Ben Mazué,1,0.77,0.4,-9.18,0.03,0.74,0.11,0.52
Freya Ridings,1,0.67,0.75,-4.87,0.08,0.0,0.06,0.43
George Michael,1,0.57,0.63,-8.82,0.04,0.13,0.27,0.8
Peach Pit,1,0.6,0.72,-7.73,0.04,0.12,0.11,0.9
Gigi D'Agostino,1,0.64,0.88,-4.45,0.03,0.08,0.36,0.74
Metroplane,1,0.75,0.78,-7.33,0.04,0.0,0.07,0.31
Men At Work,1,0.74,0.46,-14.42,0.03,0.13,0.05,0.89
Melody's Echo Chamber,1,0.22,0.8,-4.89,0.04,0.02,0.11,0.68
MellowHype,1,0.74,0.5,-8.12,0.21,0.01,0.18,0.18
Max Richter,1,0.45,0.44,-11.44,0.05,0.52,0.1,0.14
Matia Bazar,1,0.61,0.62,-11.55,0.03,0.14,0.06,0.53
Masego,1,0.57,0.59,-7.4,0.29,0.12,0.25,0.36
Mary Komasa,1,0.74,0.2,-14.01,0.05,0.66,0.12,0.04
Marion Black,1,0.53,0.63,-8.04,0.05,0.76,0.1,0.77
Maribou State,1,0.7,0.58,-5.21,0.1,0.39,0.11,0.3
Malcolm Todd,1,0.6,0.48,-9.5,0.37,0.45,0.13,0.7
Madvillain,1,0.53,0.72,-8.95,0.31,0.28,0.12,0.5
Madonna,1,0.74,0.88,-6.45,0.04,0.0,0.42,0.33
Macklemore & Ryan Lewis,1,0.78,0.53,-6.99,0.29,0.06,0.05,0.66
M.I.A.,1,0.64,0.91,-2.62,0.06,0.0,0.1,0.34
Lyricless,1,0.75,0.27,-13.31,0.05,0.0,0.3,0.81
Lykke Li,1,0.79,0.53,-6.35,0.07,0.32,0.06,0.63
Ludwig van Beethoven,1,0.18,0.01,-37.26,0.04,1.0,0.17,0.15
Loving,1,0.71,0.34,-14.17,0.05,0.75,0.09,0.29
Love Regenerator,1,0.67,0.83,-8.36,0.05,0.13,0.11,0.52
Lorez Alexandria,1,0.72,0.13,-15.85,0.04,0.88,0.1,0.55
Lorde,1,0.8,0.5,-7.24,0.05,0.21,0.12,0.64
Loona,1,0.7,0.96,-4.51,0.05,0.11,0.42,0.85
Logic1000,1,0.83,0.46,-8.46,0.05,0.39,0.11,0.76
Lipka,1,0.94,0.48,-11.9,0.09,0.09,0.13,0.54
Michał Madajczyk,1,0.55,0.6,-9.86,0.06,0.13,0.33,0.27
Midnight Oil,1,0.75,0.43,-11.11,0.04,0.01,0.06,0.3
Mikhail Glinka,1,0.29,0.05,-27.85,0.04,0.98,0.09,0.04
ODESZA,1,0.3,0.68,-5.32,0.07,0.55,0.87,0.04
Patrick Watson,1,0.3,0.19,-16.76,0.04,0.99,0.1,0.21
Parcels,1,0.86,0.53,-7.99,0.05,0.29,0.08,0.74
Paradis,1,0.7,0.76,-7.31,0.06,0.0,0.11,0.61
Paperboy Fabe,1,0.62,0.72,-5.54,0.09,0.04,0.56,0.77
PERMSKY KRAY,1,0.75,0.6,-11.73,0.04,0.92,0.11,0.39
PAULA ROMA,1,0.68,0.79,-5.0,0.04,0.05,0.18,0.64
Orquesta Poncela,1,0.59,0.89,-8.55,0.07,0.05,0.07,0.6
Oracle Sisters,1,0.76,0.6,-6.64,0.04,0.07,0.1,0.82
Oki,1,0.7,0.86,-5.47,0.05,0.01,0.13,0.29
Ojos,1,0.46,0.11,-14.3,0.04,0.98,0.12,0.28
Offset,1,0.75,0.62,-5.41,0.22,0.48,0.13,0.28
Nu Genea,1,0.7,0.69,-11.28,0.03,0.13,0.08,0.93
Miles Davis Quintet,1,0.55,0.12,-15.47,0.04,0.92,0.12,0.24
Noizu,1,0.63,0.95,-4.48,0.04,0.0,0.06,0.57
Night Tales,1,0.7,0.75,-8.32,0.04,0.08,0.09,0.58
Niemen,1,0.6,0.4,-11.51,0.05,0.28,0.07,0.55
Nene Heroine,1,0.29,0.7,-7.53,0.05,0.12,0.1,0.32
Nasza Basia kochana,1,0.55,0.56,-9.46,0.07,0.54,0.07,0.44
Nastroje,1,0.74,0.48,-10.75,0.05,0.67,0.07,0.76
Nas,1,0.88,0.56,-7.68,0.25,0.05,0.05,0.52
Nancy Sinatra,1,0.74,0.43,-10.52,0.11,0.4,0.12,0.34
Münchener Freiheit,1,0.53,0.59,-13.01,0.03,0.21,0.21,0.36
Moodoïd,1,0.66,0.6,-6.51,0.02,0.24,0.15,0.49
Minnie Riperton,1,0.44,0.5,-9.45,0.05,0.66,0.21,0.51
Lil Yachty,1,0.49,0.81,-3.68,0.09,0.2,0.38,0.48
Lil Darkie,1,0.46,0.96,0.46,0.49,0.08,0.7,0.6
Liana Flores,1,0.48,0.13,-20.15,0.03,0.95,0.11,0.2
Hans Zimmer,1,0.29,0.1,-16.81,0.03,0.18,0.09,0.04
Jain,1,0.65,0.94,-4.08,0.05,0.24,0.12,0.67
Jaden,1,0.43,0.73,-4.41,0.43,0.34,0.12,0.08
JID,1,0.76,0.87,-3.63,0.16,0.16,0.33,0.67
JAWNY,1,0.74,0.69,-4.36,0.09,0.06,0.14,0.94
J Lloyd,1,0.82,0.52,-9.32,0.11,0.9,0.11,0.7
Irena Santor,1,0.48,0.46,-11.6,0.03,0.52,0.16,0.54
Iggy Pop,1,0.5,0.89,-5.41,0.05,0.09,0.73,0.7
Hubert.,1,0.8,0.35,-15.59,0.42,0.74,0.15,0.07
Hot Chocolate,1,0.79,0.73,-5.46,0.06,0.52,0.17,0.96
Helene Fischer,1,0.8,0.74,-4.86,0.05,0.04,0.16,0.83
Hector Gachan,1,0.65,0.51,-10.4,0.05,0.52,0.11,0.55
Handsome Boy Modeling School,1,0.7,0.39,-10.88,0.05,0.6,0.11,0.48
Jayda G,1,0.74,0.71,-10.22,0.08,0.01,0.07,0.51
Hailey Tuck,1,0.84,0.36,-8.52,0.04,0.73,0.08,0.65
HOMESHAKE,1,0.83,0.18,-14.06,0.13,0.68,0.12,0.05
Gwendoline,1,0.59,0.76,-10.5,0.04,0.05,0.13,0.11
Guzior,1,0.75,0.7,-7.09,0.25,0.45,0.12,0.33
Guru,1,0.72,0.58,-12.75,0.24,0.07,0.91,0.71
"Grover Washington, Jr.",1,0.75,0.5,-12.61,0.1,0.41,0.05,0.58
Gregory Alan Isakov,1,0.56,0.34,-10.62,0.03,0.75,0.1,0.23
Good Luck,1,0.73,0.66,-11.94,0.04,0.44,0.15,0.55
GoldLink,1,0.42,0.61,-6.06,0.16,0.11,0.14,0.4
Glaring,1,0.43,0.62,-10.28,0.03,0.0,0.22,0.24
Gino Soccio,1,0.9,0.34,-9.58,0.09,0.02,0.03,0.39
Jamie Jones,1,0.73,0.73,-10.13,0.09,0.29,0.11,0.3
Jean Sibelius,1,0.42,0.03,-28.34,0.04,0.97,0.11,0.48
Lex Fridman Podcast,1,0.3,0.42,-9.98,0.03,0.09,0.18,0.17
Kate Bush,1,0.63,0.55,-13.12,0.05,0.72,0.06,0.19
Laura Branigan,1,0.81,0.69,-12.17,0.03,0.22,0.16,0.78
Lady Gaga,1,0.63,0.8,-6.61,0.05,0.0,0.36,0.37
Labi Siffre,1,0.42,0.32,-12.97,0.03,0.86,0.11,0.28
La Femme,1,0.63,0.82,-6.4,0.04,0.47,0.1,0.48
La Belle Vie,1,0.62,0.15,-12.63,0.03,0.95,0.08,0.27
LYNN,1,0.61,0.34,-12.76,0.32,0.59,0.11,0.57
LE NOISEUR,1,0.48,0.74,-7.8,0.03,0.26,0.08,0.47
Kungs,1,0.84,0.85,-4.67,0.04,0.09,0.06,0.94
Koscielski,1,0.5,0.28,-16.96,0.03,0.0,0.12,0.61
Kombi,1,0.58,0.83,-9.79,0.03,0.0,0.04,0.78
Kenya Grace,1,0.63,0.52,-8.31,0.09,0.7,0.22,0.42
Kansas,1,0.48,0.32,-10.69,0.03,0.37,0.11,0.39
Jefferson Airplane,1,0.5,0.58,-9.3,0.03,0.41,0.32,0.65
Kamaliza,1,0.95,0.43,-10.46,0.06,0.02,0.09,0.13
Kalwi & Remi,1,0.64,0.74,-5.54,0.03,0.04,0.2,0.63
KAYTRANADA,1,0.79,0.71,-6.32,0.13,0.06,0.06,0.6
June Christy,1,0.32,0.14,-9.92,0.03,0.88,0.08,0.17
Julia Wieniawa,1,0.32,0.54,-8.39,0.05,0.2,0.08,0.12
John Lennon,1,0.68,0.21,-18.2,0.08,0.54,0.14,0.68
John Coltrane Quartet,1,0.51,0.12,-11.46,0.04,0.92,0.13,0.22
Joel Corry,1,0.72,0.96,-3.1,0.09,0.03,0.29,0.71
Joan Jett & the Blackhearts,1,0.38,0.97,-4.06,0.19,0.0,0.06,0.82
Jimmy Whoo,1,0.7,0.36,-12.75,0.03,0.17,0.08,0.1
Jhené Aiko,1,0.63,0.57,-7.81,0.06,0.27,0.14,0.3
Łona I Webber,1,0.94,0.51,-8.52,0.41,0.18,0.08,0.37
