;documentType;title;acquisitionTime
386;Android Apps;com.nocode.lubvsdub;2017-07-13T09:42:25.890Z
387;Android Apps;WYBORCZA: fakty, newsy, opinie;2017-07-13T09:48:44.391Z
388;Android Apps;2048;2017-07-14T11:34:42.191Z
389;Android Apps;Farm Frenzy：Legendarne klasyki;2017-07-14T19:07:37.023Z
390;Android Apps;PullBalls Physics Brain Puzzle;2017-07-14T20:03:42.219Z
391;Android Apps;Tiny Bang Story－point & click!;2017-07-14T20:49:04.490Z
392;Android Apps;eLO! 2017;2017-07-15T20:41:35.401Z
393;Android Apps;com.bigbadbros.lighthouse;2017-07-15T20:43:00.427Z
394;Android Apps;com.loadcomplete.bacteria;2017-07-15T20:44:12.875Z
395;Android Apps;Thisissand;2017-07-16T14:50:03.574Z
396;Android Apps;com.alegrium.slidetheblock;2017-07-16T14:50:38.845Z
397;Android Apps;Mr.Catt;2017-07-16T14:51:40.326Z
398;Android Apps;Droooop;2017-07-16T14:52:16.740Z
399;Android Apps;com.CountrysideGames.WestyWest;2017-07-16T14:55:42.417Z
400;Android Apps;CATS: Crash Arena Turbo Stars;2017-07-16T14:56:27.166Z
401;Android Apps;Speedtest od Ookla;2017-07-16T14:59:31.669Z
402;Android Apps;com.poa_media.android.sodadrops;2017-07-16T18:13:06.276Z
403;Android Apps;Gboard – klawiatura Google;2017-07-22T07:24:20.812Z
404;Android Apps;Blocky Castle: Tower Climb;2017-07-23T09:59:38.033Z
405;Android Apps;com.ogurecapps.box2;2017-07-23T09:59:57.766Z
406;Android Apps;Potion Punch;2017-07-23T10:00:22.074Z
407;Android Apps;Samsung Music;2017-07-24T14:36:34.648Z
408;Android Apps;Samsung Print Service Plugin;2017-07-24T17:00:54.195Z
409;Android Apps;Microsoft SwiftKey AI Keyboard;2017-07-24T19:02:09.665Z
410;Android Apps;Fantastic Beasts™: Cases;2017-07-24T19:05:16.391Z
411;Android Apps;Microsoft OneDrive;2017-07-24T19:37:54.257Z
412;Android Apps;com.akosmakovics.paperplanes;2017-07-25T15:44:37.699Z
413;Android Apps;SongPop Classic;2017-07-25T16:00:04.381Z
414;Android Apps;us.kick9.k3000000020.c3101000001;2017-07-25T16:00:33.656Z
415;Android Apps;GIMP Inkscape;2017-07-25T19:00:05.793Z
416;Android Apps;Wiejskie Życie;2017-07-26T12:16:21.154Z
417;Android Apps;Briefing;2017-07-30T19:01:28.049Z
418;Android Apps;com.FirebirdGames.Wedding;2017-08-02T08:47:34.912Z
419;Android Apps;Przeglądarka Opera z VPN;2017-08-02T09:06:39.274Z
420;Android Apps;Mapa Turystyczna;2017-08-08T18:07:31.061Z
421;Android Apps;Flagi;2017-08-14T18:53:33.217Z
422;Android Apps;Ketchapp Summer Sports;2017-08-14T18:54:58.755Z
423;Android Apps;Flippy Knife – Throwing master;2017-08-15T16:38:37.753Z
424;Android Apps;Bowmasters;2017-08-15T16:39:40.321Z
425;Android Apps;CCleaner — Czyszczenie;2017-08-18T19:53:12.423Z
426;Android Apps;Tapety;2017-08-22T18:33:54.434Z
427;Android Apps;H&M – kochamy modę;2017-08-28T15:41:26.030Z
428;Android Apps;Amateur Surgeon 4;2017-08-30T17:36:00.962Z
429;Android Apps;Navitel Navigator GPS & Maps;2017-09-06T17:16:49.682Z
430;Android Apps;SUPER PADS DJ - Drum Launchpad;2017-09-07T17:16:53.629Z
431;Android Apps;Shazam;2017-09-15T12:17:23.390Z
432;Android Apps;Loop;2017-09-15T12:31:23.330Z
433;Android Apps;IPLA;2017-09-15T17:30:11.444Z
434;Android Apps;Frame - Wallpapers;2017-09-16T10:25:10.006Z
435;Android Apps;com.lc.mywalls;2017-09-16T10:25:35.713Z
436;Android Apps;Prezentacje Google;2017-09-17T12:24:12.927Z
437;Android Apps;com.companyname.fortuna_na_okraglo;2017-09-19T15:04:29.830Z
438;Android Apps;Fiszkoteka® - Fiszki do nauki;2017-10-01T18:16:15.895Z
439;Android Apps;Endomondo - Bieganie & Rower;2017-10-03T05:09:50.985Z
440;Android Apps;com.GroovyAntoid.FatBunny;2017-10-08T09:22:27.729Z
441;Android Apps;Nonogram - Logic Pic Puzzle;2017-10-08T09:22:58.313Z
442;Android Apps;Multikino;2017-10-10T13:07:25.515Z
443;Android Apps;Repertuar kin;2017-10-10T13:08:35.398Z
444;Android Apps;Selgros;2017-10-10T17:31:37.866Z
445;Android Apps;Lounge by Zalando;2017-10-10T18:02:04.590Z
446;Android Apps;Mapa świata - Quiz;2017-10-10T19:11:15.652Z
447;Android Apps;Microsoft Launcher;2017-10-10T19:13:17.565Z
448;Android Apps;Rossmann PL;2017-10-11T17:38:54.239Z
449;Android Apps;Recolor - Adult Coloring Book;2017-10-15T06:13:48.173Z
450;Android Apps;Find The Balance - Zabawna Fiz;2017-10-22T07:50:34.279Z
451;Android Apps;Legimi - ebooki i audiobooki;2017-10-24T13:36:40.292Z
452;Android Apps;McDonald's;2017-10-24T14:50:24.518Z
453;Android Apps;Instagram;2017-10-27T18:52:52.112Z
454;Android Apps;com.gamecream.splashup;2017-10-28T06:54:36.011Z
455;Android Apps;AliExpress;2017-11-03T11:11:01.912Z
456;Android Apps;ClevCalc - Kalkulator;2017-11-04T09:48:36.233Z
457;Android Apps;com.zerologicgames.minimalsudoku;2017-11-11T08:39:09.917Z
458;Android Apps;Video to MP3 Converter;2017-11-12T16:33:35.621Z
459;Android Apps;Episode - Choose Your Story;2017-11-23T17:23:24.184Z
460;Android Apps;Stranger Things: The Game;2017-11-26T09:40:07.808Z
461;Android Apps;com.veewo.supercat2;2017-11-26T09:40:23.189Z
462;Android Apps;GeoGebra Wykresy;2017-11-26T09:42:20.891Z
463;Android Apps;GeoGebra Geometry;2017-11-26T09:41:59.078Z
464;Android Apps;SkyCash;2017-11-26T17:35:30.523Z
465;Android Apps;VMSA Utility;2017-11-30T05:51:44.874Z
466;Android Apps;Arkusze Google;2017-11-30T11:52:49.747Z
467;Android Apps;Quizlet: fiszki oparte na SI;2017-12-06T18:20:51.366Z
468;Android Apps;Pixlr – Photo Editor;2017-12-09T12:03:15.639Z
469;Android Apps;Text on pictures - Write words;2017-12-09T12:03:25.835Z
470;Android Apps;PORTRA – Stunning art filter;2017-12-10T09:30:03.120Z
471;Android Apps;Floating Apps (multitasking);2017-12-11T18:23:06.513Z
472;Android Apps;Phone Clone;2017-12-12T15:05:54.072Z
473;Android Apps;AccuWeather lokalna pogoda;2017-12-12T15:39:53.303Z
474;Android Apps;Państwa Miasta: gry dla 2 osób;2017-12-14T15:36:02.207Z
475;Android Apps;HP Print Service Plugin;2017-12-14T20:10:54.240Z
476;Android Apps;Huawei Backup;2017-12-14T20:11:57.268Z
477;Android Apps;com.huawei.health;2017-12-14T20:12:18.823Z
478;Android Apps;com.huawei.hwid;2017-12-14T20:15:55.633Z
479;Android Apps;Quik - GoPro darmowy edytor wi;2017-12-14T21:17:45.516Z
480;Android Apps;Todoist: lista to-do i planer;2017-12-14T21:20:45.422Z
481;Android Apps;Samsung Smart View [Service wi;2017-12-16T15:47:07.366Z
482;Android Apps;SUPER DRUM - Play Drum!;2017-12-22T17:42:38.344Z
483;Android Apps;com.mamau.jazzsmash;2017-12-22T17:50:46.085Z
484;Android Apps;Cat Bird;2017-12-22T17:51:47.039Z
485;Android Apps;Hill Climb Racing 2;2017-12-23T13:07:51.116Z
486;Movie;Speed 2: Cruise Control;2017-12-23T21:16:15.663Z
487;Android Apps;com.ketchapp.jellyrun;2017-12-25T09:04:29.023Z
488;Android Apps;Kahoot! Graj i twórz quizy;2017-12-25T09:05:15.416Z
489;Android Apps;Photoshop Express Photo Editor;2017-12-25T12:34:00.217Z
490;Android Apps;Adobe Photoshop Mix - Cut-out,;2017-12-25T12:34:33.090Z
491;Android Apps;XGimp Edytor obrazów;2017-12-25T12:47:07.539Z
492;Android Apps;Leica C Image Shuttle;2017-12-26T19:33:06.410Z
493;Android Apps;com.idlers.blackbox;2018-01-08T19:17:58.947Z
494;Android Apps;Quiz House;2018-01-12T09:50:19.511Z
495;Android Apps;org.mozilla.fennec_aurora;2018-01-19T11:47:58.196Z
496;Android Apps;Once Upon a Tower;2018-01-19T12:05:12.075Z
497;Android Apps;Dumb Ways To Die 3: World Tour;2018-01-19T14:31:42.325Z
498;Android Apps;Knife Dash;2018-01-19T14:35:50.584Z
499;Android Apps;MEGA;2018-01-20T12:32:17.665Z
500;Android Apps;com.jdigamestudio.barinphysicsbox;2018-01-24T10:01:48.694Z
501;Android Apps;pix Walls - 4K Wallpapers;2018-01-26T19:44:27.978Z
502;Android Apps;Super Stickman Golf 2;2018-01-26T19:47:47.849Z
503;Android Apps;Posteroid;2018-01-26T19:48:41.122Z
504;Android Apps;com.xlabz.LogoMaker;2018-01-26T19:48:54.952Z
505;Android Apps;com.mangoogames.emojiquiz;2018-02-02T14:07:36.306Z
506;Android Apps;Mirror Lab;2018-02-03T19:15:10.173Z
507;Android Apps;com.fun.photo.apps.geometric;2018-02-03T19:15:27.285Z
508;Android Apps;Grammarly - Writing Assistant;2018-02-04T17:43:02.174Z
509;Android Apps;Facemoji:Emoji Keyboard&ASK AI;2018-02-09T20:01:11.393Z
510;Android Apps;Wallcraft – Tapety na telefon;2018-02-10T19:30:46.304Z
511;Android Apps;Przeglądarka Opera Mini;2018-02-11T15:28:12.475Z
512;Android Apps;Dunk Line;2018-02-25T16:05:56.082Z
513;Android Apps;1LINE - one-stroke puzzle game;2018-02-25T16:09:01.818Z
514;Android Apps;TextApp:Texting & WiFi Calling;2018-03-01T14:15:43.589Z
515;Android Apps;pl.priv.sms.bramka;2018-03-01T14:18:01.989Z
516;Android Apps;Slice Mania;2018-03-09T15:06:42.042Z
517;Android Apps;Monkey Ropes;2018-03-09T15:24:04.219Z
518;Android Apps;Słowo Krzyż;2018-03-13T18:02:12.244Z
519;Android Apps;Auchan;2018-03-17T14:06:31.819Z
520;Android Apps;Hopscotch – Action Tap Game;2018-03-20T16:06:54.306Z
521;Android Apps;Gra wyścigi dla dzieci -Beepzz;2018-03-27T15:56:42.557Z
522;Android Apps;Adobe Photoshop Fix;2018-04-02T07:14:54.076Z
523;Android Apps;com.fortafygames.pigeonpop;2018-04-03T09:14:42.954Z
524;Android Apps;com.huawei.phoneservice;2018-04-11T17:20:04.328Z
525;Android Apps;Bitmoji;2018-04-15T10:55:13.133Z
526;Android Apps;AndroVid - Edytor Wideo;2018-04-24T18:35:56.034Z
527;Android Apps;Filmora：AI Video Editor, Maker;2018-04-24T18:36:45.497Z
528;Android Apps;Ćwiczenia w Domu - Bez Sprzętu;2018-04-26T19:40:20.606Z
529;Android Apps;Frifon;2018-05-20T07:27:29.122Z
530;Android Apps;Deadroom -brain exploding game;2018-05-20T16:37:22.387Z
531;Android Apps;com.axgs.deadroomrebirth;2018-05-20T16:37:31.767Z
532;Android Apps;Instant - Quantified Self, Tra;2018-06-10T16:16:24.764Z
533;Android Apps;com.inc_3205.televzr;2018-06-21T19:21:04.235Z
534;Android Apps;Learn HTML;2018-07-16T12:44:38.947Z
535;Android Apps;Learn SQL;2018-07-16T12:44:55.501Z
536;Android Apps;Sololearn: Nauka Programowania;2018-07-16T12:47:51.506Z
537;Android Apps;Run Sausage Run!;2018-07-16T16:59:06.248Z
538;Android Apps;Młynek – Gra planszowa;2018-07-28T14:35:25.385Z
539;Android Apps;Knife Hit;2018-07-30T21:26:50.837Z
540;Android Apps;Polskie Szlaki - atrakcje;2018-08-02T10:30:17.666Z
541;Android Apps;Karkonosze;2018-08-02T10:31:57.926Z
542;Android Apps;CDA - filmy i telewizja;2018-08-11T07:02:06.050Z
543;Android Apps;Deezer: muzyka i podcasty;2018-08-17T15:43:54.044Z
544;Android Apps;Device Care;2018-08-29T12:11:30.982Z
545;Android Apps;Samsung My Files;2018-08-29T12:12:02.241Z
546;Android Apps;com.huawei.android.hwouc;2018-09-06T17:59:48.854Z
547;Android Apps;Epson iPrint;2018-09-15T18:28:25.628Z
548;Android Apps;Android TV Remote Control;2018-09-16T14:02:07.097Z
549;Android Apps;Google Zhuyin Input;2018-09-16T14:12:36.392Z
550;Android Apps;Color Snake;2018-09-28T19:36:56.127Z
551;Android Apps;Tomb of the Mask;2018-10-02T17:26:47.769Z
552;Android Apps;MIT AI2 Companion;2018-10-14T10:06:46.063Z
553;Android Apps;com.zagadki.jaka_to_piosenka;2018-10-28T13:20:38.112Z
554;Android Apps;Wytnij dzwonek, muzykę & Ekspr;2018-10-31T20:23:29.817Z
555;Android Apps;Pasty;2018-10-31T20:24:01.500Z
556;Android Apps;94% - Quiz, Trivia & Logic;2018-10-31T20:24:25.649Z
557;Android Apps;Kod QR skanera Błyskawica;2018-11-01T14:42:20.862Z
558;Android Apps;com.apple.qrcode.reader;2018-11-01T14:43:39.166Z
559;Android Apps;Toca Boca Jr;2018-11-10T11:00:33.159Z
560;Android Apps;Super Slime Simulator: DIY Art;2018-11-10T11:01:07.648Z
561;Android Apps;Kids Puzzles - Wooden Jigsaw;2018-11-10T11:43:05.009Z
562;Android Apps;puzzle dla dzieci;2018-11-10T11:43:13.924Z
563;Android Apps;Zmniejsz zdjęcie;2018-11-15T16:26:27.467Z
564;Android Apps;Bacon – The Game;2018-11-15T18:50:19.307Z
565;Android Apps;Pamiętnik pytań;2018-11-15T18:58:38.643Z
566;Android Apps;ANT+ Plugins Service;2018-11-18T15:38:06.340Z
567;Android Apps;ANT Radio Service;2018-11-18T15:47:50.733Z
568;Android Apps;Prezi Viewer;2018-11-22T08:43:10.666Z
569;Android Apps;com.huawei.android.thememanager;2018-11-24T21:14:52.552Z
570;Android Apps;Pizza Hut Polska;2018-11-27T14:25:30.175Z
571;Android Apps;pl.macaque.hangman2.pl;2018-12-03T21:15:00.739Z
572;Android Apps;Rozkład Kolejowy;2018-12-05T14:22:29.232Z
573;Android Apps;Empik - udane zakupy;2018-12-13T06:37:21.726Z
574;Android Apps;LEGO® MINDSTORMS® Commander;2018-12-28T14:06:43.170Z
575;Android Apps;LEGO® DUPLO® Train;2019-01-03T17:25:42.902Z
576;Android Apps;Gry w Dino Policyjnym Aucie;2019-01-03T17:25:56.240Z
577;Android Apps;PJ Masks™: Moonlight Heroes;2019-01-03T17:27:09.279Z
578;Android Apps;SoundCloud: Play Music & Songs;2019-01-05T22:35:18.437Z
579;Android Apps;Adventure Llama;2019-01-14T19:02:07.854Z
580;Android Apps;hifit.workout.butt.fitness.weightloss;2019-01-15T17:46:02.947Z
581;Android Apps;Monster Trucks Game for Kids 2;2019-02-09T13:35:49.312Z
582;Android Apps;Sudoku.com - zagadki liczbowe;2019-02-09T21:18:18.130Z
583;Android Apps;Player;2019-02-12T16:56:26.785Z
584;Android Apps;Candy simply-Fi;2019-02-16T09:49:13.560Z
585;Android Apps;Homo Evolution: Pierwsi ludzie;2019-03-10T16:29:33.659Z
586;Android Apps;TV Time: Śledź seriale i filmy;2019-03-25T14:32:50.950Z
587;Android Apps;Empik Foto;2019-03-25T16:56:13.197Z
588;Android Apps;com.huawei.himovie.overseas;2019-04-08T19:10:56.813Z
589;Android Apps;Dot n Beat - Hand Speed Test;2019-04-09T05:52:28.490Z
590;Android Apps;Pick Me Up™;2019-04-20T06:15:11.427Z
591;Android Apps;Folding Blocks;2019-05-01T08:11:01.437Z
592;Android Apps;Roller Splat!;2019-05-04T06:36:47.618Z
593;Android Apps;Portal Pasażera;2019-05-23T04:37:26.583Z
594;Android Apps;Portfel Google;2019-06-07T12:48:02.177Z
595;Android Apps;filter.camera.snap.photo.video.panorama;2019-06-09T11:09:43.406Z
596;Android Apps;Maluj według numeru koloru;2019-06-09T18:17:00.445Z
597;Android Apps;House Paint;2019-06-09T18:17:08.226Z
598;Android Apps;Bottle Flip 3D;2019-06-09T18:17:20.287Z
599;Android Apps;Ruletka Decyzji;2019-06-12T16:14:32.136Z
600;Android Apps;Prywatna Maszynka Losująca;2019-06-12T16:20:09.659Z
601;Android Apps;Random Generator;2019-06-12T16:20:34.590Z
602;Android Apps;hive - hulajnogi na minuty;2019-06-13T06:22:24.003Z
603;Android Apps;Train Taxi;2019-07-03T13:24:38.305Z
604;Android Apps;Labirynty i więcej;2019-07-07T18:36:53.613Z
605;Android Apps;Snapchat;2016-02-17T15:03:34.469Z
606;Android Apps;OLX - ogłoszenia lokalne;2015-12-29T15:12:24.154Z
607;Android Apps;Zmiana koloru — niekończąca!;2019-05-04T21:29:28.276Z
608;Android Apps;Tiles Hop: EDM Rush;2019-07-18T13:43:47.919Z
609;Android Apps;Words Of Wonders: Połącz Słowa;2019-07-18T13:48:38.061Z
610;Android Apps;Smart Switch Mobile;2019-07-22T19:06:58.775Z
611;Android Apps;Messenger;2015-12-19T12:23:38.664Z
612;Android Apps;Device Health Services;2019-07-22T21:10:28.301Z
613;Android Apps;Usługi Google Play dla AR;2019-07-22T21:31:16.172Z
614;Android Apps;[Samsung] Always On Display;2019-07-22T21:45:46.050Z
615;Android Apps;Group Sharing;2019-07-22T21:52:39.448Z
616;Android Apps;Ekran startowy Samsung One UI;2019-07-22T22:01:36.023Z
617;Android Apps;LinkedIn;2019-07-23T07:36:47.303Z
618;Android Apps;Where's My Water? 2;2019-07-24T17:29:40.955Z
619;Android Apps;Dumb Ways To Draw;2019-07-24T18:22:31.847Z
620;Android Apps;Homescapes;2019-07-26T10:17:18.894Z
621;Android Apps;City Island 5 - Sym budynku;2019-07-30T18:45:43.596Z
622;Android Apps;Guess The Movie - Quiz Filmowy;2019-07-30T18:49:31.096Z
623;Android Apps;Plumber 3;2019-07-30T19:12:33.186Z
624;Android Apps;Lemmings;2019-08-08T14:34:03.607Z
625;Android Apps;Sudoku - puzzle sudoku;2019-08-10T20:32:26.003Z
626;Android Apps;Sudoku - The Clean One;2019-08-10T20:33:46.244Z
627;Android Apps;Tiny Room Stories Town Mystery;2019-08-10T20:34:48.711Z
628;Android Apps;Tinker Island: Przetrwanie;2019-08-11T18:37:57.832Z
629;Android Apps;com.ElectricTurtle.CatCrash;2019-08-15T10:26:30.436Z
630;Android Apps;Gry Miłosne Dramat nastolatków;2019-08-16T13:13:30.277Z
631;Android Apps;com.jimbop.letmeout;2019-08-16T20:23:36.443Z
632;Android Apps;Salon dla zwierząt Małej Pandy;2019-08-17T07:56:59.320Z
633;Android Apps;Sand Balls - Puzzle Game;2019-08-17T12:33:18.178Z
634;Android Apps;SchemataCAD viewer DWG/DXF;2019-08-18T17:36:07.181Z
635;Android Apps;Wish: Kupuj i oszczędzaj;2019-08-30T16:22:11.462Z
636;Android Apps;com.natenai.glowhockey;2019-08-31T11:51:01.587Z
637;Android Apps;HiDone: dodatkowa praca & drob;2019-08-31T20:22:07.732Z
638;Android Apps;Nasze Szkoły;2019-09-05T08:00:04.380Z
639;Android Apps;Uber - Request a ride;2019-09-18T18:39:57.519Z
640;Android Apps;Snapseed;2019-09-29T07:26:10.094Z
641;Android Apps;cTracing;2019-10-04T15:24:16.242Z
642;Android Apps;Fun Race 3D — Biegaj i parkour;2019-10-05T18:40:58.240Z
643;Android Apps;Moony Lab - Zdjęcia z telefonu;2019-10-08T18:43:30.495Z
644;Android Apps;GeoGebra Scientific Calculator;2019-10-16T13:55:56.051Z
645;Android Apps;pl.operon.takzdam;2019-10-24T16:54:40.608Z
646;Android Apps;Multikino VUE;2019-11-08T14:34:28.638Z
647;Android Apps;Mahjong;2019-11-08T17:11:20.319Z
648;Android Apps;Brain Out;2019-11-11T12:00:14.247Z
649;Android Apps;Tripadvisor: Plan & Book Trips;2019-11-11T19:53:01.293Z
650;Android Apps;AmpMe - Speaker Booster;2019-11-19T07:47:47.805Z
651;Android Apps;SoundSeeder - Synced Music;2019-11-19T16:13:10.898Z
652;Android Apps;North Fish;2019-12-06T15:40:44.783Z
653;Android Apps;Kolaż Zdjęć - Edytor Zdjęć;2019-12-10T19:28:59.689Z
654;Android Apps;Kolaż Zdjęć & Edytor Zdjęć;2019-12-10T19:30:30.010Z
655;Android Apps;Złote Tarasy - centrum handlow;2019-12-16T15:33:33.189Z
656;Android Apps;Mystery Manor: hidden objects;2019-12-21T07:13:55.326Z
657;Android Apps;Yeah Bunny 2 - pixel retro arc;2019-12-25T09:50:22.878Z
658;Android Apps;CATRIS: Gry łamigłówki i koty;2019-12-25T09:50:50.467Z
659;Android Apps;Vinted.pl;2020-01-04T12:23:41.197Z
660;Android Apps;com.latte.takuzu;2020-01-12T16:34:42.780Z
661;Android Apps;Cat Stack;2020-01-12T16:34:57.006Z
662;Android Apps;Square Bird - Flappy Chicken;2020-02-08T13:13:59.273Z
663;Android Apps;Groupon: Oferty i Promocje;2020-02-08T17:16:53.524Z
664;Android Apps;info.magicball.android.free;2020-02-11T19:46:01.055Z
665;Android Apps;Magic Ball 8.0 / Magical Ball;2020-02-11T19:46:18.898Z
666;Android Apps;BuzzFeed - Quizzes & News;2020-02-16T12:42:27.182Z
667;Android Apps;Ampere;2020-02-23T13:07:44.643Z
668;Android Apps;Discord – Miejsce do rozmów;2020-03-14T10:09:15.226Z
669;Android Apps;Google Classroom;2020-03-17T09:25:35.396Z
670;Android Apps;InPost Mobile;2020-03-20T11:35:27.882Z
671;Android Apps;Microsoft Teams;2020-03-21T09:06:46.969Z
672;Android Apps;SpanishDictionary.com Learning;2020-03-22T11:59:43.956Z
673;Android Apps;GeoGebra 3D Calculator;2020-03-27T13:33:12.959Z
674;Android Apps;Kalendarz Google;2020-03-31T14:41:57.414Z
675;Android Apps;Łącze do Windows;2020-04-09T08:00:40.361Z
676;Android Apps;Android Auto;2020-04-09T08:07:17.688Z
677;Android Apps;Potion Punch 2: Cooking Quest;2020-04-09T16:58:15.550Z
678;Android Apps;Dream Talk Recorder;2020-04-10T21:41:27.950Z
679;Android Apps;Glovo－dostawa jedzenie i inne;2020-04-13T09:40:46.067Z
680;Android Apps;Gra Kot – The Cats Collector;2020-04-13T10:17:35.275Z
681;Android Apps;Numberzilla: Number Match Game;2020-04-13T10:18:01.960Z
682;Android Apps;Empik Go - audiobooki i ebooki;2020-04-13T10:41:24.144Z
683;Android Apps;DroidCam - Webcam for PC;2020-04-16T18:11:57.501Z
684;Android Apps;IP Webcam;2020-04-16T18:22:09.842Z
685;Android Apps;GIF Maker - GIF Editor;2020-04-17T21:03:22.942Z
686;Android Apps;TextArt - Add Text To Photo;2020-04-17T21:03:30.198Z
687;Android Apps;com.bybutter.nichi;2020-04-17T21:03:48.646Z
688;Android Apps;Zoom - One Platform to Connect;2020-04-22T13:53:00.178Z
689;Android Apps;Google Meet (original);2020-04-24T07:14:08.184Z
690;Android Apps;InShot -Edytor wideo i zdjęcia;2020-05-04T09:00:38.131Z
691;Android Apps;com.in.w3d;2020-06-01T18:53:43.857Z
692;Android Apps;Bottle Jump 3D;2020-06-11T11:45:53.540Z
693;Android Apps;upday news for Samsung;2020-06-15T17:18:23.796Z
694;Android Apps;SHEIN-Zakupy Online;2020-06-25T05:44:04.097Z
695;Android Apps;BILKOM Bilety;2020-06-28T17:03:26.156Z
696;Android Apps;Ucz się języków z Duolingo;2020-06-30T08:44:28.978Z
697;Android Apps;Obiektyw Google;2020-07-05T15:27:54.488Z
698;Android Apps;com.daygames.kob2.android;2020-09-11T19:34:47.986Z
699;Android Apps;adidas;2020-09-16T10:21:20.601Z
700;Android Apps;Tricky Castle – gry logiczne;2020-09-30T16:23:09.425Z
701;Android Apps;Delikatesy Centrum;2020-10-03T08:28:10.476Z
702;Android Apps;GitHub;2020-10-08T08:00:52.332Z
703;Android Apps;JPG to PDF Converter, IMGTOPDF;2020-10-15T08:42:22.031Z
704;Android Apps;Microsoft Lens - PDF Scanner;2020-10-15T08:43:00.785Z
705;Android Apps;Among Us;2020-10-18T17:01:05.977Z
706;Android Apps;Pydroid 3 - IDE for Python 3;2020-10-19T18:03:19.221Z
707;Android Apps;Orange Flex;2020-10-20T10:26:01.441Z
708;Android Apps;Blix - Gazetki Promocyjne;2020-10-25T17:41:55Z
709;Android Apps;com.PXLink.IamReed;2019-11-09T15:48:46.055Z
710;Android Apps;Monument Valley;2018-05-15T15:43:30.063Z
711;Android Apps;Saper Pro;2019-09-21T20:00:07.425Z
712;Android Apps;eBay – kupuj i oszczędzaj;2020-10-29T20:54:22.643Z
713;Android Apps;Pinterest;2020-10-29T20:55:08.362Z
714;Android Apps;Squid: Take Notes, Markup PDFs;2020-11-09T07:25:21.672Z
715;Android Apps;Concepts: Sketch, Note, Draw;2020-11-11T16:07:35.522Z
716;Android Apps;com.farm.pro.clicker;2019-03-10T16:29:13.828Z
717;Android Apps;ColorX Icon Pack;2019-07-30T18:44:55.450Z
718;Android Apps;Kalkulator naukowy Skalar Pro;2019-08-08T14:35:30.656Z
719;Android Apps;Nonogram.com - Łamigłówki;2020-11-22T12:21:49.927Z
720;Android Apps;com.rawrmaan.falcross;2020-11-22T12:22:21.176Z
721;Android Apps;Color Link Deluxe VIP;2019-07-30T18:40:43.014Z
722;Android Apps;CELL 13 - Physics Puzzle;2019-08-15T10:20:12.184Z
723;Android Apps;Klocki;2019-05-20T15:55:40.616Z
724;Android Apps;com.nodetrack.angle;2019-05-20T15:55:52.119Z
725;Android Apps;VectorScapes - Wallpaper Pack;2019-03-10T16:27:36.758Z
726;Android Apps;GST Calculator Pro - Tool;2019-07-09T16:14:03.386Z
727;Android Apps;NT Kalkulator - Rozbudowany Ka;2019-07-09T16:11:42.814Z
728;Android Apps;Xodo PDF Czytnik & Edytor;2020-11-23T09:18:58.219Z
729;Android Apps;Colorzzle;2020-02-26T20:12:00.249Z
730;Android Apps;Learn Basic Chinese in 20 Days;2019-05-20T15:56:52.014Z
731;Android Apps;Klub NEONAIL;2020-11-26T12:17:27.143Z
732;Android Apps;Gra Wisielec;2020-11-29T19:56:26.069Z
733;Android Apps;com.vti.homemate;2020-12-01T14:15:06.481Z
734;Android Apps;Adobe Scan: PDF Scanner, OCR;2020-12-01T14:16:01.718Z
735;Android Apps;Reed;2019-11-09T15:48:41.716Z
736;Android Apps;Fill Deluxe VIP;2019-08-08T14:33:40.798Z
737;Android Apps;2 Player Quiz Pro;2018-11-25T20:36:19.384Z
738;Android Apps;Mi Home;2020-12-03T10:54:17.955Z
739;Android Apps;Uber Eats: Food Delivery;2020-12-04T20:54:50.564Z
740;Android Apps;Squad: video chat + screen sha;2020-12-05T15:59:40.198Z
741;Android Apps;Pluxee Polska;2020-12-16T20:05:58.244Z
742;Android Apps;com.toxgam.stringface;2020-12-25T20:37:22.094Z
743;Android Apps;Real Piano;2020-12-27T12:18:09.745Z
744;Android Apps;That Level Again 4;2020-12-31T20:39:28.557Z
745;Android Apps;Accu​Battery - Bateria;2021-01-27T13:55:59.443Z
746;Android Apps;Microsoft Hyperlapse Mobile;2021-01-27T14:49:57.355Z
747;Android Apps;Time Lapse camera;2021-01-27T14:54:54.200Z
748;Android Apps;com.eleven.gagesandroid;2021-02-04T22:20:29.943Z
749;Android Apps;com.antoinehabert.actionverite;2021-02-04T22:21:03.399Z
750;Android Apps;Dreame;2021-02-22T10:31:30.175Z
751;Android Apps;Android System Intelligence;2021-03-07T22:17:06.110Z
752;Android Apps;1 Second Everyday Journal;2021-03-10T16:14:40.137Z
753;Android Apps;Moodle;2021-03-15T23:04:35.278Z
754;Android Apps;Clusterduck;2021-03-23T10:31:28.535Z
755;Android Apps;Solving It-Escape strange room;2021-03-23T10:31:47.885Z
756;Android Apps;Galaxy Wearable (Samsung Gear);2021-03-31T18:36:59.660Z
757;Android Apps;Samsung Email;2017-07-30T18:18:53.461Z
758;Android Apps;Samsung Health;2019-07-23T07:23:16.017Z
759;Android Apps;Muzyka Google Play;2015-12-02T21:10:59.625Z
761;Android Apps;PSD File Viewer;2021-04-04T09:44:43.915Z
762;Android Apps;Hashi (Bridges);2021-04-11T22:12:52.753Z
