"date","suma_kumulacyjna","typ","app","person"
2017-02-10,9073,"wyslane","mg","a"
2017-02-11,68066,"odebrane","mg","a"
2017-02-11,9129,"wyslane","mg","a"
2017-02-12,69050,"odebrane","mg","a"
2017-02-13,70156,"odebrane","mg","a"
2017-02-13,9153,"wyslane","mg","a"
2017-02-14,71099,"odebrane","mg","a"
2017-02-14,9213,"wyslane","mg","a"
2017-02-15,72007,"odebrane","mg","a"
2017-02-15,9253,"wyslane","mg","a"
2017-02-16,72838,"odebrane","mg","a"
2017-02-16,9279,"wyslane","mg","a"
2017-02-17,73568,"odebrane","mg","a"
2017-02-17,9351,"wyslane","mg","a"
2017-02-18,74508,"odebrane","mg","a"
2017-02-18,9387,"wyslane","mg","a"
2017-02-19,76194,"odebrane","mg","a"
2017-02-19,9392,"wyslane","mg","a"
2017-02-20,76825,"odebrane","mg","a"
2017-02-20,9393,"wyslane","mg","a"
2017-02-21,77275,"odebrane","mg","a"
2017-02-21,9409,"wyslane","mg","a"
2017-02-22,77894,"odebrane","mg","a"
2017-02-22,9410,"wyslane","mg","a"
2017-02-23,79070,"odebrane","mg","a"
2017-02-23,9551,"wyslane","mg","a"
2017-02-24,79401,"odebrane","mg","a"
2017-02-24,9596,"wyslane","mg","a"
2017-02-25,79810,"odebrane","mg","a"
2017-02-25,9634,"wyslane","mg","a"
2017-02-26,81342,"odebrane","mg","a"
2017-02-26,9678,"wyslane","mg","a"
2017-02-27,82219,"odebrane","mg","a"
2017-02-27,9965,"wyslane","mg","a"
2017-02-28,82958,"odebrane","mg","a"
2017-02-28,10066,"wyslane","mg","a"
2017-03-01,83991,"odebrane","mg","a"
2017-03-01,10312,"wyslane","mg","a"
2017-03-02,85075,"odebrane","mg","a"
2017-03-02,10434,"wyslane","mg","a"
2017-03-03,85405,"odebrane","mg","a"
2017-03-03,10440,"wyslane","mg","a"
2017-03-04,86126,"odebrane","mg","a"
2017-03-04,10551,"wyslane","mg","a"
2017-03-05,87660,"odebrane","mg","a"
2017-03-05,10774,"wyslane","mg","a"
2017-03-06,88686,"odebrane","mg","a"
2017-03-06,10945,"wyslane","mg","a"
2017-03-07,89858,"odebrane","mg","a"
2017-03-07,11000,"wyslane","mg","a"
2017-03-08,91313,"odebrane","mg","a"
2017-03-08,11073,"wyslane","mg","a"
2017-03-09,92744,"odebrane","mg","a"
2017-03-09,11364,"wyslane","mg","a"
2017-03-10,95007,"odebrane","mg","a"
2017-03-10,11844,"wyslane","mg","a"
2017-03-11,97242,"odebrane","mg","a"
2017-03-11,11881,"wyslane","mg","a"
2017-03-12,99560,"odebrane","mg","a"
2017-03-12,11991,"wyslane","mg","a"
2017-03-13,102419,"odebrane","mg","a"
2017-03-13,12422,"wyslane","mg","a"
2017-03-14,103950,"odebrane","mg","a"
2017-03-14,12596,"wyslane","mg","a"
2017-03-15,105782,"odebrane","mg","a"
2017-03-15,12783,"wyslane","mg","a"
2017-03-16,106842,"odebrane","mg","a"
2017-03-16,12808,"wyslane","mg","a"
2017-03-17,107791,"odebrane","mg","a"
2017-03-17,12920,"wyslane","mg","a"
2017-03-18,108616,"odebrane","mg","a"
2017-03-18,12932,"wyslane","mg","a"
2017-03-19,109291,"odebrane","mg","a"
2017-03-19,12943,"wyslane","mg","a"
2017-03-20,110128,"odebrane","mg","a"
2017-03-20,13033,"wyslane","mg","a"
2017-03-21,110767,"odebrane","mg","a"
2017-03-21,13078,"wyslane","mg","a"
2017-03-22,111891,"odebrane","mg","a"
2017-03-22,13113,"wyslane","mg","a"
2017-03-23,113561,"odebrane","mg","a"
2017-03-23,13129,"wyslane","mg","a"
2017-03-24,114657,"odebrane","mg","a"
2017-03-24,13161,"wyslane","mg","a"
2017-03-25,115470,"odebrane","mg","a"
2017-03-25,13306,"wyslane","mg","a"
2017-03-26,116426,"odebrane","mg","a"
2017-03-26,13333,"wyslane","mg","a"
2017-03-27,116690,"odebrane","mg","a"
2017-03-27,13414,"wyslane","mg","a"
2017-03-28,117294,"odebrane","mg","a"
2017-03-28,13480,"wyslane","mg","a"
2017-03-29,118357,"odebrane","mg","a"
2017-03-29,13664,"wyslane","mg","a"
2017-03-30,118723,"odebrane","mg","a"
2017-03-30,13668,"wyslane","mg","a"
2017-03-31,119294,"odebrane","mg","a"
2017-03-31,13695,"wyslane","mg","a"
2017-04-01,119787,"odebrane","mg","a"
2017-04-01,13702,"wyslane","mg","a"
2017-04-02,120551,"odebrane","mg","a"
2017-04-02,13783,"wyslane","mg","a"
2017-04-03,121074,"odebrane","mg","a"
2017-04-03,13857,"wyslane","mg","a"
2017-04-04,121344,"odebrane","mg","a"
2017-04-04,14024,"wyslane","mg","a"
2017-04-05,121560,"odebrane","mg","a"
2017-04-05,14034,"wyslane","mg","a"
2017-04-06,121744,"odebrane","mg","a"
2017-04-06,14035,"wyslane","mg","a"
2017-04-07,121953,"odebrane","mg","a"
2017-04-07,14051,"wyslane","mg","a"
2017-04-08,122436,"odebrane","mg","a"
2017-04-08,14064,"wyslane","mg","a"
2017-04-09,122703,"odebrane","mg","a"
2017-04-09,14072,"wyslane","mg","a"
2017-04-10,123158,"odebrane","mg","a"
2017-04-10,14097,"wyslane","mg","a"
2017-04-11,123668,"odebrane","mg","a"
2017-04-11,14107,"wyslane","mg","a"
2017-04-12,124274,"odebrane","mg","a"
2017-04-12,14110,"wyslane","mg","a"
2017-04-13,125333,"odebrane","mg","a"
2017-04-14,126284,"odebrane","mg","a"
2017-04-14,14112,"wyslane","mg","a"
2017-04-15,126713,"odebrane","mg","a"
2017-04-16,126972,"odebrane","mg","a"
2017-04-17,127361,"odebrane","mg","a"
2017-04-17,14114,"wyslane","mg","a"
2017-04-18,127752,"odebrane","mg","a"
2017-04-18,14116,"wyslane","mg","a"
2017-04-19,128723,"odebrane","mg","a"
2017-04-20,128992,"odebrane","mg","a"
2017-04-20,14125,"wyslane","mg","a"
2017-04-21,129725,"odebrane","mg","a"
2017-04-21,14127,"wyslane","mg","a"
2017-04-22,131618,"odebrane","mg","a"
2017-04-22,14154,"wyslane","mg","a"
2017-04-23,132300,"odebrane","mg","a"
2017-04-23,14186,"wyslane","mg","a"
2017-04-24,132806,"odebrane","mg","a"
2017-04-24,14188,"wyslane","mg","a"
2017-04-25,133203,"odebrane","mg","a"
2017-04-25,14245,"wyslane","mg","a"
2017-04-26,133596,"odebrane","mg","a"
2017-04-26,14264,"wyslane","mg","a"
2017-04-27,134038,"odebrane","mg","a"
2017-04-27,14305,"wyslane","mg","a"
2017-04-28,134259,"odebrane","mg","a"
2017-04-28,14327,"wyslane","mg","a"
2017-04-29,134749,"odebrane","mg","a"
2017-04-29,14332,"wyslane","mg","a"
2017-04-30,134882,"odebrane","mg","a"
2017-04-30,14334,"wyslane","mg","a"
2017-05-01,135055,"odebrane","mg","a"
2017-05-01,14369,"wyslane","mg","a"
2017-05-02,135195,"odebrane","mg","a"
2017-05-02,14416,"wyslane","mg","a"
2017-05-03,135641,"odebrane","mg","a"
2017-05-03,14417,"wyslane","mg","a"
2017-05-04,136503,"odebrane","mg","a"
2017-05-04,14513,"wyslane","mg","a"
2017-05-05,136956,"odebrane","mg","a"
2017-05-05,14672,"wyslane","mg","a"
2017-05-06,137218,"odebrane","mg","a"
2017-05-06,14709,"wyslane","mg","a"
2017-05-07,137627,"odebrane","mg","a"
2017-05-07,14756,"wyslane","mg","a"
2017-05-08,138066,"odebrane","mg","a"
2017-05-08,14871,"wyslane","mg","a"
2017-05-09,138317,"odebrane","mg","a"
2017-05-09,14894,"wyslane","mg","a"
2017-05-10,138594,"odebrane","mg","a"
2017-05-10,14931,"wyslane","mg","a"
2017-05-11,138770,"odebrane","mg","a"
2017-05-11,14967,"wyslane","mg","a"
2017-05-12,139290,"odebrane","mg","a"
2017-05-13,139485,"odebrane","mg","a"
2017-05-13,15052,"wyslane","mg","a"
2017-05-14,140068,"odebrane","mg","a"
2017-05-15,140976,"odebrane","mg","a"
2017-05-15,15061,"wyslane","mg","a"
2017-05-16,141410,"odebrane","mg","a"
2017-05-16,15074,"wyslane","mg","a"
2017-05-17,142193,"odebrane","mg","a"
2017-05-17,15076,"wyslane","mg","a"
2017-05-18,142554,"odebrane","mg","a"
2017-05-18,15102,"wyslane","mg","a"
2017-05-19,143105,"odebrane","mg","a"
2017-05-19,15105,"wyslane","mg","a"
2017-05-20,143561,"odebrane","mg","a"
2017-05-20,15114,"wyslane","mg","a"
2017-05-21,144112,"odebrane","mg","a"
2017-05-21,15128,"wyslane","mg","a"
2017-05-22,144313,"odebrane","mg","a"
2017-05-22,15131,"wyslane","mg","a"
2017-05-23,145242,"odebrane","mg","a"
2017-05-23,15178,"wyslane","mg","a"
2017-05-24,145726,"odebrane","mg","a"
2017-05-24,15193,"wyslane","mg","a"
2017-05-25,146175,"odebrane","mg","a"
2017-05-25,15218,"wyslane","mg","a"
2017-05-26,146411,"odebrane","mg","a"
2017-05-26,15229,"wyslane","mg","a"
2017-05-27,146820,"odebrane","mg","a"
2017-05-27,15235,"wyslane","mg","a"
2017-05-28,147313,"odebrane","mg","a"
2017-05-28,15264,"wyslane","mg","a"
2017-05-29,147495,"odebrane","mg","a"
2017-05-29,15308,"wyslane","mg","a"
2017-05-30,147769,"odebrane","mg","a"
2017-05-31,147985,"odebrane","mg","a"
2017-06-01,148327,"odebrane","mg","a"
2017-06-02,148444,"odebrane","mg","a"
2017-06-03,148755,"odebrane","mg","a"
2017-06-03,15351,"wyslane","mg","a"
2017-06-04,149069,"odebrane","mg","a"
2017-06-04,15356,"wyslane","mg","a"
2017-06-05,149263,"odebrane","mg","a"
2017-06-05,15370,"wyslane","mg","a"
2017-06-06,149677,"odebrane","mg","a"
2017-06-06,15374,"wyslane","mg","a"
2017-06-07,149748,"odebrane","mg","a"
2017-06-07,15398,"wyslane","mg","a"
2017-06-08,150130,"odebrane","mg","a"
2017-06-08,15433,"wyslane","mg","a"
2017-06-09,150331,"odebrane","mg","a"
2017-06-09,15479,"wyslane","mg","a"
2017-06-10,150620,"odebrane","mg","a"
2017-06-10,15482,"wyslane","mg","a"
2017-06-11,150856,"odebrane","mg","a"
2017-06-11,15492,"wyslane","mg","a"
2017-06-12,151137,"odebrane","mg","a"
2017-06-12,15507,"wyslane","mg","a"
2017-06-13,151314,"odebrane","mg","a"
2017-06-13,15529,"wyslane","mg","a"
2017-06-14,151493,"odebrane","mg","a"
2017-06-14,15541,"wyslane","mg","a"
2017-06-15,151553,"odebrane","mg","a"
2017-06-15,15549,"wyslane","mg","a"
2017-06-16,151719,"odebrane","mg","a"
2017-06-17,151826,"odebrane","mg","a"
2017-06-18,151996,"odebrane","mg","a"
2017-06-19,152084,"odebrane","mg","a"
2017-06-20,152205,"odebrane","mg","a"
2017-06-20,15551,"wyslane","mg","a"
2017-06-21,152288,"odebrane","mg","a"
2017-06-21,15572,"wyslane","mg","a"
2017-06-22,152353,"odebrane","mg","a"
2017-06-22,15641,"wyslane","mg","a"
2017-06-23,152582,"odebrane","mg","a"
2017-06-23,15728,"wyslane","mg","a"
2017-06-24,152835,"odebrane","mg","a"
2017-06-24,15885,"wyslane","mg","a"
2017-06-25,152894,"odebrane","mg","a"
2017-06-25,15908,"wyslane","mg","a"
2017-06-26,153168,"odebrane","mg","a"
2017-06-26,15974,"wyslane","mg","a"
2017-06-27,153196,"odebrane","mg","a"
2017-06-27,16006,"wyslane","mg","a"
2017-06-28,153344,"odebrane","mg","a"
2017-06-28,16070,"wyslane","mg","a"
2017-06-29,153349,"odebrane","mg","a"
2017-06-29,16084,"wyslane","mg","a"
2017-06-30,153559,"odebrane","mg","a"
2017-06-30,16241,"wyslane","mg","a"
2017-07-01,153695,"odebrane","mg","a"
2017-07-01,16250,"wyslane","mg","a"
2017-07-02,153779,"odebrane","mg","a"
2017-07-02,16302,"wyslane","mg","a"
2017-07-03,153847,"odebrane","mg","a"
2017-07-03,16367,"wyslane","mg","a"
2017-07-04,154169,"odebrane","mg","a"
2017-07-04,16394,"wyslane","mg","a"
2017-07-05,154443,"odebrane","mg","a"
2017-07-05,16434,"wyslane","mg","a"
2017-07-06,154623,"odebrane","mg","a"
2017-07-06,16662,"wyslane","mg","a"
2017-07-07,154826,"odebrane","mg","a"
2017-07-08,155433,"odebrane","mg","a"
2017-07-08,16663,"wyslane","mg","a"
2017-07-09,155624,"odebrane","mg","a"
2017-07-10,156093,"odebrane","mg","a"
2017-07-11,157436,"odebrane","mg","a"
2017-07-11,16716,"wyslane","mg","a"
2017-07-12,158178,"odebrane","mg","a"
2017-07-13,158368,"odebrane","mg","a"
2017-07-13,16717,"wyslane","mg","a"
2017-07-14,158470,"odebrane","mg","a"
2017-07-14,16758,"wyslane","mg","a"
2017-07-15,158634,"odebrane","mg","a"
2017-07-16,158667,"odebrane","mg","a"
2017-07-16,16761,"wyslane","mg","a"
2017-07-17,158740,"odebrane","mg","a"
2017-07-17,16786,"wyslane","mg","a"
2017-07-18,158785,"odebrane","mg","a"
2017-07-18,16846,"wyslane","mg","a"
2017-07-19,158822,"odebrane","mg","a"
2017-07-20,158922,"odebrane","mg","a"
2017-07-20,16860,"wyslane","mg","a"
2017-07-21,159392,"odebrane","mg","a"
2017-07-21,16967,"wyslane","mg","a"
2017-07-22,159671,"odebrane","mg","a"
2017-07-22,17069,"wyslane","mg","a"
2017-07-23,160025,"odebrane","mg","a"
2017-07-23,17189,"wyslane","mg","a"
2017-07-24,160080,"odebrane","mg","a"
2017-07-24,17199,"wyslane","mg","a"
2017-07-25,160156,"odebrane","mg","a"
2017-07-25,17202,"wyslane","mg","a"
2017-07-26,160231,"odebrane","mg","a"
2017-07-26,17214,"wyslane","mg","a"
2017-07-27,160366,"odebrane","mg","a"
2017-07-27,17219,"wyslane","mg","a"
2017-07-28,160651,"odebrane","mg","a"
2017-07-28,17227,"wyslane","mg","a"
2017-07-29,160820,"odebrane","mg","a"
2017-07-29,17230,"wyslane","mg","a"
2017-07-30,161456,"odebrane","mg","a"
2017-07-30,17339,"wyslane","mg","a"
2017-07-31,161697,"odebrane","mg","a"
2017-07-31,17405,"wyslane","mg","a"
2017-08-01,161761,"odebrane","mg","a"
2017-08-01,17415,"wyslane","mg","a"
2017-08-02,161956,"odebrane","mg","a"
2017-08-02,17441,"wyslane","mg","a"
2017-08-03,162215,"odebrane","mg","a"
2017-08-03,17449,"wyslane","mg","a"
2017-08-04,162353,"odebrane","mg","a"
2017-08-04,17524,"wyslane","mg","a"
2017-08-05,162505,"odebrane","mg","a"
2017-08-05,17526,"wyslane","mg","a"
2017-08-06,162648,"odebrane","mg","a"
2017-08-06,17539,"wyslane","mg","a"
2017-08-07,162762,"odebrane","mg","a"
2017-08-07,17552,"wyslane","mg","a"
2017-08-08,162941,"odebrane","mg","a"
2017-08-09,162976,"odebrane","mg","a"
2017-08-09,17561,"wyslane","mg","a"
2017-08-10,163130,"odebrane","mg","a"
2017-08-10,17569,"wyslane","mg","a"
2017-08-11,163301,"odebrane","mg","a"
2017-08-11,17577,"wyslane","mg","a"
2017-08-12,163646,"odebrane","mg","a"
2017-08-12,17654,"wyslane","mg","a"
2017-08-13,163876,"odebrane","mg","a"
2017-08-13,17669,"wyslane","mg","a"
2017-08-14,163940,"odebrane","mg","a"
2017-08-14,17675,"wyslane","mg","a"
2017-08-15,164238,"odebrane","mg","a"
2017-08-15,17680,"wyslane","mg","a"
2017-08-16,164638,"odebrane","mg","a"
2017-08-17,164765,"odebrane","mg","a"
2017-08-17,17705,"wyslane","mg","a"
2017-08-18,164862,"odebrane","mg","a"
2017-08-18,17716,"wyslane","mg","a"
2017-08-19,165035,"odebrane","mg","a"
2017-08-19,17717,"wyslane","mg","a"
2017-08-20,165143,"odebrane","mg","a"
2017-08-20,17730,"wyslane","mg","a"
2017-08-21,165593,"odebrane","mg","a"
2017-08-21,17809,"wyslane","mg","a"
2017-08-22,165839,"odebrane","mg","a"
2017-08-22,17835,"wyslane","mg","a"
2017-08-23,166426,"odebrane","mg","a"
2017-08-23,17851,"wyslane","mg","a"
2017-08-24,166765,"odebrane","mg","a"
2017-08-24,17956,"wyslane","mg","a"
2017-08-25,167142,"odebrane","mg","a"
2017-08-26,167277,"odebrane","mg","a"
2017-08-26,17981,"wyslane","mg","a"
2017-08-27,167576,"odebrane","mg","a"
2017-08-27,17982,"wyslane","mg","a"
2017-08-28,168090,"odebrane","mg","a"
2017-08-28,18197,"wyslane","mg","a"
2017-08-29,168390,"odebrane","mg","a"
2017-08-29,18320,"wyslane","mg","a"
2017-08-30,168616,"odebrane","mg","a"
2017-08-30,18342,"wyslane","mg","a"
2017-08-31,169208,"odebrane","mg","a"
2017-08-31,18415,"wyslane","mg","a"
2017-09-01,169553,"odebrane","mg","a"
2017-09-01,18560,"wyslane","mg","a"
2017-09-02,169864,"odebrane","mg","a"
2017-09-02,18569,"wyslane","mg","a"
2017-09-03,169980,"odebrane","mg","a"
2017-09-03,18704,"wyslane","mg","a"
2017-09-04,170100,"odebrane","mg","a"
2017-09-04,18741,"wyslane","mg","a"
2017-09-05,170284,"odebrane","mg","a"
2017-09-05,18969,"wyslane","mg","a"
2017-09-06,170318,"odebrane","mg","a"
2017-09-06,18982,"wyslane","mg","a"
2017-09-07,170488,"odebrane","mg","a"
2017-09-07,19073,"wyslane","mg","a"
2017-09-08,170740,"odebrane","mg","a"
2017-09-08,19111,"wyslane","mg","a"
2017-09-09,170793,"odebrane","mg","a"
2017-09-09,19134,"wyslane","mg","a"
2017-09-10,170989,"odebrane","mg","a"
2017-09-10,19195,"wyslane","mg","a"
2017-09-11,171093,"odebrane","mg","a"
2017-09-11,19251,"wyslane","mg","a"
2017-09-12,171198,"odebrane","mg","a"
2017-09-12,19296,"wyslane","mg","a"
2017-09-13,171376,"odebrane","mg","a"
2017-09-13,19302,"wyslane","mg","a"
2017-09-14,171510,"odebrane","mg","a"
2017-09-14,19362,"wyslane","mg","a"
2017-09-15,171596,"odebrane","mg","a"
2017-09-16,171612,"odebrane","mg","a"
2017-09-16,19370,"wyslane","mg","a"
2017-09-17,171847,"odebrane","mg","a"
2017-09-17,19450,"wyslane","mg","a"
2017-09-18,172025,"odebrane","mg","a"
2017-09-18,19555,"wyslane","mg","a"
2017-09-19,172263,"odebrane","mg","a"
2017-09-19,19616,"wyslane","mg","a"
2017-09-20,172389,"odebrane","mg","a"
2017-09-21,172644,"odebrane","mg","a"
2017-09-21,19790,"wyslane","mg","a"
2017-09-22,172880,"odebrane","mg","a"
2017-09-22,19838,"wyslane","mg","a"
2017-09-23,173030,"odebrane","mg","a"
2017-09-23,20007,"wyslane","mg","a"
2017-09-24,173215,"odebrane","mg","a"
2017-09-24,20050,"wyslane","mg","a"
2017-09-25,173418,"odebrane","mg","a"
2017-09-25,20120,"wyslane","mg","a"
2017-09-26,173614,"odebrane","mg","a"
2017-09-26,20323,"wyslane","mg","a"
2017-09-27,174025,"odebrane","mg","a"
2017-09-27,20414,"wyslane","mg","a"
2017-09-28,174406,"odebrane","mg","a"
2017-09-28,20498,"wyslane","mg","a"
2017-09-29,174534,"odebrane","mg","a"
2017-09-29,20534,"wyslane","mg","a"
2017-09-30,174592,"odebrane","mg","a"
2017-09-30,20565,"wyslane","mg","a"
2017-10-01,174727,"odebrane","mg","a"
2017-10-01,20662,"wyslane","mg","a"
2017-10-02,174918,"odebrane","mg","a"
2017-10-02,20735,"wyslane","mg","a"
2017-10-03,174997,"odebrane","mg","a"
2017-10-03,20748,"wyslane","mg","a"
2017-10-04,175216,"odebrane","mg","a"
2017-10-04,20825,"wyslane","mg","a"
2017-10-05,175350,"odebrane","mg","a"
2017-10-05,20911,"wyslane","mg","a"
2017-10-06,175743,"odebrane","mg","a"
2017-10-06,20972,"wyslane","mg","a"
2017-10-07,175900,"odebrane","mg","a"
2017-10-07,21062,"wyslane","mg","a"
2017-10-08,176336,"odebrane","mg","a"
2017-10-08,21068,"wyslane","mg","a"
2017-10-09,176423,"odebrane","mg","a"
2017-10-09,21110,"wyslane","mg","a"
2017-10-10,176766,"odebrane","mg","a"
2017-10-10,21372,"wyslane","mg","a"
2017-10-11,177082,"odebrane","mg","a"
2017-10-11,21425,"wyslane","mg","a"
2017-10-12,177263,"odebrane","mg","a"
2017-10-12,21547,"wyslane","mg","a"
2017-10-13,177324,"odebrane","mg","a"
2017-10-13,21583,"wyslane","mg","a"
2017-10-14,177792,"odebrane","mg","a"
2017-10-14,21705,"wyslane","mg","a"
2017-10-15,177874,"odebrane","mg","a"
2017-10-15,21722,"wyslane","mg","a"
2017-10-16,178122,"odebrane","mg","a"
2017-10-16,21810,"wyslane","mg","a"
2017-10-17,178460,"odebrane","mg","a"
2017-10-17,21942,"wyslane","mg","a"
2017-10-18,178647,"odebrane","mg","a"
2017-10-18,21994,"wyslane","mg","a"
2017-10-19,178717,"odebrane","mg","a"
2017-10-19,22026,"wyslane","mg","a"
2017-10-20,178729,"odebrane","mg","a"
2017-10-20,22030,"wyslane","mg","a"
2017-10-21,178772,"odebrane","mg","a"
2017-10-21,22090,"wyslane","mg","a"
2017-10-22,178898,"odebrane","mg","a"
2017-10-22,22097,"wyslane","mg","a"
2017-10-23,179012,"odebrane","mg","a"
2017-10-23,22124,"wyslane","mg","a"
2017-10-24,179081,"odebrane","mg","a"
2017-10-24,22151,"wyslane","mg","a"
2017-10-25,179304,"odebrane","mg","a"
2017-10-25,22152,"wyslane","mg","a"
2017-10-26,179713,"odebrane","mg","a"
2017-10-26,22237,"wyslane","mg","a"
2017-10-27,180058,"odebrane","mg","a"
2017-10-27,22262,"wyslane","mg","a"
2017-10-28,180516,"odebrane","mg","a"
2017-10-28,22322,"wyslane","mg","a"
2017-10-29,180903,"odebrane","mg","a"
2017-10-29,22363,"wyslane","mg","a"
2017-10-30,181161,"odebrane","mg","a"
2017-10-30,22383,"wyslane","mg","a"
2017-10-31,181244,"odebrane","mg","a"
2017-10-31,22422,"wyslane","mg","a"
2017-11-01,181411,"odebrane","mg","a"
2017-11-02,181925,"odebrane","mg","a"
2017-11-02,22636,"wyslane","mg","a"
2017-11-03,182124,"odebrane","mg","a"
2017-11-03,22648,"wyslane","mg","a"
2017-11-04,182159,"odebrane","mg","a"
2017-11-04,22650,"wyslane","mg","a"
2017-11-05,182293,"odebrane","mg","a"
2017-11-05,22684,"wyslane","mg","a"
2017-11-06,182385,"odebrane","mg","a"
2017-11-06,22727,"wyslane","mg","a"
2017-11-07,182449,"odebrane","mg","a"
2017-11-07,22737,"wyslane","mg","a"
2017-11-08,182537,"odebrane","mg","a"
2017-11-08,22766,"wyslane","mg","a"
2017-11-09,182569,"odebrane","mg","a"
2017-11-09,22774,"wyslane","mg","a"
2017-11-10,182608,"odebrane","mg","a"
2017-11-10,22795,"wyslane","mg","a"
2017-11-11,182642,"odebrane","mg","a"
2017-11-11,22796,"wyslane","mg","a"
2017-11-12,182810,"odebrane","mg","a"
2017-11-12,22823,"wyslane","mg","a"
2017-11-13,182918,"odebrane","mg","a"
2017-11-13,22850,"wyslane","mg","a"
2017-11-14,183036,"odebrane","mg","a"
2017-11-14,22917,"wyslane","mg","a"
2017-11-15,183107,"odebrane","mg","a"
2017-11-15,22945,"wyslane","mg","a"
2017-11-16,183222,"odebrane","mg","a"
2017-11-16,22959,"wyslane","mg","a"
2017-11-17,183264,"odebrane","mg","a"
2017-11-17,22982,"wyslane","mg","a"
2017-11-18,183382,"odebrane","mg","a"
2017-11-18,23010,"wyslane","mg","a"
2017-11-19,183642,"odebrane","mg","a"
2017-11-19,23014,"wyslane","mg","a"
2017-11-20,183949,"odebrane","mg","a"
2017-11-20,23158,"wyslane","mg","a"
2017-11-21,184090,"odebrane","mg","a"
2017-11-21,23221,"wyslane","mg","a"
2017-11-22,184152,"odebrane","mg","a"
2017-11-22,23238,"wyslane","mg","a"
2017-11-23,184321,"odebrane","mg","a"
2017-11-23,23293,"wyslane","mg","a"
2017-11-24,184386,"odebrane","mg","a"
2017-11-24,23322,"wyslane","mg","a"
2017-11-25,184464,"odebrane","mg","a"
2017-11-25,23402,"wyslane","mg","a"
2017-11-26,184631,"odebrane","mg","a"
2017-11-26,23419,"wyslane","mg","a"
2017-11-27,184842,"odebrane","mg","a"
2017-11-27,23534,"wyslane","mg","a"
2017-11-28,184964,"odebrane","mg","a"
2017-11-28,23609,"wyslane","mg","a"
2017-11-29,184992,"odebrane","mg","a"
2017-11-29,23637,"wyslane","mg","a"
2017-11-30,185067,"odebrane","mg","a"
2017-11-30,23645,"wyslane","mg","a"
2017-12-01,185115,"odebrane","mg","a"
2017-12-01,23647,"wyslane","mg","a"
2017-12-02,185234,"odebrane","mg","a"
2017-12-02,23800,"wyslane","mg","a"
2017-12-03,185442,"odebrane","mg","a"
2017-12-03,24003,"wyslane","mg","a"
2017-12-04,185647,"odebrane","mg","a"
2017-12-04,24110,"wyslane","mg","a"
2017-12-05,185975,"odebrane","mg","a"
2017-12-05,24224,"wyslane","mg","a"
2017-12-06,186055,"odebrane","mg","a"
2017-12-06,24252,"wyslane","mg","a"
2017-12-07,186235,"odebrane","mg","a"
2017-12-07,24286,"wyslane","mg","a"
2017-12-08,186375,"odebrane","mg","a"
2017-12-08,24354,"wyslane","mg","a"
2017-12-09,186452,"odebrane","mg","a"
2017-12-09,24384,"wyslane","mg","a"
2017-12-10,186510,"odebrane","mg","a"
2017-12-10,24389,"wyslane","mg","a"
2017-12-11,186630,"odebrane","mg","a"
2017-12-11,24473,"wyslane","mg","a"
2017-12-12,186904,"odebrane","mg","a"
2017-12-12,24555,"wyslane","mg","a"
2017-12-13,187242,"odebrane","mg","a"
2017-12-13,24708,"wyslane","mg","a"
2017-12-14,187497,"odebrane","mg","a"
2017-12-14,24844,"wyslane","mg","a"
2017-12-15,187629,"odebrane","mg","a"
2017-12-15,24846,"wyslane","mg","a"
2017-12-16,187669,"odebrane","mg","a"
2017-12-16,24858,"wyslane","mg","a"
2017-12-17,187802,"odebrane","mg","a"
2017-12-17,24892,"wyslane","mg","a"
2017-12-18,188149,"odebrane","mg","a"
2017-12-18,24977,"wyslane","mg","a"
2017-12-19,188371,"odebrane","mg","a"
2017-12-19,24999,"wyslane","mg","a"
2017-12-20,188524,"odebrane","mg","a"
2017-12-20,25095,"wyslane","mg","a"
2017-12-21,188606,"odebrane","mg","a"
2017-12-21,25181,"wyslane","mg","a"
2017-12-22,188732,"odebrane","mg","a"
2017-12-22,25198,"wyslane","mg","a"
2017-12-23,188805,"odebrane","mg","a"
2017-12-23,25213,"wyslane","mg","a"
2017-12-24,188921,"odebrane","mg","a"
2017-12-24,25226,"wyslane","mg","a"
2017-12-25,189006,"odebrane","mg","a"
2017-12-26,189369,"odebrane","mg","a"
2017-12-26,25230,"wyslane","mg","a"
2017-12-27,189375,"odebrane","mg","a"
2017-12-27,25235,"wyslane","mg","a"
2017-12-28,189410,"odebrane","mg","a"
2017-12-28,25283,"wyslane","mg","a"
2017-12-29,189432,"odebrane","mg","a"
2017-12-30,189440,"odebrane","mg","a"
2017-12-30,25296,"wyslane","mg","a"
2017-12-31,189489,"odebrane","mg","a"
2017-12-31,25314,"wyslane","mg","a"
2018-01-01,189752,"odebrane","mg","a"
2018-01-01,25464,"wyslane","mg","a"
2018-01-02,189883,"odebrane","mg","a"
2018-01-02,25469,"wyslane","mg","a"
2018-01-03,190144,"odebrane","mg","a"
2018-01-03,25570,"wyslane","mg","a"
2018-01-04,190412,"odebrane","mg","a"
2018-01-04,25623,"wyslane","mg","a"
2018-01-05,190564,"odebrane","mg","a"
2018-01-05,25669,"wyslane","mg","a"
2018-01-06,190598,"odebrane","mg","a"
2018-01-07,190743,"odebrane","mg","a"
2018-01-07,25772,"wyslane","mg","a"
2018-01-08,190934,"odebrane","mg","a"
2018-01-08,25912,"wyslane","mg","a"
