Country Name;Country Code;Indicator Name;Indicator Code;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Micronesia, Fed. Sts.;FSM;GDP per capita (current US$);NY.GDP.PCAP.CD;2256.01135749054;2298.63645841833;2344.40346200197;2420.7490064763;2598.40360440538;2760.0113395546;2885.44124871393;3023.58544607879;2920.70086272777;2928.44878191958;2891.32210264749;3022.65362747328;3320.3549760029;3623.32933678299;3699.08151446862;3639.41269869588;3571.33676887856;3741.05776874774
Gabon;GAB;GDP per capita (current US$);NY.GDP.PCAP.CD;6570.96326967573;6873.45398408936;8036.91994764448;9732.22652388212;7325.90950786739;8399.59734429648;10273.7984510255;9348.51486808302;9250.08111738777;9255.3680370136;7090.45463415798;6722.19822197571;6975.69519686527;7694.90604516289;7523.8622784602;6680.08267035331;8635.7971437495;8820.34733810024
United Kingdom;GBR;GDP per capita (current US$);NY.GDP.PCAP.CD;42131.8270714745;44537.7123351892;50438.229599278;47432.8790970463;38820.0145894173;39693.1938701237;42150.6981408821;42485.5860695397;43449.0917173139;47447.5889322667;45071.0743234873;41146.0773555246;40622.6893883232;43306.3083049317;42747.080460496;40318.4169225055;46585.8975644567;45850.4261222629
Georgia;GEO;GDP per capita (current US$);NY.GDP.PCAP.CD;1642.78359414797;1996.01975902728;2635.36702862759;3324.75446389929;2822.68923316472;3233.22035714481;4021.75420388069;4421.92981926543;4623.88471369397;4739.27780775509;4014.11224099111;4062.12697838612;4356.9285949639;4722.0424231414;4696.15058555612;4255.74299321254;5023.27438368985;6627.70698037798
Ghana;GHA;GDP per capita (current US$);NY.GDP.PCAP.CD;477.60083643103;904.169725065419;1047.19920885909;1178.95587732926;1044.00523662061;1258.96390342222;1501.05917129856;1536.61991568022;2282.40750113579;1942.92186873525;1711.27147078346;1900.3978364641;1998.72266579856;2180.02968425645;2167.92544002254;2176.57621802942;2410.87730858166;2175.85976967011
Gibraltar;GIB;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;
Guinea;GIN;GDP per capita (current US$);NY.GDP.PCAP.CD;321.338633237121;452.2761597158;657.993473782574;712.099416044254;670.26125355912;667.281601915278;644.502548629055;707.967678161242;757.692272508395;774.56903955885;756.425589848067;720.47325520799;843.464279212393;944.417268594849;1043.89988619523;1073.6593389589;1189.17599946636;1531.65647549394
Gambia, The;GMB;GDP per capita (current US$);NY.GDP.PCAP.CD;618.959806240973;615.973928349442;725.092275166439;857.858239870456;772.124927899998;796.631838772059;705.477493908292;686.557560103613;647.385537546887;561.649639269727;611.671217782995;640.67627011057;632.001017887163;683.324637893351;722.875350964205;704.030457831626;772.151452383989;840.010193356007
Guinea-Bissau;GNB;GDP per capita (current US$);NY.GDP.PCAP.CD;425.471888739986;418.902079020379;480.438602162665;583.268305934105;543.562469248304;542.284101219589;683.534475992031;598.572626243274;616.159928711499;605.122546472108;585.957012585401;642.666390083655;718.245737769192;781.644367627497;730.611432269736;710.258132977055;795.118605034735;775.828965734682
Equatorial Guinea;GNQ;GDP per capita (current US$);NY.GDP.PCAP.CD;9502.85881614782;11140.1901650513;13776.9033327262;19849.7177669705;14398.770485777;14905.5145697484;18659.4160360714;18756.4250106345;17644.5943098203;16804.9249314414;9788.98380398511;8035.30766558397;8410.3979803065;8719.18686965442;7317.39002392701;6327.59896192339;7506.66786103709;7053.46708464771
Greece;GRC;GDP per capita (current US$);NY.GDP.PCAP.CD;22560.1472939077;24821.9367451879;28863.9732885018;32127.9831943287;29828.7560245271;26716.648826028;25483.8825644933;21912.9982879517;21787.7877636036;21616.7100094905;18083.8779056547;17923.9668134721;18582.0893411633;19756.9904562547;19144.2843875557;17658.9473011189;20192.5963039061;20732.0522190537
Grenada;GRD;GDP per capita (current US$);NY.GDP.PCAP.CD;6308.66504213503;6295.28117153806;6790.63408004111;7343.44526962639;6810.44031784436;6760.97488416081;6775.74927822931;6900.76507593244;7205.25476521885;7726.37826175954;8379.62184743156;8849.51353500776;9309.26129609568;9574.3102711372;9887.92074235834;8437.5367823125;9010.5127999358;10016.2086862449
Greenland;GRL;GDP per capita (current US$);NY.GDP.PCAP.CD;32489.7277309899;35458.2523102144;39780.9453548225;44366.7873192441;44918.8441762242;43988.5280290494;47186.8800831628;45936.9599532616;47535.4910353877;50485.227411927;44536.3560872963;48181.874188064;50765.6956477233;54545.2999786248;53309.5792663647;54693.5114093342;57116.4138715706;
Guatemala;GTM;GDP per capita (current US$);NY.GDP.PCAP.CD;2068.48816115505;2251.07883321194;2490.74777415501;2802.45145888652;2651.83160866108;2852.55765185029;3228.03813963203;3355.03459892096;3522.76754110253;3779.62604225079;3994.62908519019;4173.28130287658;4454.02466102158;4485.75238352401;4647.80734000427;4609.89725752869;5029.47733808268;5473.20874104102
Guam;GUM;GDP per capita (current US$);NY.GDP.PCAP.CD;25621.845162075;25735.5396994079;26686.8168217379;28277.432083776;29335.2776765099;30011.2185803948;30087.7155914011;31642.1462570316;32318.8908975541;33483.9414359299;34522.3779304433;35052.8079075238;35663.0250406273;35902.725903793;37752.633077142;34780.8616624614;35904.8635462723;
Guyana;GUY;GDP per capita (current US$);NY.GDP.PCAP.CD;1085.78488650781;3138.08220390545;3609.90851528849;4011.38689701565;4213.81622922287;4589.87249015273;4960.00472639074;5461.39007580443;5576.25021487173;5495.37708403271;5668.42976474423;5905.38019563205;6220.97856820609;6094.90983679015;6477.29672607993;6863.07434593017;9998.54431136155;18989.7901988355
High income;HIC;GDP per capita (current US$);NY.GDP.PCAP.CD;33273.2932722552;34886.1679817029;37890.9033063234;40040.8292982268;37226.650298594;38764.4468995418;41681.6423503065;41480.2027738746;41752.8000576397;42410.7482556388;39815.1402467714;40436.3619417573;42079.9179374498;44530.3800579065;44727.7346006187;43437.8943103859;48351.0720660842;49430.3293645734
Hong Kong SAR, China;HKG;GDP per capita (current US$);NY.GDP.PCAP.CD;26649.6365819624;28224.093945162;30593.952481061;31515.5278612495;30697.5383861641;32550.137885731;35142.4879344543;36730.7977743272;38403.7777145477;40315.3722179377;42432.1619740441;43734.1980702999;46160.429791493;48537.5668888343;48359.0032522111;46109.2299946609;49764.793115622;48983.623801213
Honduras;HND;GDP per capita (current US$);NY.GDP.PCAP.CD;1289.8231369221;1409.579723383;1559.88604406996;1713.41813419051;1762.34916029174;1874.27170372599;2053.95973112624;2107.34548058009;2064.55051938928;2164.42451571622;2257.22528369354;2295.53623075587;2403.30609417895;2457.68601233921;2519.36619342175;2354.12148010105;2771.72261645247;3040.17307960182
Heavily indebted poor countries (HIPC);HPC;GDP per capita (current US$);NY.GDP.PCAP.CD;509.586225720173;584.665648696144;679.631379660481;786.961554744719;773.541467126228;831.132251297981;906.809493571077;912.773778422999;986.931455571369;1018.50599310726;961.05912289048;978.109791276521;1051.22070001086;973.033541392665;980.443936644367;964.91637621707;1043.67963008607;1097.0516591685
Croatia;HRV;GDP per capita (current US$);NY.GDP.PCAP.CD;10446.3604388687;11489.3912734101;13728.5210142825;15857.7122475904;14387.6566405193;13664.2088391124;14623.9905306334;13410.8208102542;13949.1217681988;13970.9832274478;12071.090955025;12550.7088600004;13562.1440493296;15003.1406807658;15086.2117396215;14236.5352454642;17747.7892862107;18413.2346820557
Haiti;HTI;GDP per capita (current US$);NY.GDP.PCAP.CD;771.535002681156;824.358051848209;979.599640864098;1089.57635502893;1191.80293520311;1204.86205532083;1306.84531878112;1356.17277659383;1452.31354765263;1454.64917470105;1405.71478574853;1313.18609516523;1389.35862300356;1489.57840618445;1345.47505482083;1283.14122784667;1823.74222440796;1748.25713234727
Hungary;HUN;GDP per capita (current US$);NY.GDP.PCAP.CD;11223.3993032598;11489.5608654088;13940.9067455267;15772.3270292979;13077.3076195053;13217.5045951108;14234.471576937;12984.8365730133;13715.0703590361;14294.2584180751;12717.038597002;13104.6995457458;14621.2395956755;16425.2050299693;16786.2136399075;16125.6094085407;18772.1411117581;18463.2085249699
IBRD only;IBD;GDP per capita (current US$);NY.GDP.PCAP.CD;2284.61307209224;2681.63962310435;3298.16603717762;3918.60726638104;3762.43390888069;4529.80136052006;5309.50030271636;5583.26287649536;5827.25160119958;5959.81193021316;5524.93979758256;5513.37201767983;6033.40589351785;6363.72285385021;6450.76019852946;6170.42273178302;7275.45462599073;7658.32088697013
IDA & IBRD total;IBT;GDP per capita (current US$);NY.GDP.PCAP.CD;1925.90051759693;2255.21513921838;2750.81349521723;3256.88298648662;3124.36006930922;3733.39573834849;4312.79211541486;4518.83046893675;4713.75426286518;4823.22717913561;4473.5452447004;4455.01334108557;4839.28174336472;5076.88440746253;5131.96671603115;4895.9749891472;5712.35778982205;5988.57279695996
IDA total;IDA;GDP per capita (current US$);NY.GDP.PCAP.CD;725.622433309397;847.332536935719;967.128415375326;1128.30390396554;1098.4284752974;1239.07676399834;1231.98229437594;1267.39189095552;1348.33814525028;1423.48680466244;1361.63277291469;1358.88632920905;1390.17031609944;1410.16581042278;1427.76901211753;1371.12917554267;1461.61016032231;1528.9727987133
IDA blend;IDB;GDP per capita (current US$);NY.GDP.PCAP.CD;888.883407825103;1093.28968303638;1231.33108194928;1421.45119414565;1315.45762086409;1512.22166518003;1699.05645579183;1833.52275608738;1954.03318394757;2083.53595188821;1930.75022370839;1818.7524929092;1751.91664584804;1875.79861269869;1874.5846274451;1720.74122393904;1842.03199304628;1930.61281858042
Indonesia;IDN;GDP per capita (current US$);NY.GDP.PCAP.CD;1249.3976936371;1572.79793977879;1840.32992667702;2144.38954419985;2239.09526528198;3094.44307855057;3613.80088834845;3668.21208350123;3602.88551680629;3476.62485432866;3322.58167907656;3558.81885174287;3839.78507463674;3902.66167542693;4151.22755454135;3895.61815205095;4334.21598260314;4787.99930765134
IDA only;IDX;GDP per capita (current US$);NY.GDP.PCAP.CD;644.56872693374;724.289017587127;835.133596591205;981.830522156214;990.022779268883;1102.16138546949;996.635922719367;981.987504964603;1043.1385988104;1091.21399218489;1075.7318853631;1128.68034518962;1209.69996683014;1178.52443284313;1206.13799722073;1198.15115452242;1273.74388066576;1330.8545441218
Isle of Man;IMN;GDP per capita (current US$);NY.GDP.PCAP.CD;38184.3378343985;42662.6028530438;55072.1779879971;72304.9475048348;66175.2275799728;70625.1685395307;77838.3969262578;79326.3829996936;83204.7471690551;91881.1283613609;84753.4567280589;82041.6210499781;83510.3037459928;89425.8913886018;87152.4530174045;79530.6054842568;;
India;IND;GDP per capita (current US$);NY.GDP.PCAP.CD;710.509344850714;802.01374204738;1022.73247550475;993.503412459599;1096.63613605864;1350.63445681517;1449.60330101065;1434.01797842656;1438.05699513067;1559.86377161811;1590.17432166504;1714.2795405846;1957.96981368095;1974.37773014516;2050.16378973235;1913.21972103493;2238.12713873311;2388.62119776762
Not classified;INX;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;
Ireland;IRL;GDP per capita (current US$);NY.GDP.PCAP.CD;50933.0216095589;54329.1618599624;61396.417461176;61353.1065629523;52133.0906162544;48663.6004439262;52183.1329312158;49054.6974340641;51546.3547634549;55643.0594338739;62053.9844381587;62895.9111239299;69970.9489145768;79250.387851767;80927.0746710651;85420.1908556082;100172.079253421;104038.946076296
Iran, Islamic Rep.;IRN;GDP per capita (current US$);NY.GDP.PCAP.CD;3226.61397057427;3736.17779257835;4838.00355609278;5623.91168097394;5602.55628183187;6458.57395640309;8201.58167817586;8329.00206687522;6280.68186752661;5757.54333261849;4990.93679537694;5497.24323256491;5758.59072767048;3829.82985506938;3276.75326508099;2746.41948317956;4084.20030479458;4387.82571517872
Iraq;IRQ;GDP per capita (current US$);NY.GDP.PCAP.CD;1740.66833006213;2253.54711274949;3099.59196989479;4504.50809414268;3686.4021329943;4430.42624189518;5736.89895897239;6437.50307624074;6612.90225210234;6215.98603314029;4416.94292281917;4305.20270154631;4725.19357334032;5601.46706102705;5621.18169491752;4251.33725272808;4770.83534274738;5937.19546600271
Iceland;ISL;GDP per capita (current US$);NY.GDP.PCAP.CD;56794.8802178278;57492.9342498703;69495.7267376825;56943.3596557403;41301.2794286714;43237.0729488958;47714.5922308485;45995.5478789467;49804.9829978371;54576.7448146565;52951.6815110898;61987.9263620283;72010.1490316258;74452.1890731447;68403.1448095284;58813.7969830876;68594.0081044426;72902.9799538499
Israel;ISR;GDP per capita (current US$);NY.GDP.PCAP.CD;21223.9355901939;22494.6000232756;25633.7496115531;30173.1833628451;28316.7853650267;31266.6053174383;34354.7161182231;33156.2283157638;36941.8423573582;38259.6810956173;36206.5222171621;37690.4739511859;41114.7817082553;42406.8454263606;44452.2325623093;44846.7915954816;52166.8121647134;54659.753964319
Italy;ITA;GDP per capita (current US$);NY.GDP.PCAP.CD;32055.0920757503;33529.7266014361;37870.7475070969;40944.9124194678;37226.7571935402;36035.6449950699;38649.6394836792;35051.5212697703;35560.0814062291;35565.7213771491;30242.3861352184;30960.7315088911;32406.7203150137;34622.1696664735;33673.7509627414;31918.6934933773;35770.0496120858;34157.990122464
Jamaica;JAM;GDP per capita (current US$);NY.GDP.PCAP.CD;4200.38895819768;4435.57147498821;4738.44978809237;5056.25800784386;4452.12080841227;4835.79106820501;5259.93174059193;5365.24214861104;5143.72217220643;4991.56426734718;5077.55163565712;5022.70332766053;5273.14892328505;5594.49310704577;5626.17040261069;4897.26477019956;5183.58110028848;6047.21646430936
Jordan;JOR;GDP per capita (current US$);NY.GDP.PCAP.CD;2216.9451815491;2478.29194408734;2643.16930916886;3416.12606742751;3618.89261685515;3914.70123105389;4152.49398098582;4386.4618185538;4477.61832070861;4255.89430213385;4064.25301043642;4003.40474641177;4073.11640314668;4146.40731063215;4159.67140765344;3987.65017399411;4046.93146710672;4204.50563967692
Japan;JPN;GDP per capita (current US$);NY.GDP.PCAP.CD;37812.8910174761;35991.5423923387;35779.0156794464;39876.3062956324;41309.0016548642;44968.1562349739;48760.0789494211;49145.2804308193;40898.6478964744;38475.3952461838;34960.6393843385;39375.4731620781;38834.0529341227;39751.1330982711;40415.9567649547;39986.9286287091;39827.1267678179;33815.3172733799
Kazakhstan;KAZ;GDP per capita (current US$);NY.GDP.PCAP.CD;3771.27895733845;5291.57402219435;6771.41663856631;8458.01949793626;7165.22479413309;9070.48825285747;11633.9985571927;12386.6992652963;13890.6339998972;12807.263069029;10510.7703082872;7714.84184376024;9247.58068659796;9812.62542188505;9812.59553636276;9121.63640167864;10373.7897924367;11243.6712256386
Kenya;KEN;GDP per capita (current US$);NY.GDP.PCAP.CD;522.776837123333;699.399738111236;840.191631882336;915.998915654065;1049.12179424341;1093.63962775736;1099.31546533279;1289.78079520061;1376.8292062766;1489.9197238099;1496.65356762256;1562.07661095478;1675.98842952557;1845.78341285836;1970.0800629654;1936.25075166045;2069.66113651418;2099.30193826696
Kyrgyz Republic;KGZ;GDP per capita (current US$);NY.GDP.PCAP.CD;476.551891692624;543.110703141318;721.769526303082;966.393847373208;871.224220118553;880.038514144186;1123.8831359808;1177.97525759238;1282.43824730088;1279.77077699195;1121.08269123697;1120.66706080157;1242.7702228364;1308.13977921847;1374.03113638998;1182.52150620357;1306.17799234979;1606.66807508711
Cambodia;KHM;GDP per capita (current US$);NY.GDP.PCAP.CD;475.069394260589;539.747365398375;629.921076681188;742.397972379419;734.815118591223;782.695738661233;880.310304425532;950.482544612158;1015.2208813493;1098.07453750857;1170.74281578324;1281.10597109735;1400.89926526097;1533.31598456036;1671.38540009767;1577.91173993243;1625.2350215138;1786.56081858524
Kiribati;KIR;GDP per capita (current US$);NY.GDP.PCAP.CD;1142.33555882418;1101.45723509907;1300.75879802138;1356.64711165931;1249.30241656213;1438.08077150793;1644.40721171908;1698.91907044909;1628.64244178521;1546.88135922715;1459.14369528831;1506.23102993198;1566.44704429709;1607.22964956271;1410.01508996396;1403.99373815921;1766.14394497188;1701.97012305233
St. Kitts and Nevis;KNA;GDP per capita (current US$);NY.GDP.PCAP.CD;11711.1547074094;13747.8093359819;14660.9632071719;16491.8850906212;16374.256885994;16427.6210053903;17571.984460028;17293.8060527894;18315.914675326;19945.3926713338;20025.8848511621;21095.2540386708;22160.6036296839;22548.1506296397;23219.4090468738;18566.0178460649;18082.6879898426;20176.7475766259
Korea, Rep.;KOR;GDP per capita (current US$);NY.GDP.PCAP.CD;19402.5032574748;21743.4770908524;24086.4114327703;21350.4286256041;19143.8516053025;23087.2256438476;25096.2638838239;25466.7605170594;27182.7343101936;29249.5752209742;28732.2310762599;29288.8704389833;31616.8434004683;33436.9230646064;31902.4169048194;31721.2980183057;34997.7816427848;32254.6247153456
Kuwait;KWT;GDP per capita (current US$);NY.GDP.PCAP.CD;36144.9949458716;42970.6631297395;45729.8060441175;55595.4084838672;37906.1503031299;39212.6352806064;49010.320366082;51271.148649557;47762.7223166767;43239.8136517377;29315.1960719019;27026.6481960811;29258.289635943;32012.1352035471;30666.2206640015;24297.7011414501;32186.7654076734;43233.4890938984
Latin America & Caribbean (excluding high income);LAC;GDP per capita (current US$);NY.GDP.PCAP.CD;4862.51232862466;5606.30209457465;6549.14286364072;7494.72148565854;6881.48860294703;8526.03077587136;9854.2896545201;9692.4046118718;9840.59859734047;9781.72374713917;8226.89248465706;7912.27908614332;8732.61538577559;8387.84905597904;8184.42457418509;6837.63041190964;7804.44821172299;8884.68273481444
Lao PDR;LAO;GDP per capita (current US$);NY.GDP.PCAP.CD;467.379592722001;581.01024361377;699.04137607102;887.639734943543;936.790321410614;1127.83523605646;1363.72529043154;1566.00974499584;1815.44023790527;1984.50867013598;2125.45905698314;2309.0490761946;2439.4633552251;2553.36186646266;2598.50552320723;2593.35509719847;2535.62343427332;2088.37718210612
Lebanon;LBN;GDP per capita (current US$);NY.GDP.PCAP.CD;4630.00921356158;4665.96280137358;5162.03295874841;5957.69675414263;7149.79149803501;7695.24541461262;7914.10956809875;8500.1805629531;8255.20921057153;7665.37969184142;7802.75136773923;8172.29947595953;8679.8974221128;9225.84515488016;8925.42186018651;5599.95752260733;4136.14657516013;
Liberia;LBR;GDP per capita (current US$);NY.GDP.PCAP.CD;290.541214909265;323.841225769427;377.951628798097;456.144699881365;452.745228889857;497.020365397034;573.526422156584;644.455576742833;717.635753333907;713.734882389203;699.662946853965;722.131226789418;706.892691974846;700.037039377706;665.878447568436;597.529691893048;675.66318584916;754.532876859838
Libya;LBY;GDP per capita (current US$);NY.GDP.PCAP.CD;8108.05260784367;10060.3610411464;11158.11227397;13921.8992343988;9560.80380767523;11611.3585953054;7784.13321369262;15765.4197904822;12589.5297146602;9408.75254642338;7867.51573102412;7945.00605016919;10529.116268568;11838.2987075;10542.4290203358;7034.65836451166;5908.9513231651;6716.09598462328
St. Lucia;LCA;GDP per capita (current US$);NY.GDP.PCAP.CD;6866.09238723686;7618.90541950613;7975.79254059155;8528.68208470429;8259.32233799025;8672.12899856887;9110.75181022028;9231.6618274891;9542.71357425779;10007.1868852904;10290.3504792779;10574.3025992667;11270.4328991025;11563.8720659858;11726.6771483578;8458.07506262658;9414.13774072652;11481.496719925
Latin America & Caribbean;LCN;GDP per capita (current US$);NY.GDP.PCAP.CD;5142.16570743689;5949.03512349817;6928.06590539715;7965.66106957155;7403.60442759683;9083.54164388778;10224.3971176528;10221.926059633;10363.6438720924;10458.7590467418;8652.43996546112;8363.88418721044;9202.64482769228;8920.94381678282;8713.5436460742;7344.06092228177;8413.26011713122;9474.46768764656
Least developed countries: UN classification;LDC;GDP per capita (current US$);NY.GDP.PCAP.CD;474.165546649171;536.82457914605;628.648109048975;750.055406758622;737.951702037658;818.454390825555;928.010941759822;950.88951628741;1011.2237721167;1060.76041240991;1003.22265531385;1016.0809259919;1104.79466366493;1063.20913025769;1089.87177789316;1082.60022121405;1151.78183621485;1259.14120042621
Low income;LIC;GDP per capita (current US$);NY.GDP.PCAP.CD;697.269388877312;782.046543405109;911.05200298572;1062.16140723561;1059.19869034572;1158.03575119001;819.716818635912;756.661901393289;752.721538968048;790.08051376843;772.240784952307;743.60366854985;800.556409230306;659.119783762847;681.746857893197;653.673818043846;682.78266910265;741.244363322251
Liechtenstein;LIE;GDP per capita (current US$);NY.GDP.PCAP.CD;105751.526939368;114652.212254762;130908.408218642;143540.573432591;126261.432093172;141466.875379198;158603.603926101;149461.70894907;173659.496528595;179467.506904176;167809.21268111;165845.928847599;170875.739911488;175286.619274312;167259.160311816;165284.497122453;184083.321373984;
Sri Lanka;LKA;GDP per capita (current US$);NY.GDP.PCAP.CD;1240.51831220036;1423.19062298397;1611.17558237567;2007.02666020999;2053.76644489907;2836.97409785065;3248.04021482869;3351.89248871965;3643.83244853816;3885.62360951803;3990.3531233888;4107.82976157993;4388.20190753404;4360.58474164383;4082.69404756548;3852.38996755421;3994.2469579056;3354.38340757565
Lower middle income;LMC;GDP per capita (current US$);NY.GDP.PCAP.CD;925.803492766425;1070.73978413219;1298.93790442863;1440.83673428304;1434.78189556309;1690.25677929181;1902.8194135983;1971.99715706208;1982.5702931399;2052.7572622194;1969.27210224466;2035.51134139588;2156.0915320913;2178.18232467009;2235.39181598856;2123.38231816223;2404.55179404135;2542.19993808198
Low & middle income;LMY;GDP per capita (current US$);NY.GDP.PCAP.CD;1820.3767033881;2130.79454788984;2596.0345434979;3065.04720728153;2958.37531936032;3552.48204821847;4136.0030144989;4340.9147143572;4534.20503998183;4626.71772238126;4329.83603008854;4312.05125164811;4680.47789006203;4900.34640799462;4957.61075209281;4729.76698690413;5520.31844976608;5793.34394875075
Lesotho;LSO;GDP per capita (current US$);NY.GDP.PCAP.CD;850.775270912945;910.618540985505;848.023687415863;885.618057056142;866.44568963626;1104.80053785826;1265.86386667226;1205.86000258954;1141.36103810369;1165.0507051115;1113.86863173964;986.265256814218;1062.71239873122;1162.97879205186;1094.49943775496;939.504249056769;1040.30862270774;1107.39529790821
Late-demographic dividend;LTE;GDP per capita (current US$);NY.GDP.PCAP.CD;2918.74457735587;3499.41285751386;4379.9908970855;5409.58889903169;5193.37903570388;6209.42194576295;7520.80451266813;7991.7062266533;8544.86785366166;8812.35816027434;8213.69238667473;8182.50377942849;9021.94241319322;9839.70401037061;9979.37423743445;9720.85844961143;11554.2868836793;12074.4770230096
Lithuania;LTU;GDP per capita (current US$);NY.GDP.PCAP.CD;7854.76527867855;9230.70798102521;12285.4470537014;14944.996652175;11820.7761591359;11987.508411647;14376.9478643932;14367.709424872;15729.6524666512;16551.018202078;14263.9645773495;15008.313244553;16885.4073948375;19186.3595916406;19598.4008704357;20363.9244050084;23712.5357765275;24826.7910371972
Luxembourg;LUX;GDP per capita (current US$);NY.GDP.PCAP.CD;80988.1376230858;90788.8004876145;107475.320297978;120422.137934157;109419.746953106;110885.991378724;119025.057203467;112584.676270958;120000.14072986;123678.702143273;105462.012584423;106899.293549555;110193.213797229;116786.511654675;112621.821337402;117370.49690016;133590.146975586;126426.089934322
Latvia;LVA;GDP per capita (current US$);NY.GDP.PCAP.CD;7594.90238431362;9723.44690174779;14113.5291277327;16467.1436879405;12331.9285524089;11420.9940032836;13338.9622350852;13847.3379393194;15007.4918561719;15742.3913381905;13786.4567953114;14331.7515885053;15695.115154106;17865.0310947639;17945.2222164981;18207.1396408628;21080.1774491839;21851.1052012696
Macao SAR, China;MAC;GDP per capita (current US$);NY.GDP.PCAP.CD;24886.5818865768;29637.7664463934;35782.8610863615;39745.7622158493;39754.9744937824;50676.3891928517;64528.3601407167;74111.6058242362;86853.4734232259;90873.6024865671;73220.6317344085;71919.0526699551;78985.632294577;84923.308755835;83183.4723863046;37646.4956527785;43873.4171613356;31617.5018997155
St. Martin (French part);MAF;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;21344.5903157264;;;21920.0180458218;;;;;;;;
Morocco;MAR;GDP per capita (current US$);NY.GDP.PCAP.CD;2237.576171875;2433.21264648438;2751.42333984375;3180.17065429688;3118.1416015625;3067.85180664063;3302.453125;3164.00463867188;3377.6435546875;3430.53466796875;3139.22827148438;3132.9521484375;3288.50268554688;3492.67236328125;3498.58251953125;3258.10498046875;3795.38696289063;3527.94189453125
Monaco;MCO;GDP per capita (current US$);NY.GDP.PCAP.CD;130818.950671754;143289.121309403;184626.729155692;204097.210001824;168922.740090728;161780.747483272;179369.293484024;165497.072205962;185055.487411959;195772.673042609;170338.600368097;174606.493834998;173611.784301022;194287.09331266;199382.781206882;182537.304600697;234317.084818276;
Moldova;MDA;GDP per capita (current US$);NY.GDP.PCAP.CD;1034.39197746993;1183.02478439773;1531.21618929808;2110.55311796059;1898.43968295549;2436.7993586401;2941.36211874234;3044.80847876248;3321.04391689154;3289.16784588695;2749.91303825395;2847.63506882245;3454.95469039113;4156.95750022299;4404.95042249597;4376.24249318339;5235.63604416292;5562.61362534668
Madagascar;MDG;GDP per capita (current US$);NY.GDP.PCAP.CD;311.793126597148;330.52267005029;427.836329234942;522.830621850521;455.407373685484;459.375407998781;516.902539244045;504.173737790664;526.688019705349;517.136183197387;455.638034528182;464.616158414292;503.498058680237;512.543991518575;512.279665582666;462.40422880067;503.352081144811;505.035527643123
Maldives;MDV;GDP per capita (current US$);NY.GDP.PCAP.CD;3789.23202385528;5010.16342385998;5746.64425772624;6743.1309608974;6719.33025725066;7158.06141101431;7409.33170427232;7447.41545439203;8222.55802191859;8872.12866368996;9434.31190964075;9640.31919054401;10063.0037101733;10823.6104831326;11118.5262346524;7282.37291624623;10366.2567800183;11817.5239328803
Middle East & North Africa;MEA;GDP per capita (current US$);NY.GDP.PCAP.CD;4636.55585180145;5308.19235178981;6119.52767019991;7442.68191519356;6567.65133149912;7498.59076373389;8295.28478469626;8794.7306048762;8471.77477628623;8345.56671523531;7217.65155733438;7158.04931084411;7337.22417641969;7561.2011392369;7444.6212852487;6579.37098743688;7694.85516864621;8949.39677899439
Mexico;MEX;GDP per capita (current US$);NY.GDP.PCAP.CD;8321.85985639121;9125.3877388645;9719.9278639964;10119.8210567984;8104.92257319862;9399.96470859669;10341.5002378026;10376.0904951074;10865.6872912453;11076.1341141975;9753.40056232226;8875.08206876137;9434.37817948243;9857.00748742213;10145.1526279593;8654.99732516958;10045.676371041;11091.3054302538
Marshall Islands;MHL;GDP per capita (current US$);NY.GDP.PCAP.CD;2533.56460606953;2633.28659976387;2773.41870535549;2712.37364352609;2810.53309200828;3001.31982926464;3238.88731570104;3445.31540332931;3611.69964168874;3672.68093377497;3703.64905889496;4153.11717602268;4507.622862229;4769.19045858792;5188.97111429082;5567.97272706332;6172.14506539834;6727.79956217374
Middle income;MIC;GDP per capita (current US$);NY.GDP.PCAP.CD;1922.57758014348;2255.49216711608;2754.32032047105;3256.35335665343;3143.08644271563;3788.50399261917;4464.77750782234;4701.04272750913;4918.90784541895;5022.06455731427;4701.52802314385;4690.37407299098;5098.30761134328;5363.87064337831;5433.45843415971;5191.84969531779;6078.45380677436;6388.15816925793
North Macedonia;MKD;GDP per capita (current US$);NY.GDP.PCAP.CD;3072.67961163093;3362.97071622425;4079.39043397042;4841.25362163409;4584.71243091987;4577.68957570575;5098.09470097215;4728.31307850676;5241.05363860085;5495.73140012997;4861.55615984223;5149.58676436907;5450.49703529752;6108.73913136452;6070.38805358275;5965.45023195365;6694.64112581709;6591.4712922903
Mali;MLI;GDP per capita (current US$);NY.GDP.PCAP.CD;473.995047118814;506.911838801283;579.257140305165;676.127000487907;680.649958093456;688.327865548408;810.182556519339;753.392136831599;778.797053031814;818.430341598893;723.504204968944;750.051809022529;795.682802118529;856.35659593664;840.175746132551;822.90613752314;881.510088639799;833.297255208972
