field/0/_name,field/0/__text,field/1/_name,field/1/__text,field/2/_name,field/2/__text,field/3/_name,field/3/__text,field/4/_name,field/4/__text,field/5/_name,field/5/__text
Country or Area,Americas,Element,Production,Year,1979,Unit,tonnes,Value,2958702.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1978,Unit,tonnes,Value,2848602.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1977,Unit,tonnes,Value,2747398.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1976,Unit,tonnes,Value,2707574.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1975,Unit,tonnes,Value,2435856.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1974,Unit,tonnes,Value,2461843.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1973,Unit,tonnes,Value,2379150.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1972,Unit,tonnes,Value,2336288.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1971,Unit,tonnes,Value,2209258.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1970,Unit,tonnes,Value,2066691.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1969,Unit,tonnes,Value,1934178.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1968,Unit,tonnes,Value,1865149.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1967,Unit,tonnes,Value,1805948.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1966,Unit,tonnes,Value,1779800.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1965,Unit,tonnes,Value,1689832.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1964,Unit,tonnes,Value,1645830.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1963,Unit,tonnes,Value,1567245.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1962,Unit,tonnes,Value,1528251.00,Value Footnotes,A
Country or Area,Americas,Element,Production,Year,1961,Unit,tonnes,Value,1524939.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2019,Unit,tonnes,Value,1507.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2018,Unit,tonnes,Value,1520.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2017,Unit,tonnes,Value,1492.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2016,Unit,tonnes,Value,1503.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2015,Unit,tonnes,Value,1492.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2014,Unit,tonnes,Value,1376.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2013,Unit,tonnes,Value,1349.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2012,Unit,tonnes,Value,1315.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2011,Unit,tonnes,Value,1211.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2010,Unit,tonnes,Value,1307.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2009,Unit,tonnes,Value,1062.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2008,Unit,tonnes,Value,1276.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2007,Unit,tonnes,Value,1289.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2006,Unit,tonnes,Value,1274.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2005,Unit,tonnes,Value,1554.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2004,Unit,tonnes,Value,1507.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2003,Unit,tonnes,Value,1449.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2002,Unit,tonnes,Value,1433.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2001,Unit,tonnes,Value,1349.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,2000,Unit,tonnes,Value,1230.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1999,Unit,tonnes,Value,1201.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1998,Unit,tonnes,Value,1203.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1997,Unit,tonnes,Value,1108.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1996,Unit,tonnes,Value,1031.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1995,Unit,tonnes,Value,939.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1994,Unit,tonnes,Value,917.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1993,Unit,tonnes,Value,957.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1992,Unit,tonnes,Value,990.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1991,Unit,tonnes,Value,956.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1990,Unit,tonnes,Value,977.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1989,Unit,tonnes,Value,941.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1988,Unit,tonnes,Value,980.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1987,Unit,tonnes,Value,1011.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1986,Unit,tonnes,Value,1028.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1985,Unit,tonnes,Value,1028.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1984,Unit,tonnes,Value,1008.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1983,Unit,tonnes,Value,995.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1982,Unit,tonnes,Value,982.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1981,Unit,tonnes,Value,969.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1980,Unit,tonnes,Value,969.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1979,Unit,tonnes,Value,938.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1978,Unit,tonnes,Value,906.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1977,Unit,tonnes,Value,875.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1976,Unit,tonnes,Value,859.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1975,Unit,tonnes,Value,922.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1974,Unit,tonnes,Value,906.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1973,Unit,tonnes,Value,891.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1972,Unit,tonnes,Value,875.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1971,Unit,tonnes,Value,844.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1970,Unit,tonnes,Value,838.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1969,Unit,tonnes,Value,832.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1968,Unit,tonnes,Value,813.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1967,Unit,tonnes,Value,794.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1966,Unit,tonnes,Value,781.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1965,Unit,tonnes,Value,781.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1964,Unit,tonnes,Value,781.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1963,Unit,tonnes,Value,750.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1962,Unit,tonnes,Value,719.00,Value Footnotes,A
Country or Area,Angola,Element,Production,Year,1961,Unit,tonnes,Value,688.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2019,Unit,tonnes,Value,429411.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2018,Unit,tonnes,Value,444128.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2017,Unit,tonnes,Value,408128.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2016,Unit,tonnes,Value,533171.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2015,Unit,tonnes,Value,566093.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2014,Unit,tonnes,Value,558907.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2013,Unit,tonnes,Value,546543.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2012,Unit,tonnes,Value,563943.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2011,Unit,tonnes,Value,536043.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2010,Unit,tonnes,Value,520225.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2009,Unit,tonnes,Value,508069.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2008,Unit,tonnes,Value,490577.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2007,Unit,tonnes,Value,360000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2006,Unit,tonnes,Value,360000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2005,Unit,tonnes,Value,360000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2004,Unit,tonnes,Value,360000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2003,Unit,tonnes,Value,350000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2002,Unit,tonnes,Value,370000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2001,Unit,tonnes,Value,420000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,2000,Unit,tonnes,Value,468000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1999,Unit,tonnes,Value,445000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1998,Unit,tonnes,Value,420000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1997,Unit,tonnes,Value,445000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1996,Unit,tonnes,Value,376000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1995,Unit,tonnes,Value,369000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1994,Unit,tonnes,Value,385000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1993,Unit,tonnes,Value,350000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1992,Unit,tonnes,Value,336167.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1991,Unit,tonnes,Value,283000.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1990,Unit,tonnes,Value,243583.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1989,Unit,tonnes,Value,248464.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1988,Unit,tonnes,Value,248864.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1987,Unit,tonnes,Value,277494.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1986,Unit,tonnes,Value,257608.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1985,Unit,tonnes,Value,245872.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1984,Unit,tonnes,Value,244344.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1983,Unit,tonnes,Value,247653.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1982,Unit,tonnes,Value,239176.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1981,Unit,tonnes,Value,239582.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1980,Unit,tonnes,Value,253850.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1979,Unit,tonnes,Value,248142.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1978,Unit,tonnes,Value,244897.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1977,Unit,tonnes,Value,236125.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1976,Unit,tonnes,Value,240209.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1975,Unit,tonnes,Value,226059.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1974,Unit,tonnes,Value,210877.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1973,Unit,tonnes,Value,205548.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1972,Unit,tonnes,Value,197055.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1971,Unit,tonnes,Value,188482.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1970,Unit,tonnes,Value,167036.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1969,Unit,tonnes,Value,179346.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1968,Unit,tonnes,Value,177998.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1967,Unit,tonnes,Value,157029.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1966,Unit,tonnes,Value,174022.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1965,Unit,tonnes,Value,150408.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1964,Unit,tonnes,Value,151676.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1963,Unit,tonnes,Value,138569.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1962,Unit,tonnes,Value,140684.00,Value Footnotes,A
Country or Area,Argentina,Element,Production,Year,1961,Unit,tonnes,Value,133631.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2019,Unit,tonnes,Value,18375.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2018,Unit,tonnes,Value,21249.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2017,Unit,tonnes,Value,19141.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2016,Unit,tonnes,Value,22316.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2015,Unit,tonnes,Value,18593.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2014,Unit,tonnes,Value,18320.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2013,Unit,tonnes,Value,17376.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2012,Unit,tonnes,Value,17678.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2011,Unit,tonnes,Value,17607.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2010,Unit,tonnes,Value,17064.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2009,Unit,tonnes,Value,17523.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2008,Unit,tonnes,Value,17282.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2007,Unit,tonnes,Value,16903.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2006,Unit,tonnes,Value,14700.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2005,Unit,tonnes,Value,14400.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2004,Unit,tonnes,Value,14400.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2003,Unit,tonnes,Value,5006.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2002,Unit,tonnes,Value,4819.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2001,Unit,tonnes,Value,4767.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,2000,Unit,tonnes,Value,4731.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1999,Unit,tonnes,Value,4755.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1998,Unit,tonnes,Value,4361.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1997,Unit,tonnes,Value,4368.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1996,Unit,tonnes,Value,1165.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1995,Unit,tonnes,Value,810.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1994,Unit,tonnes,Value,1040.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1993,Unit,tonnes,Value,1010.00,Value Footnotes,A
Country or Area,Armenia,Element,Production,Year,1992,Unit,tonnes,Value,1000.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2019,Unit,tonnes,Value,1815168.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2018,Unit,tonnes,Value,1783694.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2017,Unit,tonnes,Value,1749284.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2016,Unit,tonnes,Value,1697343.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2015,Unit,tonnes,Value,1743394.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2014,Unit,tonnes,Value,1805826.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2013,Unit,tonnes,Value,1705008.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2012,Unit,tonnes,Value,1615947.00,Value Footnotes,A
Country or Area,Asia,Element,Production,Year,2011,Unit,tonnes,Value,1620643.00,Value Footnotes,A
