field/0/_name,field/0/__text,field/1/_name,field/1/__text,field/2/_name,field/2/__text,field/3/_name,field/3/__text,field/4/_name,field/4/__text,field/5/_name,field/5/__text
Country or Area,Caribbean,Element,Production,Year,1978,Unit,tonnes,Value,10082.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1977,Unit,tonnes,Value,11540.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1976,Unit,tonnes,Value,8003.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1975,Unit,tonnes,Value,8154.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1974,Unit,tonnes,Value,5326.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1973,Unit,tonnes,Value,5539.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1972,Unit,tonnes,Value,2803.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1971,Unit,tonnes,Value,2881.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1970,Unit,tonnes,Value,2600.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1969,Unit,tonnes,Value,1488.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1968,Unit,tonnes,Value,1587.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1967,Unit,tonnes,Value,2237.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1966,Unit,tonnes,Value,2439.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1965,Unit,tonnes,Value,1916.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1964,Unit,tonnes,Value,5092.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1963,Unit,tonnes,Value,5691.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1962,Unit,tonnes,Value,5105.00,Value Footnotes,A
Country or Area,Caribbean,Element,Production,Year,1961,Unit,tonnes,Value,5024.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2019,Unit,tonnes,Value,293487.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2018,Unit,tonnes,Value,292311.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2017,Unit,tonnes,Value,286490.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2016,Unit,tonnes,Value,285166.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2015,Unit,tonnes,Value,281673.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2014,Unit,tonnes,Value,271911.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2013,Unit,tonnes,Value,265863.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2012,Unit,tonnes,Value,263793.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2011,Unit,tonnes,Value,246882.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2010,Unit,tonnes,Value,243973.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2009,Unit,tonnes,Value,241474.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2008,Unit,tonnes,Value,245329.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2007,Unit,tonnes,Value,237288.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2006,Unit,tonnes,Value,233359.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2005,Unit,tonnes,Value,227258.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2004,Unit,tonnes,Value,220863.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2003,Unit,tonnes,Value,210324.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2002,Unit,tonnes,Value,220933.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2001,Unit,tonnes,Value,213137.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,2000,Unit,tonnes,Value,202289.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1999,Unit,tonnes,Value,194104.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1998,Unit,tonnes,Value,172748.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1997,Unit,tonnes,Value,171729.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1996,Unit,tonnes,Value,165041.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1995,Unit,tonnes,Value,167410.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1994,Unit,tonnes,Value,169881.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1993,Unit,tonnes,Value,170237.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1992,Unit,tonnes,Value,168534.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1991,Unit,tonnes,Value,150022.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1990,Unit,tonnes,Value,149276.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1989,Unit,tonnes,Value,150525.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1988,Unit,tonnes,Value,150583.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1987,Unit,tonnes,Value,152736.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1986,Unit,tonnes,Value,129511.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1985,Unit,tonnes,Value,131148.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1984,Unit,tonnes,Value,132706.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1983,Unit,tonnes,Value,134715.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1982,Unit,tonnes,Value,133823.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1981,Unit,tonnes,Value,133727.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1980,Unit,tonnes,Value,129968.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1979,Unit,tonnes,Value,130882.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1978,Unit,tonnes,Value,129851.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1977,Unit,tonnes,Value,127677.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1976,Unit,tonnes,Value,124360.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1975,Unit,tonnes,Value,121664.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1974,Unit,tonnes,Value,115037.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1973,Unit,tonnes,Value,113273.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1972,Unit,tonnes,Value,112524.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1971,Unit,tonnes,Value,112086.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1970,Unit,tonnes,Value,111222.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1969,Unit,tonnes,Value,109072.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1968,Unit,tonnes,Value,102440.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1967,Unit,tonnes,Value,99517.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1966,Unit,tonnes,Value,92883.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1965,Unit,tonnes,Value,89615.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1964,Unit,tonnes,Value,86152.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1963,Unit,tonnes,Value,91573.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1962,Unit,tonnes,Value,86308.00,Value Footnotes,A
Country or Area,Central America,Element,Production,Year,1961,Unit,tonnes,Value,83812.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2019,Unit,tonnes,Value,277902.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2018,Unit,tonnes,Value,265113.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2017,Unit,tonnes,Value,244552.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2016,Unit,tonnes,Value,230020.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2015,Unit,tonnes,Value,218087.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2014,Unit,tonnes,Value,181281.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2013,Unit,tonnes,Value,84621.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2012,Unit,tonnes,Value,81643.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2011,Unit,tonnes,Value,71343.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2010,Unit,tonnes,Value,68255.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2009,Unit,tonnes,Value,52478.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2008,Unit,tonnes,Value,50260.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2007,Unit,tonnes,Value,50906.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2006,Unit,tonnes,Value,48564.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2005,Unit,tonnes,Value,55767.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2004,Unit,tonnes,Value,41844.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2003,Unit,tonnes,Value,38560.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2002,Unit,tonnes,Value,33643.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2001,Unit,tonnes,Value,31156.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,2000,Unit,tonnes,Value,32470.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1999,Unit,tonnes,Value,30898.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1998,Unit,tonnes,Value,32510.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1997,Unit,tonnes,Value,28916.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1996,Unit,tonnes,Value,29696.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1995,Unit,tonnes,Value,36283.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1994,Unit,tonnes,Value,47291.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1993,Unit,tonnes,Value,58775.00,Value Footnotes,A
Country or Area,Central Asia,Element,Production,Year,1992,Unit,tonnes,Value,63327.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2019,Unit,tonnes,Value,101255.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2018,Unit,tonnes,Value,108192.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2017,Unit,tonnes,Value,99263.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2016,Unit,tonnes,Value,86748.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2015,Unit,tonnes,Value,86365.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2014,Unit,tonnes,Value,86260.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2013,Unit,tonnes,Value,96128.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2012,Unit,tonnes,Value,89216.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2011,Unit,tonnes,Value,73533.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2010,Unit,tonnes,Value,71546.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2009,Unit,tonnes,Value,63354.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2008,Unit,tonnes,Value,64354.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2007,Unit,tonnes,Value,68652.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2006,Unit,tonnes,Value,69041.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2005,Unit,tonnes,Value,74064.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2004,Unit,tonnes,Value,65709.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2003,Unit,tonnes,Value,59452.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2002,Unit,tonnes,Value,59547.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2001,Unit,tonnes,Value,57013.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,2000,Unit,tonnes,Value,50622.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1999,Unit,tonnes,Value,51487.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1998,Unit,tonnes,Value,53646.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1997,Unit,tonnes,Value,50830.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1996,Unit,tonnes,Value,49010.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1995,Unit,tonnes,Value,47516.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1994,Unit,tonnes,Value,45269.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1993,Unit,tonnes,Value,42535.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1992,Unit,tonnes,Value,39073.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1991,Unit,tonnes,Value,34878.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1990,Unit,tonnes,Value,32213.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1989,Unit,tonnes,Value,29491.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1988,Unit,tonnes,Value,26512.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1987,Unit,tonnes,Value,24065.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1986,Unit,tonnes,Value,24732.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1985,Unit,tonnes,Value,17591.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1984,Unit,tonnes,Value,16792.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1983,Unit,tonnes,Value,17950.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1982,Unit,tonnes,Value,21016.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1981,Unit,tonnes,Value,23446.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1980,Unit,tonnes,Value,19470.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1979,Unit,tonnes,Value,18182.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1978,Unit,tonnes,Value,17398.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1977,Unit,tonnes,Value,18234.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1976,Unit,tonnes,Value,15414.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1975,Unit,tonnes,Value,14236.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1974,Unit,tonnes,Value,17025.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1973,Unit,tonnes,Value,21983.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1972,Unit,tonnes,Value,24782.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1971,Unit,tonnes,Value,20214.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1970,Unit,tonnes,Value,23135.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1969,Unit,tonnes,Value,23052.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1968,Unit,tonnes,Value,21771.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1967,Unit,tonnes,Value,20690.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1966,Unit,tonnes,Value,18590.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1965,Unit,tonnes,Value,16690.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1964,Unit,tonnes,Value,14764.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1963,Unit,tonnes,Value,15366.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1962,Unit,tonnes,Value,12800.00,Value Footnotes,A
Country or Area,Chile,Element,Production,Year,1961,Unit,tonnes,Value,12865.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2019,Unit,tonnes,Value,193526.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2018,Unit,tonnes,Value,186240.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2017,Unit,tonnes,Value,184456.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2016,Unit,tonnes,Value,185878.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2015,Unit,tonnes,Value,187334.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2014,Unit,tonnes,Value,209161.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2013,Unit,tonnes,Value,215529.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2012,Unit,tonnes,Value,221925.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2011,Unit,tonnes,Value,236228.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2010,Unit,tonnes,Value,244326.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2009,Unit,tonnes,Value,275900.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2008,Unit,tonnes,Value,276490.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2007,Unit,tonnes,Value,261200.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2006,Unit,tonnes,Value,274850.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2005,Unit,tonnes,Value,274500.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2004,Unit,tonnes,Value,267530.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2003,Unit,tonnes,Value,224850.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2002,Unit,tonnes,Value,225280.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2001,Unit,tonnes,Value,217220.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,2000,Unit,tonnes,Value,205950.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1999,Unit,tonnes,Value,185900.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1998,Unit,tonnes,Value,173800.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1997,Unit,tonnes,Value,190600.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1996,Unit,tonnes,Value,185100.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1995,Unit,tonnes,Value,184700.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1994,Unit,tonnes,Value,199600.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1993,Unit,tonnes,Value,177270.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1992,Unit,tonnes,Value,166940.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1991,Unit,tonnes,Value,162120.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1990,Unit,tonnes,Value,160200.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1989,Unit,tonnes,Value,149880.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1988,Unit,tonnes,Value,143800.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1987,Unit,tonnes,Value,136200.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1986,Unit,tonnes,Value,124400.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1985,Unit,tonnes,Value,117280.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1984,Unit,tonnes,Value,117160.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1983,Unit,tonnes,Value,104920.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1982,Unit,tonnes,Value,92200.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1981,Unit,tonnes,Value,85320.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1980,Unit,tonnes,Value,72760.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1979,Unit,tonnes,Value,78160.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1978,Unit,tonnes,Value,74920.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1977,Unit,tonnes,Value,71680.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1976,Unit,tonnes,Value,69520.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1975,Unit,tonnes,Value,65180.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1974,Unit,tonnes,Value,61640.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1973,Unit,tonnes,Value,57400.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1972,Unit,tonnes,Value,57120.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1971,Unit,tonnes,Value,54780.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1970,Unit,tonnes,Value,51560.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1969,Unit,tonnes,Value,49096.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1968,Unit,tonnes,Value,47948.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1967,Unit,tonnes,Value,61120.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1966,Unit,tonnes,Value,60532.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1965,Unit,tonnes,Value,58330.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1964,Unit,tonnes,Value,57140.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1963,Unit,tonnes,Value,55992.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1962,Unit,tonnes,Value,54710.00,Value Footnotes,A
Country or Area,China,Element,Production,Year,1961,Unit,tonnes,Value,53628.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2019,Unit,tonnes,Value,193526.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2018,Unit,tonnes,Value,186240.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2017,Unit,tonnes,Value,184456.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2016,Unit,tonnes,Value,185878.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2015,Unit,tonnes,Value,187334.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2014,Unit,tonnes,Value,209161.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2013,Unit,tonnes,Value,215529.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2012,Unit,tonnes,Value,221925.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2011,Unit,tonnes,Value,236228.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2010,Unit,tonnes,Value,244326.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2009,Unit,tonnes,Value,275900.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2008,Unit,tonnes,Value,276490.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2007,Unit,tonnes,Value,261200.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2006,Unit,tonnes,Value,274850.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2005,Unit,tonnes,Value,274500.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2004,Unit,tonnes,Value,267530.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2003,Unit,tonnes,Value,224850.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2002,Unit,tonnes,Value,225280.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2001,Unit,tonnes,Value,217220.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,2000,Unit,tonnes,Value,205950.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1999,Unit,tonnes,Value,185900.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1998,Unit,tonnes,Value,173800.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1997,Unit,tonnes,Value,190600.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1996,Unit,tonnes,Value,185100.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1995,Unit,tonnes,Value,184700.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1994,Unit,tonnes,Value,199600.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1993,Unit,tonnes,Value,177270.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1992,Unit,tonnes,Value,166940.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1991,Unit,tonnes,Value,162120.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1990,Unit,tonnes,Value,160200.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1989,Unit,tonnes,Value,149880.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1988,Unit,tonnes,Value,143800.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1987,Unit,tonnes,Value,136200.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1986,Unit,tonnes,Value,124400.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1985,Unit,tonnes,Value,117280.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1984,Unit,tonnes,Value,117160.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1983,Unit,tonnes,Value,104920.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1982,Unit,tonnes,Value,92200.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1981,Unit,tonnes,Value,85320.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1980,Unit,tonnes,Value,72760.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1979,Unit,tonnes,Value,78160.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1978,Unit,tonnes,Value,74920.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1977,Unit,tonnes,Value,71680.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1976,Unit,tonnes,Value,69520.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1975,Unit,tonnes,Value,65180.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1974,Unit,tonnes,Value,61640.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1973,Unit,tonnes,Value,57400.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1972,Unit,tonnes,Value,57120.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1971,Unit,tonnes,Value,54780.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1970,Unit,tonnes,Value,51560.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1969,Unit,tonnes,Value,49096.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1968,Unit,tonnes,Value,47948.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1967,Unit,tonnes,Value,61120.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1966,Unit,tonnes,Value,60532.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1965,Unit,tonnes,Value,58330.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1964,Unit,tonnes,Value,57140.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1963,Unit,tonnes,Value,55992.00,Value Footnotes,A
