"Data","Dystans","Kalorie","Czas","Średnie.tętno","Maksymalne.tętno","Średnia.prędkość","Maksymalna.prędkość","Całkowity.wznios","Całkowity.spadek","Średnie.odchylenie.do.długości","Średni.rytm.pedałowania","Maksymalny.rytm.pedałowania","Łącznie.obrotów","Minimalna.temperatura","Czas.najlepszego.okrążenia","Liczba.okrążeń","Maksymalna.temperatura","Czas.ruchu","Upłynęło.czasu","Minimalna.wysokość","Maksymalna.wysokość","Year","Month","Day","Hour","Minute","Second","DurationMinutes"
2019-12-22 12:28:09,28.49,773,01:00:03,147,164,28.5,42.4,NA,1,0,80,115,4804,14,"00:00.00",1,16,"00:59:56","01:00:03",376,378,"2019","12","22","12","28","09",60.05
2019-12-14 15:19:46,20.04,565,00:40:07,151,163,30,38.9,NA,1,0,82,106,3291,11,"00:00.00",1,15,"00:40:06","00:40:07",317,319,"2019","12","14","15","19","46",40.1166666666667
2019-12-08 18:20:03,15.37,594,00:31:02,0,0,29.7,37,1,NA,0,80,100,2495,11,"00:00.00",1,16,"00:31:02","00:31:46",244,247,"2019","12","08","18","20","03",31.0333333333333
2019-11-20 18:20:09,28.61,760,01:05:00,142,167,26.4,37.3,NA,NA,0,79,100,5102,14,"03:00.00",10,17,"01:05:00","01:05:00",96,100,"2019","11","20","18","20","09",65
2019-11-17 12:57:41,28.88,785,01:10:00,138,167,24.8,41,NA,NA,0,76,111,5253,14,"03:00.00",10,16,"01:10:00","01:10:00",120,123,"2019","11","17","12","57","41",70
2019-11-11 13:00:20,17.74,483,00:39:19,136,167,27.1,47.4,1,NA,0,80,113,3099,14,"03:00.00",6,17,"00:39:04","00:39:19",139,140,"2019","11","11","13","00","20",39.3166666666667
2019-11-09 15:55:39,25.21,809,00:50:55,161,174,29.7,49.1,NA,NA,0,NA,NA,NA,14,"00:00.00",1,15,"00:49:29","00:50:55",201,204,"2019","11","09","15","55","39",50.9166666666667
2019-11-06 20:23:08,30.21,787,01:00:06,144,160,30.2,41.5,NA,NA,0,NA,NA,NA,15,"00:00.00",1,18,"00:59:51","01:00:06",236,239,"2019","11","06","20","23","08",60.1
2019-11-02 17:16:37,30.25,838,01:00:10,150,165,30.2,42.4,NA,NA,0,NA,NA,NA,13,"00:00.00",1,15,"00:59:53","01:02:16",137,270,"2019","11","02","17","16","37",60.1666666666667
2019-10-27 12:32:21,36.69,994,01:20:45,144,168,27.3,41.9,66,65,0,78,107,5948,16,"00:00.00",1,18,"01:20:44","01:20:45",90,190,"2019","10","27","12","32","21",80.75
2019-10-26 13:57:42,52.07,NA,01:48:08,151,166,28.9,45.5,119,109,0,79,101,8176,15,"00:00.00",1,18,"01:48:01","01:48:08",105,161,"2019","10","26","13","57","42",108.133333333333
2019-10-20 11:55:45,58.67,NA,02:13:26,149,174,26.4,39.4,104,106,0,78,98,9346,16,"00:00.00",1,19,"02:12:34","02:15:42",96,165,"2019","10","20","11","55","45",133.433333333333
2019-10-19 16:16:56,8.7,305,00:20:53,152,172,25,34,27,17,0,66,81,1249,13,"00:00.00",1,15,"00:20:47","00:20:53",136,158,"2019","10","19","16","16","56",20.8833333333333
2019-10-19 13:39:12,72.46,NA,02:37:03,160,176,27.7,40.6,272,291,0,74,101,10480,14,"00:00.00",1,16,"02:37:03","02:37:03",85,144,"2019","10","19","13","39","12",157.05
2019-10-05 16:13:54,20.86,601,00:49:24,139,157,25.3,37.7,50,52,0,NA,NA,NA,6,"00:00.00",1,14,"00:49:16","00:49:24",112,154,"2019","10","05","16","13","54",49.4
2019-09-29 11:53:14,37.22,995,01:25:38,140,174,26.1,36.7,67,65,0,NA,NA,NA,13,"00:00.00",1,17,"01:25:36","01:25:38",45,104,"2019","09","29","11","53","14",85.6333333333333
2019-09-14 13:20:28,73.24,NA,02:34:04,151,169,28.5,42.4,172,158,0,76,99,11018,14,"00:00.00",1,24,"02:33:35","02:34:04",91,158,"2019","09","14","13","20","28",154.066666666667
2019-09-07 14:54:28,76,NA,02:38:03,158,178,28.9,49.4,252,244,0,79,109,11186,19,"00:00.00",1,24,"02:37:43","02:38:03",126,186,"2019","09","07","14","54","28",158.05
2019-09-01 11:26:04,97.05,NA,03:27:22,155,170,28.1,44.8,336,322,0,76,104,14483,22,"00:00.00",1,30,"03:27:08","03:30:30",124,196,"2019","09","01","11","26","04",207.366666666667
2019-08-24 11:55:11,106.38,NA,03:50:22,153,172,27.7,44.1,413,401,0,74,103,15608,20,"00:00.00",1,26,"03:50:07","03:51:17",133,237,"2019","08","24","11","55","11",230.366666666667
2019-08-16 17:16:46,59.97,NA,02:09:02,145,166,27.9,42.2,103,112,0,79,103,9305,14,"00:00.00",1,20,"02:08:32","02:10:31",57,114,"2019","08","16","17","16","46",129.033333333333
2019-08-15 11:47:29,59.91,NA,02:08:48,141,165,27.9,42.6,112,107,0,78,111,9099,18,"00:00.00",1,23,"02:08:16","02:08:48",102,166,"2019","08","15","11","47","29",128.8
2019-08-03 16:55:15,59.94,NA,02:05:15,150,163,28.7,45.6,103,105,0,82,103,9628,18,"00:00.00",1,20,"02:05:00","02:06:15",69,126,"2019","08","03","16","55","15",125.25
2019-07-31 18:01:08,53.98,NA,01:52:04,150,165,28.9,53.5,194,197,0,80,102,8016,18,"00:00.00",1,23,"01:51:45","01:52:04",99,155,"2019","07","31","18","01","08",112.066666666667
2019-07-28 11:38:19,57.05,NA,02:02:30,153,170,27.9,48.3,160,161,0,78,105,8626,26,"00:00.00",1,32,"02:02:19","02:02:57",45,133,"2019","07","28","11","38","19",122.5
2019-07-21 15:33:17,19.35,590,00:39:54,155,171,29.1,39.2,34,35,0,82,98,3036,22,"00:00.00",1,27,"00:39:54","00:39:54",119,133,"2019","07","21","15","33","17",39.9
2019-07-20 15:48:31,59.32,NA,02:01:59,161,178,29.2,40,103,103,0,81,115,9445,21,"00:00.00",1,25,"02:01:52","02:04:09",96,153,"2019","07","20","15","48","31",121.983333333333
2019-06-23 12:04:52,97.99,NA,03:32:51,152,168,27.6,43.6,342,334,0,73,95,14119,22,"00:00.00",1,27,"03:32:41","03:32:51",126,199,"2019","06","23","12","04","52",212.85
2019-06-20 15:50:26,30.36,723,01:15:16,130,160,24.2,35.7,55,52,0,NA,NA,NA,22,"00:00.00",1,25,"01:15:08","01:15:16",105,137,"2019","06","20","15","50","26",75.2666666666667
2019-06-12 19:22:07,36.49,NA,01:15:43,0,0,28.9,44.5,55,59,0,79,95,5580,22,"00:00.00",1,26,"01:15:25","01:15:43",96,167,"2019","06","12","19","22","07",75.7166666666667
2019-06-09 11:19:49,70.22,NA,02:30:50,148,172,27.9,56,311,307,0,76,107,9919,21,"00:00.00",1,28,"02:29:53","02:30:50",121,187,"2019","06","09","11","19","49",150.833333333333
2019-06-01 14:35:44,106.55,NA,03:44:28,156,174,28.5,48.9,409,395,0,79,109,15525,19,"00:00.00",1,25,"03:43:35","03:47:39",128,221,"2019","06","01","14","35","44",224.466666666667
2019-05-30 18:56:24,34.36,NA,01:07:29,160,170,30.5,43.5,59,61,0,NA,NA,NA,11,"00:00.00",1,18,"01:07:29","01:08:36",-180,133,"2019","05","30","18","56","24",67.4833333333333
2019-05-26 14:56:04,78.37,NA,02:46:58,153,164,28.2,41.9,142,141,0,NA,NA,NA,17,"00:00.00",1,20,"02:46:31","02:46:58",71,133,"2019","05","26","14","56","04",166.966666666667
2019-05-19 15:24:48,34.93,NA,01:44:18,0,0,20.1,46.5,90,92,0,NA,NA,NA,18,"00:00.00",1,22,"01:44:10","01:44:18",99,138,"2019","05","19","15","24","48",104.3
2019-05-18 16:51:55,35.47,NA,01:21:34,0,0,26.1,44.3,85,85,0,NA,NA,NA,16,"00:00.00",1,22,"01:21:34","01:21:34",105,189,"2019","05","18","16","51","55",81.5666666666667
2019-05-12 10:38:31,58.24,NA,02:05:41,151,167,27.8,52.2,215,222,0,79,115,9039,15,"00:00.00",1,22,"02:05:36","02:05:41",131,223,"2019","05","12","10","38","31",125.683333333333
2019-05-04 13:49:15,59.27,NA,02:02:29,155,168,29,48.6,223,209,0,75,108,8524,11,"00:00.00",1,15,"02:02:26","02:02:29",125,187,"2019","05","04","13","49","15",122.483333333333
2019-04-28 11:18:34,50.05,NA,01:47:17,0,0,28,49.5,161,165,0,NA,NA,NA,9,"00:00.00",1,13,"01:44:16","01:55:41",93,140,"2019","04","28","11","18","34",107.283333333333
2019-04-20 15:59:13,62.51,NA,02:13:49,0,0,28,48.4,280,270,0,79,117,9898,14,"00:00.00",1,17,"02:13:40","02:13:49",138,237,"2019","04","20","15","59","13",133.816666666667
2019-04-14 11:50:58,60.13,NA,02:02:04,0,0,29.6,48.7,114,116,0,84,112,9750,8,"00:00.00",1,14,"02:01:53","02:07:44",13,105,"2019","04","14","11","50","58",122.066666666667
2019-04-07 11:42:43,59.71,NA,02:10:14,0,0,27.5,46.8,108,109,0,NA,NA,NA,11,"00:00.00",1,18,"02:09:59","02:13:14",83,143,"2019","04","07","11","42","43",130.233333333333
2019-03-24 14:49:06,19.42,643,00:54:11,0,0,21.5,32,59,55,0,NA,NA,NA,7,"00:00.00",1,16,"00:54:05","00:54:11",107,177,"2019","03","24","14","49","06",54.1833333333333
2018-11-18 19:43:58,21.81,508,00:42:18,137,152,30.9,42.2,NA,NA,0,79,96,3325,11,"00:00.00",1,14,"00:42:05","00:42:18",142,171,"2018","11","18","19","43","58",42.3
2018-11-11 18:16:42,31.02,801,01:02:15,146,171,29.9,47.5,NA,NA,0,80,105,4873,14,"00:00.00",1,17,"01:01:55","01:02:15",114,126,"2018","11","11","18","16","42",62.25
2018-11-04 17:37:16,31.27,785,01:01:01,143,161,30.7,39.6,NA,NA,0,81,99,4953,16,"00:00.00",1,18,"01:00:41","01:01:01",144,206,"2018","11","04","17","37","16",61.0166666666667
2018-11-01 20:36:01,27.79,709,01:00:21,140,170,27.6,43.2,NA,NA,0,79,106,4770,16,"00:00.00",1,18,"00:59:50","01:00:21",148,153,"2018","11","01","20","36","01",60.35
2018-10-31 19:55:34,27.2,736,01:00:19,139,176,27.1,45.8,NA,NA,0,76,114,4376,12,"00:00.00",1,18,"00:59:10","01:38:42",133,178,"2018","10","31","19","55","34",60.3166666666667
2018-10-28 20:32:12,26.29,657,01:00:16,138,171,26.2,46.4,2,1,0,73,111,4350,14,"00:00.00",1,17,"00:59:15","01:00:16",135,141,"2018","10","28","20","32","12",60.2666666666667
2018-10-14 12:02:01,61.85,NA,02:12:37,155,173,28,51.3,235,220,0,80,108,9518,14,"00:00.00",1,19,"02:11:46","02:12:56",125,184,"2018","10","14","12","02","01",132.616666666667
2018-10-13 13:53:35,71.82,NA,02:38:50,154,170,27.1,45,228,218,0,74,102,10847,16,"00:00.00",1,19,"02:37:36","02:41:25",88,156,"2018","10","13","13","53","35",158.833333333333
2018-10-07 14:50:21,20.24,599,01:08:36,0,0,17.7,36.4,50,55,0,51,98,2012,17,"00:00.00",1,19,"01:08:16","01:11:28",125,143,"2018","10","07","14","50","21",68.6
2018-10-06 15:01:48,63.41,NA,02:24:14,0,0,26.4,45,109,105,0,78,113,10577,11,"00:00.00",1,17,"02:23:59","02:25:28",100,160,"2018","10","06","15","01","48",144.233333333333
2018-09-16 11:32:07,84.15,NA,02:58:23,152,164,28.3,49.7,312,312,0,79,103,13456,14,"00:00.00",1,19,"02:58:21","02:58:23",139,214,"2018","09","16","11","32","07",178.383333333333
2018-09-12 18:16:27,23.63,NA,00:50:15,0,0,28.2,41.7,48,46,0,80,105,3560,16,"00:00.00",1,20,"00:50:10","00:50:15",106,132,"2018","09","12","18","16","27",50.25
2018-09-02 11:16:55,59.8,NA,02:07:24,156,172,28.2,48.4,225,222,0,79,111,8995,23,"00:00.00",1,27,"02:06:28","02:07:24",125,188,"2018","09","02","11","16","55",127.4
2018-09-01 15:28:47,63.45,NA,02:49:33,0,0,22.5,43.3,100,98,0,61,108,9267,17,"00:00.00",1,27,"02:48:33","02:57:36",85,147,"2018","09","01","15","28","47",169.55
2018-08-29 18:18:20,36.58,NA,01:13:18,0,0,29.9,43.2,59,61,0,88,103,6249,12,"00:00.00",1,18,"01:13:07","01:13:40",90,163,"2018","08","29","18","18","20",73.3
2018-08-23 18:29:00,36.29,NA,01:12:41,0,0,30,44.9,56,58,0,85,113,5979,18,"00:00.00",1,23,"01:12:33","01:12:41",93,148,"2018","08","23","18","29","00",72.6833333333333
2018-08-21 18:20:40,36.12,NA,01:13:28,0,0,29.5,46.4,98,102,0,80,111,5633,14,"00:00.00",1,21,"01:13:24","01:13:28",-98,-14,"2018","08","21","18","20","40",73.4666666666667
2018-08-18 14:57:25,48.23,NA,01:47:42,0,0,26.9,46.7,196,199,0,73,107,7353,21,"00:00.00",1,26,"01:47:34","02:11:37",136,225,"2018","08","18","14","57","25",107.7
2018-08-12 16:12:25,63.41,NA,02:27:17,0,0,25.8,41,107,101,0,70,102,9849,17,"00:00.00",1,24,"02:27:02","02:28:50",94,154,"2018","08","12","16","12","25",147.283333333333
2018-07-29 07:31:46,56.2,NA,02:01:33,0,0,27.7,46,199,204,0,77,110,8835,21,"00:00.00",1,25,"02:00:31","02:02:01",114,175,"2018","07","29","07","31","46",121.55
2018-07-21 16:06:39,56.35,NA,02:01:06,0,0,27.9,46.7,203,201,0,80,110,9140,22,"00:00.00",1,25,"02:00:50","02:02:57",117,179,"2018","07","21","16","06","39",121.1
2018-07-12 18:25:28,13,574,00:27:23,0,0,28.5,40.1,22,19,0,76,98,1843,17,"00:00.00",1,21,"00:26:40","00:27:46",148,169,"2018","07","12","18","25","28",27.3833333333333
2018-07-04 19:10:15,36.35,NA,01:16:09,0,0,28.6,42.6,59,60,0,78,98,5669,16,"00:00.00",1,21,"01:16:00","01:16:30",117,172,"2018","07","04","19","10","15",76.15
2018-07-03 19:01:48,26.79,NA,00:58:04,0,0,27.7,43.8,92,90,0,75,101,3795,16,"00:00.00",1,18,"00:57:46","00:59:57",120,143,"2018","07","03","19","01","48",58.0666666666667
2018-06-21 09:12:04,92.38,NA,05:34:17,139,160,16.6,58,NA,NA,0,60,100,15255,15,"00:00.00",1,32,"05:27:48","06:46:06",769,NA,"2018","06","21","09","12","04",334.283333333333
2018-06-20 09:26:55,52.67,NA,04:04:48,148,165,12.9,56.6,NA,NA,0,64,110,13298,12,"00:00.00",1,31,"04:01:04","05:00:40",NA,NA,"2018","06","20","09","26","55",244.8
2018-06-19 10:02:32,51.69,NA,02:48:01,139,153,18.5,59.4,736,NA,0,65,124,7365,14,"00:00.00",1,31,"02:42:23","04:38:25",755,NA,"2018","06","19","10","02","32",168.016666666667
2018-06-18 10:37:51,88.36,NA,06:17:53,143,166,14,59,NA,NA,0,57,115,14973,13,"00:00.00",1,26,"05:55:11","07:10:40",740,NA,"2018","06","18","10","37","51",377.883333333333
2018-06-17 10:13:05,69.41,NA,05:12:21,159,183,13.3,54.6,NA,NA,0,60,110,13951,12,"00:00.00",1,27,"04:57:39","06:31:23",741,NA,"2018","06","17","10","13","05",312.35
2018-06-03 08:32:48,67.97,NA,02:28:57,141,162,27.4,43.3,110,110,0,83,118,11621,19,"00:00.00",1,25,"02:28:39","02:30:45",89,148,"2018","06","03","08","32","48",148.95
2018-05-31 07:22:03,57.36,NA,01:58:38,0,0,29,46.4,206,204,0,84,110,9182,18,"00:00.00",1,24,"01:58:32","01:58:38",131,192,"2018","05","31","07","22","03",118.633333333333
2018-05-27 14:59:44,61.34,NA,02:20:42,0,0,26.2,47.1,237,230,0,77,107,8960,22,"00:00.00",1,27,"02:11:58","02:24:28",139,210,"2018","05","27","14","59","44",140.7
2018-05-05 11:31:40,108.87,NA,04:27:12,139,160,24.4,45.7,322,320,0,70,112,16674,16,"00:00.00",1,20,"04:26:34","04:27:12",100,194,"2018","05","05","11","31","40",267.2
2018-05-03 17:07:44,56.59,NA,02:12:09,152,168,25.7,43.7,212,214,0,80,121,8732,18,"00:00.00",1,24,"02:09:40","02:12:09",116,178,"2018","05","03","17","07","44",132.15
